"d4r55","RfnDt","rsqaWe","wiI7pd"
"Fernando sanchez chafer","Local Guide · 170 reseñas","Hace un año","Esta reformado y limpio bien"
"Nicolas O","1 reseña","Hace 7 años","Lamentable que no exista una forma de salir, del metro a la superficie, por un medio mecánico, teniendo en cuenta que es un barrio con mucha población anciana y que está frente a un hospital."
"Rosa Garcia-Abad Alonso","1 reseña","Hace 7 años","La peor estación de toda la red de metro,tengo 69 años,y no tienen ascensor,ni escaleras mecánicas,y las escaleras están empinadisimas."
"Francisco Colas Tamargo","Local Guide · 53 reseñas · 12 fotos","Hace 4 años","Llevo muchos años viviendo y en la zona que me gusta"
"GERARDO RODRIGUEZ","Local Guide · 327 reseñas · 5.809 fotos","Hace 2 años","Un lugar de mucha concurrencia. Agradable."
"Cristian Zambrano Leon","Local Guide · 49 reseñas · 17 fotos","Hace 2 años","Carabanchel mi barrio, me encanta"
"Alberto Díaz","5 reseñas","Hace 7 años","un lugar impresionante por la noche  y estacion con 3 andenes"
"María del Carmen Ruiz Fernández","Local Guide · 300 reseñas · 19 fotos","Hace 2 años","Muchas personas por las calles"
"José Carlos Lima","Local Guide · 20 reseñas · 5 fotos","Hace 2 años","Bario obrero muy tranquilo"
"Antonio delasHeras","Local Guide · 403 reseñas · 255 fotos","Hace 3 años","Encuentras casi de todo en las calles de alrededor"
"Roberto SANZ BARBOLLA","Local Guide · 176 reseñas · 61 fotos","Hace 2 años","Buena conexión y buen barrio"
"DAVID BELLAS","Local Guide · 413 reseñas · 150 fotos","Hace 4 años","Barrio obrero mítico, muchos latinos"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Carabanchel es una estación en el barrio Carabanchel con la línea 5 tiene buena comunicación"
"Dam","Local Guide · 312 reseñas · 185 fotos","Hace 7 años","Sin escaleras mecanicas ni ascensor"
"Eddy Michelena","Local Guide · 196 reseñas · 870 fotos","Hace 11 meses","No está mal"
"ruy dejesus","Local Guide · 369 reseñas · 129 fotos","Hace un año","Buena"
"Belén Estrada Vicente","Local Guide · 536 reseñas · 575 fotos","Hace 2 años","Barrio con solera"
"FeS","Local Guide · 239 reseñas · 390 fotos","Hace 7 años","Le falta escalera mecanica en los accesos."
"John Palacios Angulo","Local Guide · 308 reseñas · 268 fotos","Hace 2 años","Lugar popular"
"Faheem Akhtar","Local Guide · 87 reseñas · 929 fotos","Hace 3 años","Excelente"
"Maria Jesús Mantero","Local Guide · 135 reseñas · 350 fotos","Hace 5 años","Barrio tranquilo"
"Bruno Jimenez Barroeta","1 reseña","Hace 6 años","Bien"
"Alejandro","Local Guide · 84 reseñas","Hace 8 años","Buena"
"Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 7 años","Metro Carabanchel"
"Ana María Barrado Orrite","Local Guide · 227 reseñas · 3.175 fotos","Hace 2 años",""
"guel Mi","44 reseñas","Hace 7 años","y"
"Inés Nieto","Local Guide · 65 reseñas · 62 fotos","Hace un mes",""
"Daniel S.","Local Guide · 29 reseñas · 287 fotos","Hace 3 meses",""
"Amalia Apaza","43 reseñas","Hace 3 meses",""
"Gregorio Sastre","Local Guide · 49 reseñas · 940 fotos","Hace 8 meses",""
"Diego Teran cruz","Local Guide · 60 reseñas · 238 fotos","Hace 9 meses",""
"pilar castro garcia","Local Guide · 132 reseñas · 1.086 fotos","Hace 11 meses",""
"Consuelo Navarro Gonzalez Conde","Local Guide · 327 reseñas · 6 fotos","Hace un año",""
"Alejandro Corral","Local Guide · 3 reseñas","Hace un año",""
"Maikon André Pereira","Local Guide · 4 reseñas · 45 fotos","Hace un año",""
"Jose Luis Gonzalez Martinez","Local Guide · 86 reseñas · 24 fotos","Hace un año",""
"tatan Niel","2 reseñas","Hace un año",""
"Yurany H.","Local Guide · 2 reseñas","Hace 2 años",""
"Fran P","Local Guide · 127 reseñas · 326 fotos","Hace 2 años",""
"Gonzalo Esteban B.","Local Guide · 110 reseñas · 32 fotos","Hace 2 años",""
"jose francisco sevilla rigo","Local Guide · 680 reseñas · 2.650 fotos","Hace 3 años",""
"Jorge Rodríguez Cascón","Local Guide · 29 reseñas · 20 fotos","Hace 3 años",""
"German Perez","Local Guide · 71 reseñas · 118 fotos","Hace 3 años",""
"Christian Alagos","Local Guide · 2 reseñas · 109 fotos","Hace 4 años",""
"Maria Fariñas","31 reseñas · 2 fotos","Hace 4 años",""
"Aranee Melón Cotton","Local Guide · 94 reseñas · 44 fotos","Hace 4 años",""
"Erich Carrillo","Local Guide · 11 reseñas · 8 fotos","Hace 4 años",""
"Adrian Ac","","Hace 4 años",""
"Raul Carrasco Vinagre","Local Guide · 7 reseñas · 12 fotos","Hace 5 años",""
"José González","Local Guide · 91 reseñas · 214 fotos","Hace 5 años",""
"Manuel Santana","5 reseñas · 1 foto","Hace 5 años",""
"Ignacio Garcia Siguenza","Local Guide · 176 reseñas · 1.680 fotos","Hace 5 años",""
"Илья Гайдар","Local Guide · 1 reseña","Hace 6 años",""
"Chloe y Lucas","Local Guide · 175 reseñas · 555 fotos","Hace 6 años",""
"Micaela Ocampos","Local Guide · 22 reseñas · 23 fotos","Hace 6 años",""
"Chen Jack","Local Guide · 19 reseñas · 6 fotos","Hace 6 años",""
"Gianella Monteza","3 reseñas","Hace 6 años",""
"carlos de la Huerga (Carhc)","Local Guide · 47 reseñas · 15 fotos","Hace 7 años",""
"сергей луговой","Local Guide · 52 reseñas · 9 fotos","Hace 7 años",""
"Asier Santamera","","Hace 7 años",""
"Julio Mansilla Martín","1 reseña","Hace 7 años",""
"Dr Ariel Jesus Jauma Rojo","Local Guide · 174 reseñas · 40 fotos","Hace 7 años",""
"Marua Lourdes Biwer Perez","3 reseñas · 5 fotos","Hace 7 años",""
"Gemas Todas","","Hace 8 años",""
"Alberto Collado","Local Guide · 420 reseñas · 1.910 fotos","Hace 8 años",""
