"d4r55","RfnDt","rsqaWe","wiI7pd"
"Victor manuel Salgado Alvarez","Local Guide · 172 reseñas · 155 fotos","Hace 10 meses","Sitio muy centrico bien comunicado , muchos servicios y restauracion de todo tipo para pasear y perderse."
"Francisco León","Local Guide · 291 reseñas · 1 foto","Hace 8 meses","Me ha gustado el mercado de Antón Martín fusionando lo antiguo con lo moderno."
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace 7 meses","Estacion de metro sin mas. Muy antigua y bastante oscura, parece como sucia"
"Hector Portela","Local Guide · 301 reseñas · 1.998 fotos","Hace 4 años","Excelente mercado muy muy amplio, limpio y ordenado.  Posee variedad de locales como fruterías, carnicerías, pescaderías, charcutería y locales con variedad de bares para que puedas tomar tu café, cerveza o vino preferido.  Me gusta mucho que se encuentra cerca de las bocas de metro de Antón Martin y que es muy accesible"
"Guillermo García","Local Guide · 786 reseñas · 2.193 fotos","Hace 3 años","La plaza de Antón Martin es un lugar típico del Madrid antiguo, está muy bien conservada y tiene mucha animación con tiendas y personas por la calle. Tiene parada de línea 1 de metro y está muy bien comunicada. Si paseas por Madrid te gustará visitar una zona con tanta oferta."
"Luis Caba B.","Local Guide · 14 reseñas","Hace 8 meses","Ubicacion buena y poco mas, solo quiero poner una reseña asique"
"cesar merino orozco","Local Guide · 29 reseñas · 12 fotos","Hace 2 años","Es 1a estacion hutil para moberte onde necesites en su caso. Aunk en caso d ke no valla donde kieres ntonces noo es tan hutil Pero ta bien en general, nunca e Vito a ese señor Antonio Marín XD LOL"
"Juana Beatriz Cejudo Daza","10 reseñas","Hace 2 años","TODAS LAS MAÑANAS los de seguridad de cháchara en la salida de la calle Atocha y la gente colándose en el metro. Unos pagamos, otros se cuelan y otros hacen el vago."
"FRANCISCO ORTIZ SUÁREZ","Local Guide · 87 reseñas · 10 fotos","Hace un año","Ha cambiado muchísimo, pero me gusta mucho más, aunque antes había un cine y una discoteca ambos llamados CONSULADO"
"Ma Ca","Local Guide · 1.248 reseñas · 21.832 fotos","Hace 5 años","Estación de metro que pertenece a la línea 1. Estación antigua con vestíbulo pequeño. No dispone de ascensores, pero si tiene cobertura móvil. Tiene varios accesos a la calle."
"Javier Miranda Jiménez","Local Guide · 262 reseñas · 124 fotos","Hace 3 años","Lugar emblemático de Madrid. Clásica y castiza plaza donde se observa edificios cargados de historia."
"Francisco Herrera","Local Guide · 100 reseñas · 1.260 fotos","Hace 4 años","Estación de Metro cercana a Barrio de las Letras. Sitio bastante turístico y lleno de una amplia variedad de panoramas culturales (Cines, Teatros, Museos, etc), Estación  de metro muy cercana al centro de la ciudad, pudiendo llegar fácilmente desde aquí hasta la Plaza de Sol o su vecina Plaza Santa Ana. Conexión desde este punto con varias líneas de autobús, y la posibilidad de encontrar taxis en la calle de Atocha donde dicha estación se ubica."
"Alberto Llorente","Local Guide · 42 reseñas · 17 fotos","Hace 7 años","Estación no preparada para viajar con equipaje. Largas escaleras. Tornos pequeños. Hay que saber muy bien de antemano por qué boca te interesa salir."
"OMAGOGO OMAGOGO","Local Guide · 273 reseñas · 1.265 fotos","Hace 4 años","UNA ZONA MUY CASTIZA DE MADRID, MUCHO AMBIENTE Y AJETREO EN EL MERCADO DE ABASTOS QUE ESTÁ BIEN SURTIDO. ALREDEDOR TIENE MUCHAS TIENDAS CLÁSICAS CON FACHADAS DE AZULEJERÍA PRECIOSAS. ES UNA ZONA DE MADRID CON MUCHO ENCANTO."
"Pedro González","Local Guide · 897 reseñas · 5.985 fotos","Hace 5 años","Podrás encontrar una farmacia tradicional de Madrid (el globo) y el monumentos a los abogados de Atocha, asesinados por la extrema derecha española hace más de 40 años."
"Africa Fdez Palacios","Local Guide · 471 reseñas · 132 fotos","Hace 2 años","Es una plaza muy chula, con el monumento a los abogados que murieron cerca de allí, en un piso."
"Alexander Laguna Caparrós","Local Guide · 22 reseñas · 24 fotos","Hace 2 años","En la boca de ésta parada de metro es donde ponia Torrente a su padre a pedir limosna🤣…"
"Julio Diarte","Local Guide · 824 reseñas · 3.509 fotos","Hace un año","Tiene cuatro salidas y lo que le faltaría es un buen ascensor"
"Iván Sáez","Local Guide · 223 reseñas · 1.040 fotos","Hace 2 años","Zona centro de Madrid con todo tipo de gente , lugar ideal para el ocio"
"Alejandro Moratinos Nuévalos","Local Guide · 316 reseñas · 786 fotos","Hace 8 años","Barrio muy bonito y con locales y establecimientos emblemáticos e historicos. Vale mucho la pena pasear por el barrio."
"Jesus Alberto Pabon","Local Guide · 75 reseñas · 84 fotos","Hace 2 años","Es un sitio bonito con muchas cafeterías, para comer y compartir"
"Jose Rodriguez","8 reseñas","Hace 7 años","La información se ajusta muy bien a la realidad. Muy útil si se va por primera vez. Merece la pena pasear por el barrio."
"Carmen Inclán Figueiras","Local Guide · 71 reseñas · 18 fotos","Hace 7 años","La estación de metro indecente. Llegamos y en el cartel no ponía cuanto esperar a la llegada del siguiente tren. Y después de 7 min puso que debíamos esperar 9 minutos más. Sin comentarios."
"Silvia Orzuza","33 reseñas · 73 fotos","Hace 2 años","Solo he estado en la estación de metro y todo perfecto."
"Rodrigo Alonso del Río","Local Guide · 92 reseñas · 167 fotos","Hace 4 años","Pese a sus imperfecciones el metro de Madrid es uno de los mejores! Mi estación preferente la de Antón Martin."
"Nasta Del Campo","Local Guide · 254 reseñas · 69 fotos","Hace 7 años","Una estación antigua, no preparada para minusválidos, el barrio merece la pena, muy centrico"
"ma G","Local Guide · 36 reseñas · 4 fotos","Hace 11 meses","Está bien"
"Antonio Gonzalez","121 reseñas · 3 fotos","Hace 4 años","Esta mañana en el metro de Antón Martín 15 minutos esperando de verguenza"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","anton martin me gusta por el barrio de atocha de color amarillo como el sol solecito calienta te un poquito"
"Carmen Raquel Calatrava","Local Guide · 29 reseñas · 51 fotos","Hace un año","Una estación de las antiguas y muy concurrida"
"Katia Mostacero","Local Guide · 165 reseñas · 133 fotos","Hace 7 años","Si van con equipaje es bueno saber que no cuenta con escaleras eléctricas para salir."
"yoli martinez","Local Guide · 139 reseñas · 1.119 fotos","Hace un año","Muy buenos desayuno y variado"
"Karmela Ballesteros","Local Guide · 35 reseñas · 3 fotos","Hace 4 años","No hay ascensor en metro Antón Martín. KK"
"Mercedes Garcia","3 reseñas","Hace 7 meses","Siempre limpia"
"Manuel Mendoza diaz","Local Guide · 176 reseñas · 253 fotos","Hace 6 años","Estación muy bien situada con una única linea de metro por lo que igual tienes que hacer transbordos."
"Antonio pomares ripio","Local Guide · 315 reseñas · 2.331 fotos","Hace un año","Un barrio con las características del Madrid de siempre"
"Joserra del barrio","Local Guide · 115 reseñas · 65 fotos","Hace 11 meses","Plazuela popular y carismática."
"Juan Carlos Hernández","Local Guide · 171 reseñas · 6 fotos","Hace un año","Todo bien"
"concepcion salgado romero","Local Guide · 136 reseñas · 6 fotos","Hace 4 años","Muchas escaleras para poder salir. No me ha gustado nada"
"Yu Qian","1 reseña","Hace 4 meses","no elevator"
"MC Llerandi Gomez","Local Guide · 43 reseñas · 37 fotos","Hace 7 años","Si necesitais ayuda no la busqueis, no hay nadie en las estaciones."
"Ramkrishna Pudasaini","Local Guide · 453 reseñas · 5.338 fotos","Hace 5 años","Me encanta el nombre de la salida...amor de Dios"
"Alba Alvarez Lopez","Local Guide · 237 reseñas · 207 fotos","Hace 4 años","Un sitio brutal.muy buena atención"
"German GG (Ger)","Local Guide · 55 reseñas · 40 fotos","Hace un año","Fácil de entender y pequeña"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace un año","Bonito limpio seguridad"
"Josue Cp","Local Guide · 386 reseñas · 29 fotos","Hace un año","Bien todo"
"Federico Perez","Local Guide · 108 reseñas · 209 fotos","Hace 5 años","Antón Martín buen lugar para descubrir Madrid"
"Wileiner Moises Figurelli","Local Guide · 177 reseñas · 222 fotos","Hace 10 meses","Todo normal"
"Mariú B. Ponce","Local Guide · 85 reseñas · 193 fotos","Hace un año","Muchas escaleras"
"José Luis Moreno","Local Guide · 59 reseñas · 740 fotos","Hace 5 años","Mercado tradicional y moderno"
"Rafael Puñales","Local Guide · 1.131 reseñas · 2.685 fotos","Hace 6 años","Centro neurálgico del barrio."
"Alicia Del Burgo","Local Guide · 154 reseñas · 1 foto","Hace 7 años","Para nada moderna"
"Carmen Morales","Local Guide · 23 reseñas · 1 foto","Hace 3 años","Super buen"
"Francesco Piccone","Local Guide · 509 reseñas · 598 fotos","Hace 4 años","Muy típico"
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.612 reseñas · 8.906 fotos","hace 5 días","Genuina parada de metro de la línea 1"
"Luis Díaz","Local Guide · 150 reseñas · 17 fotos","Hace 6 años","Excelente"
"Julia herrero morena","Local Guide · 94 reseñas · 34 fotos","Hace 7 años","Mucha gente"
"jose antonio cuadrado gil","Local Guide · 66 reseñas · 303 fotos","Hace 7 años","Su diversidad y su sol"
"Isidoro Toribio","Local Guide · 262 reseñas · 1.106 fotos","Hace 5 años","Una estación de metro más."
"L S","Local Guide · 111 reseñas · 206 fotos","Hace un año","Me encantó esta zona y Casa Alberto fue un verdadero hallazgo. El pequeño mercado interior es maravilloso, con todo tipo de delicias y delicias. También la tienda de cuchillos y cortaúñas en el edificio del mercado, pero mirando hacia afuera, es una gran tienda. ¡Sí, zona de Antón Martín!"
"Jacob McCormack","Local Guide · 45 reseñas · 68 fotos","Hace 6 meses","Metro es sorprendentemente fácil de entender y es consistente cada día."
"Urban Traveler","Local Guide · 2.505 reseñas · 6.636 fotos","Hace 4 años","Estación de metro decente ubicada en un barrio animado"
"Lenka Dvořáčková","2 reseñas · 3 fotos","Hace 6 años","¡¡Cuidado con los carteristas en cada momento!! Aunque tuve mucho cuidado, me robaron el teléfono en las escaleras del bolsillo cerrado. También pueden ser niños. :/"
"HTC G1","Local Guide · 2.113 reseñas · 10.296 fotos","Hace un año","Buena infraestructura."
"Hyangmi Lee","Local Guide · 146 reseñas · 378 fotos","Hace 4 años","Inconveniente porque no hay escaleras mecánicas. La estación y el metro parecen más pequeños y antiguos que Basilea."
"Chin Tao Liu","Local Guide · 34 reseñas · 1 foto","Hace 6 años","No hay ascensor, lo cual es muy inconveniente para los turistas. ¡Es difícil subir!"
"Jordan B","Local Guide · 116 reseñas · 24 fotos","Hace 7 años","Excelente estación con trenes cada 5 minutos que tardan 20 minutos en llegar al centro de Madrid."
"Martin A.","Local Guide · 817 reseñas · 627 fotos","Hace 6 meses","Buen lugar"
"GAZZOLA HERNAN","Local Guide · 203 reseñas · 620 fotos","Hace 3 años","Muy bonito, barrio típico de Madrid, más bonito que los insulsos de París."
"Akram","Local Guide · 377 reseñas · 683 fotos","Hace 3 años","Edificios típicos de España, bonita vista desde aquí."
"Γιωργος Κακουτης","Local Guide · 30 reseñas · 517 fotos","Hace 2 años","Gran lugar para experimentar la movida."
"Junko Yone","Local Guide · 597 reseñas · 304 fotos","Hace 5 años","De nada servía que me fuera sin pensar en la siesta de 13:00 a 16:00."
"Daniel Obry","Local Guide · 331 reseñas · 432 fotos","Hace 10 meses","Estación de níquel limpio"
"Ricardo Sandez","Local Guide · 152 reseñas · 687 fotos","Hace 2 años","Bonito lugar para pasar el rato"
"Abdul Wahab","Local Guide · 791 reseñas · 1.313 fotos","Hace un año",""
"Geani","Local Guide · 87 reseñas · 355 fotos","Hace 2 años","Fantástico !"
"Carmen Iacob","Local Guide · 130 fotos","Hace 4 años",""
"Ángel A.ROJAS","3 reseñas","Hace 6 años","genio"
"Matteo Tona","Local Guide · 500 reseñas · 1.580 fotos","Hace 5 años","Buen lugar!!"
"Silv 18","9 reseñas · 2 fotos","Hace 9 años","Complejo tranquilo"
"Gary Matthews","Local Guide · 572 reseñas · 33.615 fotos","Hace 5 años","es un metro"
"NAS","Local Guide · 474 reseñas · 423 fotos","Hace un mes",""
"Francis Badillo","Local Guide · 48 reseñas · 809 fotos","Hace 2 meses",""
"Pedro Neves","Local Guide · 6 reseñas · 11 fotos","Hace 3 meses",""
"Andrea López","Local Guide · 246 reseñas · 143 fotos","Hace un año",""
"Carlos Ródenas","Local Guide · 14 reseñas · 9 fotos","Hace un año",""
"catherine leclercq ruiz","3 reseñas · 2 fotos","Hace un año",""
"Juan Pedro Cotilla","Local Guide · 15 reseñas · 1 foto","Hace un año",""
"Juan Manuel Boza","Local Guide · 17 reseñas","Hace un año",""
"Nikita Zhuzha","Local Guide · 121 reseñas · 563 fotos","Hace un año",""
"Gabriel Arango","Local Guide · 398 reseñas · 291 fotos","Hace un año",""
"Juan Francisco Fraile Del Molino","34 reseñas","Hace un año",""
"Keila Gonzalez","Local Guide · 60 reseñas · 120 fotos","Hace 2 años",""
"Ginés Caballero","Local Guide · 63 reseñas · 249 fotos","Hace 2 años",""
"Fernando Díaz Pacífico","Local Guide · 136 reseñas · 279 fotos","Hace 2 años",""
"Juliansin Toucedo","Local Guide · 24 reseñas · 252 fotos","Hace 2 años",""
"Liliana Eugenia Mejia Arango","Local Guide · 105 reseñas · 92 fotos","Hace 2 años",""
"Fali","Local Guide · 1 reseña","Hace 2 años",""
"Ersen Yoldaç","Local Guide · 67 reseñas · 362 fotos","Hace 2 años",""
"Yovanna Monereo","Local Guide · 203 reseñas · 50 fotos","Hace 2 años",""
"C ToP","Local Guide · 48 reseñas · 31 fotos","Hace 2 años",""
"Alg Lara","Local Guide · 73 reseñas · 6.265 fotos","Hace 2 años",""
"Asere Inoxidable","Local Guide · 21 reseñas · 496 fotos","Hace 2 años",""
"Nikos Gkekas","Local Guide · 1.023 reseñas · 26.273 fotos","Hace 2 años",""
"Nuria G (Nunurix)","Local Guide · 297 reseñas · 959 fotos","Hace 2 años",""
"Pedro Vásquez Sánchez","Local Guide · 3 reseñas","Hace 2 años",""
"VRKO","Local Guide · 287 reseñas · 506 fotos","Hace 3 años",""
"Happybees Bo Han","14 reseñas · 1 foto","Hace 3 años",""
"Juan Mayoral","Local Guide · 687 reseñas · 64.106 fotos","Hace 3 años",""
"Angel Marquez","4 reseñas","Hace 3 años",""
"Rodrigo Díaz","Local Guide · 14 reseñas · 33 fotos","Hace 3 años",""
"Amarelis Garcia","Local Guide · 233 reseñas · 646 fotos","Hace 3 años",""
"Gabriel Manquillo","Local Guide · 220 reseñas · 8.488 fotos","Hace 4 años",""
"Francesca Fabris","Local Guide · 1 reseña · 5 fotos","Hace 4 años",""
"Luis Angel Socarras Miranda","Local Guide · 132 reseñas · 1.389 fotos","Hace 4 años",""
"Sławek Jachimczak","Local Guide · 82 reseñas · 3.212 fotos","Hace 4 años",""
"Graciela Lamouret","6 reseñas · 39 fotos","Hace 4 años",""
"Jose Javier Martin","Local Guide · 27 reseñas · 44 fotos","Hace 4 años",""
"R.Ramesh Iyer","Local Guide · 276 reseñas · 2.091 fotos","Hace 4 años",""
"Elio brito","8 reseñas · 21 fotos","Hace 4 años",""
"Abraham Batista","Local Guide · 32 reseñas · 127 fotos","Hace 5 años",""
"Baltasar Isar Diaz","Local Guide · 62 reseñas · 2.062 fotos","Hace 5 años",""
"Bad Times","","Hace 6 años",""
"CHEMA GARCIA","Local Guide · 210 reseñas · 393 fotos","Hace 6 años",""
"Mercedes matilde Jimenez","23 reseñas · 102 fotos","Hace 6 años",""
"Luis Fernández","Local Guide · 448 reseñas · 2.791 fotos","Hace 6 años",""
"Juan Carrasco","","Hace 6 años",""
"Sebastian Moreno Ortiz","Local Guide · 6 reseñas · 717 fotos","Hace 6 años",""
"Unatxi Kamala","Local Guide · 32 reseñas · 4 fotos","Hace 6 años",""
"Natalia Visconde","Local Guide · 42 reseñas · 135 fotos","Hace 6 años",""
"Marlene Konig","","Hace 6 años",""
"Nataliya Kalchuk","","Hace 6 años",""
"Irving Ramírez García","Local Guide · 21 reseñas · 30 fotos","Hace 6 años",""
"Nacho Cañas","Local Guide · 589 reseñas · 2.161 fotos","Hace 6 años",""
"Pablo Camino Bueno","Local Guide · 47 reseñas · 962 fotos","Hace 6 años",""
"Luis Fernando Urrea Trujillo","Local Guide · 96 reseñas · 356 fotos","Hace 6 años",""
"Brian Snow","Local Guide · 155 reseñas · 1.113 fotos","Hace 6 años",""
"JESUS JOSE LAVILLA PEREZ","1 reseña","Hace 6 años",""
"Lorena Aniorte","4 reseñas","Hace 6 años",""
"cony dealdea","10 reseñas · 19 fotos","Hace 7 años",""
"Majo Garcia","","Hace 7 años",""
"Alejandro Ronda","Local Guide · 124 reseñas · 478 fotos","Hace 7 años",""
"M ER","Local Guide · 155 reseñas · 1 foto","Hace 7 años",""
"Sungmin Park","","Hace 7 años",""
"good weather is","1 reseña","Hace 7 años",""
"jesenia eslava","Local Guide · 22 reseñas · 1 foto","Hace 7 años",""
"Joaquín Alterachs Capote","2 reseñas","Hace 7 años",""
"Tanvir Anjum Ahmed","Local Guide · 31 reseñas · 21 fotos","Hace 7 años",""
"Seydi Demir","Local Guide · 217 reseñas · 1.294 fotos","Hace 7 años",""
"Meritxell Martínez","Local Guide · 51 reseñas · 24 fotos","Hace 8 años",""
"Enrique Romero Fernandez","96 reseñas · 57 fotos","Hace 8 años",""
"Jefferson Velásquez","3 reseñas · 3 fotos","Hace 9 años",""
