"d4r55","RfnDt","rsqaWe","wiI7pd"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Aviación española es una estación del servicio de metro de Madrid línea 10 en el barrio campamento en Madrid España"
"Juan Carlos Aranda","Local Guide · 776 reseñas · 1.350 fotos","Hace un año","Una estación de metro con un aparcamiento disuasorio"
"alexander santos","9 reseñas","Hace un año","Buena comunicación de metro.  Muy rapido"
"Álvaro Castillejo Villa","Local Guide · 52 reseñas · 6 fotos","Hace 2 años","Muy accesible y buena orientación."
"Carmen Perez Benitez","Local Guide · 278 reseñas · 457 fotos","Hace 2 años","Es una avenida de mi barrio"
"JL Warrior","Local Guide · 164 reseñas · 32 fotos","Hace 2 años","Estacion de metro como casi todas"
"Pedro Alejandro Gonzalez Castro","Local Guide · 46 reseñas · 7 fotos","Hace un año","Estación de metro muy operativa"
"Gabriel Gomez","Local Guide · 38 reseñas · 1 foto","Hace 4 años","Accesible"
"Miguel Angel Molina Rivero","523 reseñas · 19 fotos","Hace 6 años","Es otra estación de tren"
"C Eduardo Vasco","Local Guide · 146 reseñas · 43 fotos","Hace un año","😎…"
"Lisardo Alvarez","Local Guide · 287 reseñas · 535 fotos","Hace 11 meses","Estación de metro"
"Eduardo Nuñez","Local Guide · 144 reseñas · 47 fotos","Hace 3 años","Donde trabajo"
"Sandra C","Local Guide · 24 reseñas","Hace 4 años","Amplia y rápido"
"glenda chavez","Local Guide · 159 reseñas · 1 foto","Hace 2 años","🤭🤭…"
"Roger Perez","Local Guide · 251 reseñas · 2.717 fotos","Hace un año","Buen acceso."
"A Alcalde","Local Guide · 13 reseñas · 2 fotos","Hace 3 semanas",""
"Octavio González Domínguez","2 reseñas","Hace un mes",""
"Jose Ignacio Higes Baonza","Local Guide · 82 reseñas · 59 fotos","Hace 2 meses",""
"Jose Perez","Local Guide · 68 reseñas · 366 fotos","Hace un año",""
"Guillem LM","Local Guide · 18 reseñas · 85 fotos","Hace un año",""
"Fabio Morelli","Local Guide · 69 reseñas · 48 fotos","Hace un año",""
"Eva María Sanchez Rodriguez","Local Guide · 16 reseñas · 29 fotos","Hace un año",""
"Diego Ortego","Local Guide · 115 reseñas · 26 fotos","Hace un año",""
"Pedro J. de la Torre Moriano","Local Guide · 20 reseñas · 1 foto","Hace un año",""
"jose francisco sevilla rigo","Local Guide · 680 reseñas · 2.650 fotos","Hace un año",""
"sonia","Local Guide · 22 reseñas · 6 fotos","Hace un año",""
"Carlos Gomez del Alamo","Local Guide · 402 reseñas · 169 fotos","Hace un año",""
"alicia gamer Ángel","Local Guide · 15 reseñas · 3 fotos","Hace 2 años",""
"Тамара Прокопчук","Local Guide · 196 reseñas · 9 fotos","Hace 2 años",""
"Piky Itoha","Local Guide · 46 reseñas · 177 fotos","Hace 2 años",""
"Nestor Felipe Castañeda Montezuma","Local Guide · 204 reseñas · 324 fotos","Hace 2 años",""
"Sakura kary","Local Guide · 18 reseñas · 26 fotos","Hace 2 años",""
"jhon mena","Local Guide · 76 reseñas · 11 fotos","Hace 2 años",""
"isabel troncoso","14 reseñas","Hace 3 años",""
"Mai SM","Local Guide · 158 reseñas · 209 fotos","Hace 3 años",""
"Стон из палаты.","Local Guide · 7 reseñas","Hace 4 años",""
"Sergio Savarin","Local Guide · 11 reseñas · 46 fotos","Hace 5 años",""
"Alejandro Solís","Local Guide · 24 reseñas · 18 fotos","Hace 6 años",""
"Marta Pascual Lapena","Local Guide · 66 reseñas · 8 fotos","Hace 7 años",""
"paco Lambea","Local Guide · 369 fotos","Hace 7 años",""
"Yuriy Shulyaka","1 foto","Hace 7 años",""
"David “The_Fox”","2 reseñas","Hace 7 años",""
"Sergio Castañeda","Local Guide · 187 reseñas · 716 fotos","Hace 7 años",""
"Rozairo","","Hace 7 años",""
"mariola garcia","2 reseñas","Hace 7 años",""
"Lucia Bonilla","6 reseñas","Hace 7 años",""
