"d4r55","RfnDt","rsqaWe","wiI7pd"
"Ángel García","Local Guide · 282 reseñas · 307 fotos","Hace 7 años","Una estación con instalaciones bien cuidadas."
"Javier Julián","Local Guide · 151 reseñas · 87 fotos","Hace 8 años","Si algún día renfe repara las escaleras mecánicas será un milagro....llevan como año y medio averiadas!!"
"JOOLDI","Local Guide · 159 reseñas · 114 fotos","Hace 5 años","Si pasas por este lugar no te detengas en los bares de la zona, pasa de largo. Conexión Renfe y Metro, autobuses de linea, interurbanos, circulares, taxi, aparcamiento..."
"Javier VII Lopez","Local Guide · 66 reseñas · 76 fotos","Hace 3 años","Para mi unas de las mejores ESTACIONES DE CERCANIAS Y METRO DE TODO MADRID"
"Jesús García","Local Guide · 27 reseñas","Hace 7 años","Muy bien comunicada con Renfe. Acceso a parking, parada de taxi y autobús."
"Enjoying life","Local Guide · 199 reseñas · 135 fotos","Hace 6 años","Una estación bien ubicada y aparcamientos gratuitos por detrás de la estación y bien comunicado"
"Chemari sanchez","Local Guide · 220 reseñas · 194 fotos","Hace 4 meses","Sucio y viejo"
"Jcarlos Ricote","Local Guide · 85 reseñas · 176 fotos","Hace 7 años","Estación muy bien comunicada renfe,metro sur, aparcamientos, taxis, autobuses"
"Miguel Gil Alkorcon","Local Guide · 53 reseñas · 1.416 fotos","Hace 7 años","Fatal la limpieza de los margenes de la estación de RENFE, En lugar de haber plantas hay basura, ratas , contaminación"
"Luis Gago","Local Guide · 69 reseñas · 4 fotos","Hace 8 años","Precioso cine con estilo clásico. De los mejores de España"
"gondumi","Local Guide · 144 reseñas · 1.578 fotos","Hace 5 años","Buen acceso y punto de unión con Madrid linea 10"
"Jorge Alcalá Sánchez","Local Guide · 12 reseñas · 9 fotos","Hace 2 años","Fácil de llegar, lugares accesibles, seguridad."
"simidreni slageana","1 reseña · 2 fotos","Hace 6 años","Me siento muy bien y relajada"
"Juan jose Lozano Barthe","2 reseñas","Hace 8 años","Muy buena atencion"
"José Miguel","Local Guide · 264 reseñas · 367 fotos","Hace 7 años","muy bien cominicada"
"Juan Francisco Torres Monzon","Local Guide · 188 reseñas · 2.817 fotos","Hace 6 años","Moderna, cuidada"
"Santiago Avila Vega","5 reseñas · 1 foto","Hace 7 años","Es muy bueno"
"MARÍTA Boom","1 reseña","Hace 7 años","👢👠👡💔💚…"
"Alicia","Local Guide · 148 reseñas · 726 fotos","Hace 7 años","Buenas instalaciones."
"Angel Saldivar","15 reseñas","Hace 9 meses","Es un buen lugar para tomar trenes y autobuses."
"Abayomi","Local Guide · 182 reseñas · 71 fotos","Hace un año","Gran estación de tren"
"Alberto López Gómez","Local Guide · 7 reseñas","Hace 2 semanas",""
"Beatriz","Local Guide · 33 reseñas · 2 fotos","Hace 2 meses",""
"maria rodriguez simon","Local Guide · 15 reseñas · 972 fotos","Hace 7 meses",""
"James Ochoa","Local Guide · 32 reseñas · 93 fotos","Hace 9 meses",""
"Helena Moreno Rodríguez","Local Guide · 27 reseñas · 28 fotos","Hace un año",""
"Gerardo Enrique Dominguez","Local Guide · 483 reseñas · 6.531 fotos","Hace un año",""
"José Salvador","Local Guide · 37 reseñas · 588 fotos","Hace 2 años",""
"JUAN FRANCISCO Herrero","Local Guide · 132 reseñas · 12 fotos","Hace 2 años",""
"Magda Pérez","Local Guide · 55 reseñas · 185 fotos","Hace 2 años",""
"jose maria perez","Local Guide · 685 reseñas · 12.092 fotos","Hace 2 años",""
"Jorge Gallo Díaz","4 reseñas","Hace 5 años",""
"Arturo","Local Guide · 253 reseñas · 380 fotos","Hace 6 años",""
"Justiniano Lázaro","Local Guide · 13 reseñas","Hace 6 años",""
"By Resel","","Hace 6 años",""
"ILHAM BEN AOUICH","","Hace 6 años",""
"Vidimansof","Local Guide · 48 reseñas · 16 fotos","Hace 6 años",""
"Florina Bacos","1 reseña · 6 fotos","Hace 6 años",""
"Juan RV","Local Guide · 62 reseñas · 16 fotos","Hace 6 años",""
"Yajaira Robles","8 reseñas · 11 fotos","Hace 6 años",""
"Julian Lopez","Local Guide · 117 reseñas · 102 fotos","Hace 7 años",""
"Imi Watson","Local Guide · 10 reseñas · 6 fotos","Hace 7 años",""
"Moabita Garcia","6 reseñas · 4 fotos","Hace 7 años",""
"Gregorid Mora Ramirez","","Hace 7 años",""
"Alvaro Rodriguez","5 reseñas","Hace 7 años",""
"Gloria del Pilar","3 reseñas","Hace 7 años",""
"Robert Hernández","Local Guide · 89 reseñas · 197 fotos","Hace 7 años",""
"Ismael R.","Local Guide · 238 reseñas · 17 fotos","Hace 7 años",""
"Francisco Carnerero Morato","Local Guide · 50 reseñas · 14 fotos","Hace 7 años",""
"Javier Garcia Rodriguez","","Hace 7 años",""
"Antonio Cuellar Las Heras (boqueron 887)","Local Guide · 110 reseñas · 2 fotos","Hace 7 años",""
"Noelia Benito","Local Guide · 13 reseñas · 1 foto","Hace 7 años",""
"Alfredo Nieto Nieto","Local Guide · 102 reseñas · 24 fotos","Hace 7 años",""
"Delia Portero","19 reseñas · 60 fotos","Hace 7 años",""
"Martin Domingo","Local Guide · 57 reseñas · 74 fotos","Hace 7 años",""
"Mari Carmen Sánchez","1 reseña","Hace 7 años",""
"iuliana avram","1 reseña","Hace 7 años",""
"Angelica Merkel","","Hace 7 años",""
"Sergio Núñez López","Local Guide · 889 reseñas · 11.671 fotos","Hace 11 años",""
