"d4r55","RfnDt","rsqaWe","wiI7pd"
"JUAN PASCUAL","14 reseñas","Hace 2 años","Las obras nuevas en los taludes de Metro en Arganda son muy bonitas. Han merecido la pena las obras por la seguridad, limpieza y belleza paisajistica. Enhorabuena a los de las obras de parte de los argandeños."
"Marta Gonzalez","8 reseñas · 2 fotos","Hace 2 años","El tramo Arganda del Rey-La Poveda ha pasado de ser el más peligroso y horrible del Metro a ser seguro y el más bonito de la red de Metro de Madrid. Chapó al proyectista, más gente así es lo que necesitan las infraestructuras."
"LLJ","Local Guide · 64 reseñas · 101 fotos","Hace un año","Una ciudad bien comunicada con Madrid y muy limpia. El problema es el parking en el centro, se necesita más."
"Rafael Viñuela","Local Guide · 438 reseñas · 69 fotos","Hace 6 meses","Perfecto 👌 me encanta este gran pueblo…"
"OiGrEs SeucsavaN","Local Guide · 41 reseñas · 2 fotos","Hace 4 años","La peor línea de Madrid, con diferencia (El tramo Arganda-Puerta de Arganda es una AUTÉNTICA VERGÜENZA  saliendo un tren por cada 3 que vienen de Madrid)Pagamos mas y tenemos el  peor servicio de la red de metro con trenes cada 15 minutos, y que no digan que es por falta de usuarios porque vamos como sardinas en lata y hay días en que los usuarios se tienen que esperar al siguiente tren porque literalmente es imposible que entren."
"J. Noir","Local Guide · 91 reseñas · 78 fotos","Hace 6 años","Estación con ascensor perteneciente a la Línea 9 (morada) del Metro de Madrid, y correspondiente a la zona B3. Situada en el municipio de Arganda del Rey, se inauguró en 1999."
"Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 6 años","Metro Arganda del Rey L 9, se encuentra en la calle de la Estación a la altura del n° 35"
"Unatxi Kamala","Local Guide · 32 reseñas · 4 fotos","Hace 4 años","Servicio patético. Frecuencias pésimas incluso en hora punta (15 minutos) Conexión periférica (obligatorio cambio de tren en puerta de arganda) Trenes cortos y saturados de gente..."
"Merche Ruff Hinojosa","7 reseñas · 1 foto","Hace 2 años","Una vergüenza el metro de Arganda del Rey te dicen que sale a las 6 y sale a la hora que le da la gana al conductor nunca llegamos a nuestro horario el trabajo por favor que se pueda arreglar esto y no se tapen los unos a los otros gracias"
"Francisco León","Local Guide · 291 reseñas · 1 foto","Hace 4 meses","Muy cercana y accesible."
"Rocío Hernández Sánchez","Local Guide · 490 reseñas · 1.600 fotos","Hace un mes","Como todas las estaciones de metro"
"Mihaela Ignat","1 reseña","Hace 6 años","El metro tardo 16 min, hoy jueves 19 octubre a las 6 :55 ' (más que los autobuses) y pagamos 20 euros más en el abono .ES UNA VERGUENZA !!!"
"Anastacia Citrus","3 reseñas","Hace un año","Gracias por esta estación, puedo ir a trabajar todos los días son necesidad de vehículo"
"Werty","17 reseñas","Hace 6 años","La línea de metro de arganda es tercermundista, tardas esta vida y parte de la siguiente en llegar al centro de Madrid, luego dicen en los anuncios que el metro ""vuela"", una vergüenza."
"Emyvr Vekony","22 reseñas · 6 fotos","Hace 3 años","Con las obras es un lío llega el autobús lleno de gente y el metro en vez de esperar te cierra la puerta en las narices y de vuelta a esperar otros 10 minutos no hay coordinación entre autobús y metro."
"natalia martinez moya","Local Guide · 38 reseñas · 125 fotos","Hace 2 años","Las personas de información maravillosas ."
"Helder Schultz","Local Guide · 202 reseñas · 213 fotos","Hace un año","Un suburbio lindo para vivir en Madrid"
"Naomi Escabias Potgieter","Local Guide · 41 reseñas · 61 fotos","Hace 5 años","Servicio de atención malísimo, y la señora muy maleducada cuando no se tenia agilidad con la máquina. Una buena forma de empezar el día..."
"Ricardo Bedia Crespo","1.150 reseñas","Hace un año","Estación de metro céntrica, poca disponibilidad de aparcamiento."
"Sergio “Assur94”","Local Guide · 501 reseñas · 3.117 fotos","Hace un año","Metro privado, va muy lento y está con bastante frecuencia averiado."
"Pepi J.","Local Guide · 188 reseñas · 74 fotos","Hace 2 años","Tendrían que igualar el importe del viaje, como el resto de la red metro, no entiendo porqué todavía es deferente, mayor importe que el resto."
"Esperanza López","Local Guide · 31 reseñas · 53 fotos","Hace 3 años","La conexión es buena. Pero fuera de la estación hay mucha oscuridad. No es seguro."
"alfred rodriguez","5 reseñas · 6 fotos","Hace 2 años","Es mejor ir andando que pillar este tren"
"Pilar Asenjo","8 reseñas","Hace 3 años","Somos los últimos monos del metro , malos horarios y caro"
"El rey del trap","Local Guide · 14 reseñas","Hace 5 años","Inaceptable lo de este metro vamos parado 5 minutos encima que salen cada 15 minutos y la gente desesperada que no llega nunca al trabajo"
"Samuel El Nica07","Local Guide · 12 reseñas · 48 fotos","Hace 3 años","Una ciudad muy bonita, personas de buen corazón, las personas son muy amistosas"
"Angelica Alba","28 reseñas · 2 fotos","Hace 7 años","No creo que una espera a las 6.30h de la mañana de 15 minutos sea funcionamiento con normalidad"
"Ismael Leiva","3 reseñas","Hace 3 años","Lo único malo son los trenes cortos y retrasos constantes en los tramos"
"Ismael Pertiñez Jimenez","Local Guide · 25 reseñas · 14 fotos","Hace un año","No paro de entrenar guinasio"
"laura parraga","37 reseñas · 11 fotos","Hace 7 años","Es un lugar muy tranquilo y con tiendas de tpdo tipo"
"Cesar López","Local Guide · 27 reseñas · 204 fotos","Hace 5 años","9 minutos tardo el tren en llegar, me parece demasiado"
"Francisca Gomez Martin","9 reseñas","Hace 6 años","Tarda mucho y hay solo dos vagones tercermundista"
"Jose","Local Guide · 265 reseñas · 278 fotos","Hace 7 años","Comienzo de la vía verde del Tajuña,buena conexión con metro"
"MiMi Bilbao","Local Guide · 12 reseñas · 2 fotos","Hace 3 años","Arganda muy buen pueblo"
"Manuel Villarejo Serrano","Local Guide · 74 reseñas · 44 fotos","Hace 3 años","Muy bien"
"Puri Tumbeiro","Local Guide · 58 reseñas · 10 fotos","Hace 2 años","Un buen lugar para vivir"
"Daniela t","426 reseñas · 1.965 fotos","Hace 7 años","La peor línea de metro de Madrid"
"Jonas leonard","Local Guide · 61 reseñas","Hace 6 años","Tengo tanta rabia ahora mismo que no quiero escribir lo que pienso"
"Guiri SinMas","Local Guide · 263 reseñas · 565 fotos","Hace 6 años","La peor línea de metro con diferencia !"
"Jose Luis Sarria Garrido","Local Guide · 229 reseñas · 86 fotos","Hace un año","No está mal"
"SENSIII_SKUNK (Sensi-0)","Local Guide · 41 reseñas · 3 fotos","Hace 6 años","una verguenza de servicio, y un asco."
"jeancarlos castañeda ospitia","Local Guide · 37 reseñas · 1 foto","Hace 4 meses","excelentemente"
"Rodica Galbeaza","Local Guide · 79 reseñas · 33 fotos","Hace 2 años","fue un hermoso viaje"
"Rafael Nolasco (Niño)","Local Guide · 131 reseñas · 32 fotos","Hace 2 años","municipio de madrid"
"Amouna Dennis","2 reseñas","Hace 6 meses",""
"Mónica Herman","Local Guide · 31 reseñas · 38 fotos","Hace 6 meses",""
"Javier Hermoso","4 reseñas · 5 fotos","Hace 6 meses",""
"murales infantiles","Local Guide · 9 reseñas · 35 fotos","Hace 7 meses",""
"Daniela Campo","Local Guide · 6 reseñas · 72 fotos","Hace 7 meses",""
"Grow Shop Planta Tu","3 reseñas · 8 fotos","Hace 7 meses",""
"Fernanda Vargas","Local Guide · 18 reseñas · 1 foto","Hace 8 meses",""
"Jose Oro","Local Guide · 80 reseñas · 193 fotos","Hace 9 meses",""
"J Linmarc","Local Guide · 28 reseñas · 135 fotos","Hace 9 meses",""
"VICTOR DE SANTIS","Local Guide · 105 reseñas · 49 fotos","Hace 9 meses",""
"Alex S.","Local Guide · 21 reseñas · 15 fotos","Hace 9 meses",""
"Sebastian Czinna","Local Guide · 44 reseñas · 4 fotos","Hace 9 meses",""
"Juan Carlos Gutiérrez rayo","1 reseña","Hace 11 meses",""
"Great Jaguar GT","Local Guide · 21 reseñas · 23 fotos","Hace un año",""
"Ciuclaru Ionel","Local Guide · 7 reseñas · 404 fotos","Hace un año",""
"JONATHAN CUBILLOS SERRATO","4 reseñas · 4 fotos","Hace un año",""
"Francisco Del Valle Loscos","6 reseñas · 12 fotos","Hace un año",""
"Chakir Doukali","Local Guide · 9 reseñas · 45 fotos","Hace un año",""
"Silviia Morena","Local Guide · 118 reseñas · 354 fotos","Hace un año",""
"Rosalba Borges","Local Guide · 3 reseñas · 5 fotos","Hace un año",""
"Cuenta deprueba","Local Guide · 11 reseñas · 3 fotos","Hace un año",""
"Angel Lamela","Local Guide · 1 reseña","Hace un año",""
"Prasanna Jayathilake","Local Guide · 108 reseñas · 3.067 fotos","Hace 2 años",""
"María del Carmen Ruiz Fernández","Local Guide · 300 reseñas · 19 fotos","Hace 2 años",""
"Yahos Aguilar","Local Guide · 4 reseñas · 24 fotos","Hace 2 años",""
"Pinkpankpunk8","Local Guide · 261 reseñas · 423 fotos","Hace 2 años",""
"Luis de las Heras López","Local Guide · 106 reseñas · 342 fotos","Hace 2 años",""
"Aitor Galisteo","Local Guide · 87 reseñas · 14 fotos","Hace 3 años",""
"Martina","","Hace 3 años",""
"Fernando Barrio Villanueva","Local Guide · 16 reseñas","Hace 4 años",""
"Eva Maria Manzano Gonzalez","Local Guide · 5 reseñas · 102 fotos","Hace 4 años",""
"Adriana Dorina Ivascu","Local Guide · 23 reseñas · 109 fotos","Hace 4 años",""
"Antonio Cuellar Las Heras (boqueron 887)","Local Guide · 110 reseñas · 2 fotos","Hace 4 años",""
"FL (Fran)","1 reseña","Hace 4 años",""
"Andres Felipe Escobar Mejia","Local Guide · 8 reseñas","Hace 4 años",""
"Andrea De Gregorio","Local Guide · 7 reseñas · 37 fotos","Hace 4 años",""
"Enrique de carlos","1 foto","Hace 5 años",""
"Jose lusi Sanchez","7 reseñas · 4 fotos","Hace 5 años",""
"Jose Luis","Local Guide · 60 reseñas · 13 fotos","Hace 5 años",""
"Clara Gomez","10 reseñas","Hace 6 años",""
"carlos fuerte pecharroman","Local Guide · 22 reseñas · 3 fotos","Hace 6 años",""
"Francisca Gomez Martin","Local Guide · 130 reseñas · 1 foto","Hace 6 años",""
"Daniel Molinero","Local Guide · 16 reseñas","Hace 6 años",""
"Nadia Gog","Local Guide · 71 reseñas · 108 fotos","Hace 6 años",""
"Alonso Gutiérrez","Local Guide · 94 reseñas","Hace 6 años",""
"Folfa Octavia","","Hace 6 años",""
"Fernando de cerchio","Local Guide · 20 reseñas · 2 fotos","Hace 6 años",""
"Dens Mhk","","Hace 7 años",""
"Dorina Cantacuz","","Hace 7 años",""
"Marian Moldovan","Local Guide · 34 reseñas · 61 fotos","Hace 7 años",""
"elouassim YuTu","5 reseñas","Hace 7 años",""
"Manuel L. C.","Local Guide · 30 reseñas · 11 fotos","Hace 7 años",""
"jorge sarrion arriba","Local Guide · 150 reseñas · 674 fotos","Hace 7 años",""
"magodavidasecas","4 reseñas","Hace 7 años",""
"Alicia Perez Pisabarro","Local Guide · 6 reseñas","Hace 8 años",""
"Juan Carlos Sánchez","Local Guide · 62 reseñas","Hace 8 años",""
