"d4r55","RfnDt","rsqaWe","wiI7pd"
"Aranzazu Galvez Casas","Local Guide · 1.384 reseñas · 16.558 fotos","Hace 6 años","Buena accesibilidad, limpieza en las instalaciones, señalización óptima.. Personal resolutivo, en el control de aduanas agilidad y buen servicio. Este aeropuerto esta a la altura de los mejores de Europa.."
"Nerea Romero","6 reseñas","Hace 5 meses","Es bastante grande y con todos los servicios cubiertos. Las únicas cosas malas son: 1. Los baños: La gente suele ser poco limpia y es muy incómodo tener que hacer ejercicio antes de un viaje porque quieras mear y tienes que estar sujetando la puerta por un lado porque no tiene pestillo o está roto y haciendo sentadillas por otro lado porque no quieres tocar la taza ya que está sucia. 2. Los puestos de cambio de moneda: Si queréis cambiar la moneda es preferible que lo hagáis en un banco o en cualquier otro sitio y no aquí, dicen que no te cobran comisiones pero es mentira o por lo menos a mi me dieron de menos al cambio de moneda (les di 131,94€ para cambiar a coronas noruegas; ellas me dieron 1.000 coronas cuando me deberían de haber dado 1.532,83 coronas, es decir, se quedaron con 45,86€ a la hora de hacer el cambio). Y ellas me pidieron que les diese el 1,94€ para supuestamente darme las 1000 coronas justas. Quitando eso es un lugar en el que tienes de TODO y las personas del punto de información y las que me ayudaron para hacer el chek-in y facturar las maletas eran super amables y tuvieron algo de paciencia conmigo ya que era mi primer vuelo y tenía bastantes dudas."
"Helen Houdini","Local Guide · 334 reseñas · 1.251 fotos","Hace 11 meses","Precioso, todas las terminales están conectadas, no es necesario salir. Super limpio."
"Dany De Falco","Local Guide · 150 reseñas · 114 fotos","Hace 2 meses","No esta al nivel de Madrid. Parece del 3er mundo. Anticuado. A ver cuando se hace una actualizacion completa Que este a la altura de la capital ..."
"Anahi Arancibia","Local Guide · 2 reseñas · 18 fotos","Hace 3 años","Llegue a la Terminal 1, solo debía estar en tránsito por 8 horas. Quise retirar dinero del Cajero uno no servía y el otro Con una comisión muy alta. Quise salir a dar una vuelta por Madrid y no había donde dejar mis maletas, el lugar donde se dejan y se paga, no funciona por el covid. Tuve que esperar que habiliten Par hacer mi Check-in y recién poder dejar para salir. Pero perdí mucho tiempo. Nota, llevar dinero en efectivo Ver como hacer si lleva maletas y esta en tránsito por mucho tiempo. Lo que me encanto el WiFi funciona mejor que otros aeropuertos."
"jose ignacio del amo","Local Guide · 933 reseñas · 649 fotos","Hace 11 meses","Hay que ir con mucho tiempo !! Es muy grande"
"Antonieta Bazo","Local Guide · 204 reseñas · 337 fotos","Hace 6 meses","El parking express es súper caro pero da un buen servicio"
"Jhon","Local Guide · 209 reseñas · 46 fotos","Hace un mes","Me encanta"
"Danny Sonido","Local Guide · 54 reseñas · 125 fotos","Hace 3 años","Me parece mal gestionado el tema de embarcación por Tan sólo 2 puertas (B30 y B31 en mi caso) Una acumulación de gente impresionante y sin posibilidad de mantener la distancia de seguridad y sin ventilación. La falta de limpieza y necesidad de reformas se deja a la vista."
"Inna Semenova","Local Guide · 224 reseñas · 391 fotos","Hace 3 meses","Personal muy amable, aseos limpios y muy rico capuchino de avellana de máquina"
"David Barrientos","Local Guide · 106 reseñas · 117 fotos","Hace un año","Muy funcional, información adecuada, difícil confundirse"
"Carmen Pestana","Local Guide · 14 reseñas · 21 fotos","Hace 10 meses","El aeropuerto siempre ha sido excelente y la atención dentro espectacular pero que coloquen personal más humano a trabajar en la estación del metro de la T1 T2 T3 , deprimente haberle explicado mi situación al trabajador de la estación cuando llegue con mi hijo rápido a sacarle su tarjeta porque ya cumplió sus 7 años y me hizo pagar el suplemento por entrar al aeropuerto cuando ellos no pagan y cuando su siguiente pago es de 8€ mensuales y tuve q pagar 3€ solo por la necesidad de entrar a la oficina de transporte y se lo expliqué ( porque solo había urgente cita ahí q siempre está solo) pero creo que comprensión como persona no tiene. Creo q en este mundo estamos para ayudarnos no para tirarnos tierra.."
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.612 reseñas · 8.906 fotos","Hace 2 meses","Parada de metro muy sencilla y fácil, es totalmente accesible"
"Cesar Lorenzo","Local Guide · 455 reseñas · 190 fotos","Hace un año","Verdaderamente el lavado de cara que se ha hecho es increíble, mucho más cómodo que la terminal 4"
"Dani Alonso","Local Guide · 434 reseñas · 130 fotos","Hace 9 meses","Normalmente los accesos son rápidos...depende del dia y la hora, pero aún así...pasar  control de equipajes son 5 min. Una vez pasado el control, depende de la terminal, puedes tener un paseo largo hasta la puerta de embarque!"
"Beka25","Local Guide · 108 reseñas · 250 fotos","Hace un año","Perfectamente señalizado, limpio y moderno. Con tiendas de regalos, y establecimientos de comida rápida de calidad."
"Blas Romero Blanco","Local Guide · 289 reseñas · 443 fotos","Hace un año","La T1 y T2 están bien, adecuados al flujo de pasajeros con buena iluminacion, limpieza, restauración y señalizacion. Heche en falta sitio para cargar los móviles. Por lo demás bien."
"Rosa Franco Mendoza","Local Guide · 904 reseñas · 18.601 fotos","Hace 5 años","Aeropuerto de Madrid. Adolfo Suarez... es a espectacular arquitectónicamente. Cómodo y fácil de ubicarte #LetsGuide #rosafrancomendoza"
"Emanuel Cabrera","Local Guide · 993 reseñas · 1.219 fotos","Hace un año","De las 4 terminales que tiene Barajas, la T1 no es de las mejores. Por ser un aeropuerto principal lo veo bastante descuidado"
"Javier Sánchez","Local Guide · 278 reseñas · 504 fotos","Hace 6 años","La T1 está en obras incluido su estacionamiento (P1)  cuyo aspecto mejora mucho su aspecto. Esperemos al final de las obras; ¿Para cuándo?"
"Maria Sineiro Abal","Local Guide · 245 reseñas · 442 fotos","Hace 2 años","Bien indicado, limpio, cómodo y rápido para la cantidad de gente que hay en ese lugar"
"Dragomir Angeloff","Local Guide · 1.185 reseñas · 6.106 fotos","Hace 2 años","Enorme pero bien organizado y señalizado y con el personal muy amable y resolutivo."
"Manuel Díaz","Local Guide · 913 reseñas · 3.024 fotos","Hace un año","Un aeropuerto, con varias terminales, pero bien conectadas entre si. Comparado con otros de otros destinos, bastante bien señalizado. Los pasillos tienen escaleras mecánicas planas cuando hay que recorrer mucha distancia por ejemplo cuando llegas y vas a coger el metro. Hay muchas tiendas, alquiler de coches, incluso farmacia."
"jaime rosado","Local Guide · 465 reseñas · 2.219 fotos","Hace 11 meses","El aeropuerto le han puesto un montón de locales nuevos muy chica pero cada vez está más sucio. Tendrían que revisar las columnas del final (E80) que están fatal de sucias."
"J A P V","Local Guide · 72 reseñas · 245 fotos","Hace un año","Un aeropuerto de buen nivel, con un flujo  de vuelos, alto."
"Max","Local Guide · 247 reseñas · 70 fotos","Hace 6 años","Valoro la ubicación de Google para llegar a T1-T2-T3. Las indicaciones del navegador son perfectas, confíen en Google Maps. Respecto al aeropuerto todos sabemos que es una vergüenza. Para recoger y soltar a pasajeros utilicen siempre SALIDAS en T1-T2-T3-T4."
"Jose Ramon Couceiro Menz","Local Guide · 237 reseñas · 38 fotos","Hace un año","Está todo correctamente, bastante limpio.  Mejoría la información de las puertas y las salidas que en algunas zonas es algo confusa. La restauración bastante caro... los precios son un completo atraco, no se como se permite unos precios tan altos... una ensalada, un botellín de agua y un café casi 12€... un robo."
"MARIA F","Local Guide · 495 reseñas · 899 fotos","Hace 2 años","Bien indicado,limpio ,hay tiendas y restauración"
"Daniel de Haro Barbero","Local Guide · 1.150 reseñas · 7.021 fotos","Hace un año","Todo limpio, correcto y de fácil señalización"
"JotaPe","Local Guide · 1.926 reseñas · 4.556 fotos","Hace 5 años","Este aeropuerto se debería modernizar algo, ya que se está quedando algo obsoleto comparado con su hermano mayor, la T4. Lo que no concibo es que por la noche esté todo cerrado, lo que confiere un aspecto fantasmagórico en la T2 y T3"
"C M D","Local Guide · 46 reseñas · 471 fotos","Hace 3 años","en 2021 todavía hay agentes de seguridad en la T2 Madrid que confiscan droga(médicamente)  (ungüentos) y otros por razones de seguridad? !!  y vaciar la basura por la noche"
"Matilde Martinez","Local Guide · 292 reseñas · 6 fotos","Hace 11 meses","Experiencia funesta si vienes de la T 1 y tienes vuelo en la T 4 tienes que salir fuera.Nadie te informa y debes pasar seguridad de nuevo. Le pongo una estrella porque no hay 0"
"L P","Local Guide · 130 reseñas · 84 fotos","Hace un año","Es un aeropuerto demasiado grande , que puedes tardar más de 30 minutos caminado hasta tu puerta de embarque ( hay señalización de los minutos que te hacen falta jajaja), es lo que más me llamo la atención porque terminas agotado antes de viajar… Pero bueno lo demás muy bien!!!"
"Virginia Gómez","Local Guide · 82 reseñas · 20 fotos","Hace un año","Es un aeropuerto muy grande me encantaron las escaleras eléctricas para ahorrarte las caminatas, señales no te pierdes me parece organizado y el personal me guío mucho, las azafatas se acercaron y me guiaron , muy lindos los españoles, y majos ,se retrasó mi vuelo y se acercaron a  conversar 2 apuestos militares de  Chile estábamos tan divertidos que el tiempo voló!"
"Paloma Merodio","Local Guide · 243 reseñas · 397 fotos","Hace un año","Pelín viejo todo..muchas goteras por las tiendas..pasillos. Muy pocos baños abiertos en las zonas de embarque y los que hay con colas que pierdes el avión si las esperas"
"Antonio Alfonso Inarejo Fernandez","Local Guide · 331 reseñas · 28 fotos","Hace 9 meses","Pues se ha quedado bastante obsoleto y caduco  por lo que se deberia de renovar lo mas pronto posible aunque siga siendo funcional porque no quede otra."
"Chema Fabela","Local Guide · 127 reseñas · 497 fotos","Hace 2 años","El aeropuerto internacional de Madrid, muy grande y con todas las conexiones necesarias para viajar a cualquier parte del mundo, totalmente recomendable para viajar desde Madrid."
"Adrian","Local Guide · 107 reseñas · 45 fotos","Hace un año","Buen sitio para hacer espera en tus escalas con múltiples tiendas para comprar lo que gustes y hacer de tu estadía en el sitio más agradable, tomando en cuenta el flujo de personas que tiene todo están bike distribuido para que sea cómoda y bueno el momento."
"Magdalena Pineda","Local Guide · 276 reseñas · 98 fotos","Hace 10 meses","Todo está muy bien señalizado, eso es muy importante en aeropuertos tan grandes como es éste, y las personas que están para ayudarte son muy amables"
"Rafael Poma Salvador","Local Guide · 73 reseñas","Hace 6 meses","Muy bien organizado y la seguridad siempre atenta."
"Alejandro Colmenarez","Local Guide · 75 reseñas · 144 fotos","Hace 4 meses","Los baños están muy distantes"
"Javier Salcido","Local Guide · 115 reseñas · 434 fotos","Hace un año","Muy buena actitud y atención del personal"
"Marta (Marta)","Local Guide · 43 reseñas · 40 fotos","Hace 5 meses","Muchas colas, no hay WC público."
"Marta Cristina Diaz","7 reseñas","Hace un año","El control de seguridad de entrada a la terminal T2 se convierte en una auténtica gymkana si viajas sola con un bebé. Hay que sacar al bebé (esté dormido o despierto) de la mochila de porteo o del carro, plegar el carro, subirlo a la cinta…"
"MIGUEL ANGEL ANDREU MARTIN","Local Guide · 566 reseñas · 60 fotos","Hace un año","Hoy fatal. Las barreras,del parking P2 no funcionaban. Habia una abierta, entre y aparqué por que tenía prisa para despedir a mi hija y a mi nieto. Cuando accedí a la terminal todas las cajas estaban apagadas, dije, no funciona. Cuando volví, unos 30 min, las cajas ya lucían. Había 2 personas en taquilla en mi mismo caso, entraron sin tarjeta y no podían salir, ya que las barreras ya funcionaban. El empleado dijo que había sido un corte de luz y nos cobró 1,30 € para darnos una tarjeta y poder salir. Yo salí por una en donde no había barrera, de locos. Falta de sensibilidad, atención y diligencia. Un caos de aparcamiento, carísimo en comparación con otros aeropuertos españoles, en donde además se echa en falta vigilancia interior, está muy solitario y tb es fácil perderse. Por qué no hay más remedio de aparcar allí, que si no ..."
"Rolando Cuevas","Local Guide · 549 reseñas · 169 fotos","Hace un año","Lo utilizo en la T2 y su parking y en verdad bien, aceptable. Me gustaría encontrar el punto de carga. Precio adecuado por día."
"jennifer gonzalez","Local Guide · 100 reseñas · 16 fotos","Hace un año","La consigna que está en l t2 es una estafa . Dos giras por nueve euros, y ya la siguiente cuota es 15 horas por 24 horas , por persona. Tuvimos que ir a Madrid por tres horas y la verdad que podrían hacer la parte proporcional. A parte que…"
"Agustín Descalzi","Local Guide · 760 reseñas · 3.099 fotos","Hace un año","Muy ordenado, limpio y sencillo de ubicarse."
"Montserrat m.c.","95 reseñas · 80 fotos","Hace un año","Faltan sillas para las salas de espera y en los baños siempre hay colas enormes. Por lo demás bien, tiene muchas tiendas y restaurantes."
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace 9 meses","Es totalmente accesible para personas con movilidad reducida aunque luego no posean una máquina adaptada. Está la zona de máquinas expendedora de billetes para personas que no poseen tarjeta de transporte y la zona de máquinas expendedoras para personas que ya poseen la tarjeta de transporte. Los tornos son de los más modernos de Madrid. Sería interesante que los trabajadores de la estación tuviesen nivel B de inglés."
"Lluis S","1 reseña","Hace un año","Pero si casi no hay ni baños en la T1, los pocos que hay están llenos de gente y extremadamente sucios. Pero como ponéis 5 estrellas a esta basura de aeropuerto por favor."
"Adrian Mejia","Local Guide · 184 reseñas · 115 fotos","Hace 5 meses","Todo está muy bien adaptado para todas las personas"
"Kamil R.","22 reseñas · 4 fotos","Hace un año","Si vas a viajar por Madrid nada mejor que hacerlo a bordo de los trenes de Renfe Cercanías. Cómodos, puntuales y accesibles. Además, es frecuente ver a directivos ó ingenieros  de Renfe/ADIF a bordo de los trenes. El Cercanias, 100% recomendable para moverse por Madrid."
"Michael Ramos","Local Guide · 98 reseñas · 201 fotos","Hace 3 años","A pesar del COVID pude pasar a despedir a mi abuelo que regresa a Venezuela 🇻🇪 el aeropuerto es espectacular 😍…"
"Aries Vocal","Local Guide · 452 reseñas · 224 fotos","Hace 2 años","Estas terminales de vuelos, como parte del Aeropuerto Internacional Adolfo Suarez, Barajas, están muy bien equipadas, existen buenos controles, también muchas medidas contribuyen a agilizar la atención al público y los trámites de quienes viajan, son instalaciones magníficas, remodeladas y ampliadas a conveniencia, tanto para facilitar el tránsito de los viajeros, como para viabilidad los arribos y salidas de vuelos. Bien equipadas, con tecnología muy moderna, amplias, limpias, ventiladas y con buena iluminación. Tiene un aceptable estándar de calidad en el servicio y la información a público y clientes es muy buena. El acceso a sus áreas de terminales es bien pensado, bien en coche particular, uber, bien en taxis, metro, renfe, autobus, etc. Pese a lo intenso del flujo, hay que decir que el servicio integro, en general, es muy bueno. Vale la pena decir, además, que hay un amplio y variado servicio de restauración y tiendas duty free bien surtidas y con una clásica y muy bien aceptada presencia del producto autóctono."
"Amalia Guerrero","8 reseñas","Hace un año","Increíble jamás vi un aeropuerto tan inseguro Aeropuerto Madrid T1 lleno de embaladores ilegales que prácticamente te quitan la maleta de forma agresiva aún diciéndoles que no y te debes entregar a ellos para que te devuelvan tus pertenencias"
"Laura Mieres","Local Guide · 15 reseñas · 3 fotos","Hace 7 meses","Es muy grande pero muy fácil de ubicarse dado que los carteles están muy claros..."
"Jifang Yin","Local Guide · 728 reseñas · 6.941 fotos","Hace 5 años","Ha reformado más moderno y cómodo."
"cruz fuentes","Local Guide · 352 reseñas · 439 fotos","Hace un año","Está buen señalizada, pero la megafonía es un horror y no hay prácticamente zona de restauración  antes delvembarque"
"Nestor Graziosi","Local Guide · 55 reseñas · 68 fotos","Hace un año","Muy ordenada, limpia y gran servicio. Muchas personas. Hay que tener cuidado de no perderse"
"Mariquita Perez","Local Guide · 26 reseñas · 7 fotos","Hace un año","Al pasar el control, nuestro hijo de 3 años tenía miedo a pasar solo, han sido muy bordes y desagradables, no lo entendían y querían a toda costa que pasaremos la familia entera sin él. Evidentemente se ha tirado al suelo y ha montado una increíble. Descorazonador que no entiendan que un niño pequeño quiere ir con sus oadres"
"Aintxanek","3 reseñas","Hace 2 años","Un timo los aparcamientos, me han cobrado en la entrada desde el minuto 1 cuando te dan el billete al pasar la barrera pone que 15 minutos es gratuito, y no solo eso encima pone un cartel gigante que cobran por minuto 0.012 y me han cobrado por menos de 15 minutos 2 euros y pico, luego no me han dado ticket de factura para comprobar el precio y cuando he llamado por tlf para que me dieran explicaciones me han dado un razonamiento erroneo. No pueden ponerte en el ticket de entrada que tienes 15 minutos gratis y cobrarte."
"jorge carvajal","6 reseñas · 1 foto","Hace 2 años","He comprado por error un billete con suplemento con una tarjeta adicional de transporte. Ya tenía una, pero el taquillero del aeropuerto, no ha querido anular la equivocación. Diciéndome que me hubiera fijado antes de comprarlo!!! Así son en metro, como siempre ayudando al viajero. Me siento estafado"
"Francisco Javier Sánchez Sánchez","Local Guide · 253 reseñas · 704 fotos","Hace 2 años","Buenos paneles informativos, parking de pago exterior, señalización adecuada, pero se concentra mucha gente en los puntos de facturación y se echa de menos recogida de mesas en zonas de restauración, pocos asientos disponibles. En general bien."
"Jorge Luis Hernández Jurado","Local Guide · 266 reseñas · 332 fotos","Hace un año","Espacios adecuados al flujo de pasajeros con buena iluminacion y señalizacion. Deben trabajar en colocar mas estaciones para recarga de equipos electrónicos. Tal vez a traves de alguna alianza con proveedores que puedan intercambiar el servicio por publicidad"
"Gabriel Solorzano","Local Guide · 222 reseñas · 578 fotos","Hace 2 años","Aeropuerto fue recientemente modernizado pero para ser la capital de un importante país, bajar gradas para entrar a un avión (no era low cost) con maletas de mano no es nada cómodo. También no anuncian las puertas hasta 45 minutos antes, constantemente las cambian. No comprendo porque le dan letras a las puertas y numero a las terminales, más fácil sería nombrar terminal A, B, … y todas las puertas de esa terminal llevar la misma letra. No hay tren o banda rápida para ir de una terminal a otra, por lo que caminatas de 20-30 minutos es muy común."
"Clara Rubio","Local Guide · 64 reseñas · 366 fotos","Hace 2 años","Este aeropuerto es muy grande pero está todo muy bien organizado y señalizado, tiene 4 terminales con sus respectivos parking y como en todos los aeropuertos todo bastante caro, está muy limpio y se guardan las medidas covid. Tiene conexión…"
"O. M. A.","Local Guide · 348 reseñas · 3.137 fotos","Hace 3 años","Mucha aglomeración de gente en las filas del control policial. Una vez que se pasa el control y hay que esperar a confirmar la puerta de embarque, hay pocos lugares de descanso. No hay suficientes sillas o lugares de espera.También mucha distancia entre el control policial y las puertas de embarque, por lo que tendría que haber más cintas caminadoras que faciliten el tiempo de desplazamiento. Los restaurantes MUY CAROS... No entiendo por qué los precios de cualquier cosa en el aeropuerto se triplican."
"Neyser Valladares","Local Guide · 442 reseñas · 2.541 fotos","Hace 2 años","De los mejores aeropuertos del mundo, limpio, aseado, ordenado, inmensamente grande, una coordinación increíble, la gente que trabaja acá hace una magnífica labor, como pueden hacerle para echar andar tanta logística, como están todos como eslabones unidos sacando adelante este aeropuerto, es admirable la verdad. Todo muy bien, medidas de bioseguridad, hay metro para ir al centro de Madrid, bus que es más barato y no pagas una tarifa de 3 euros por entrar o salir, los taxis también están a la disposición las 24 horas."
"Patricia Severi","Local Guide · 139 reseñas · 166 fotos","Hace 2 años","Es muy grande ...hay mucha gente q tiene escalas por lo. Tienen esperas de 2 .4 8 hs en el aeropuerto y este debería estar preparado para esto se ve muy feo la gente en el suelo cansada por q no tienen un lugar cómodo en el q estar tanto tiempo"
"jujo GT","90 reseñas · 30 fotos","Hace un año","Tiene menos movimiento que la T4, mucho más fácil manejarse en la T1. Acceso más simple tanto para llegar como para salir, con gasolinera cercana y letreros bastante claros con las indicaciones"
"Anibal Buteler","Local Guide · 186 reseñas · 2.960 fotos","Hace un año","Excelente. Un aeropuerto de lujo. Realmente muy moderno, funcional y cómodo para trasladarse a las diferentes terminales"
"Fernando Balderacchi","Local Guide · 421 reseñas · 790 fotos","Hace 2 años","Uno de los Aeropuertos más grandes de Europa. Bien señalizado, limpio,duty free simple y poca información a nivel personal. Salir y entrar de España, siempre da dolores de cabeza por los brutos/as de los/as empleados/as del Control."
"Joaquim Colomé Cid","Local Guide · 100 reseñas · 131 fotos","Hace un año","Muy concurrido"
"Daniela Ivan","Local Guide · 214 reseñas · 2.907 fotos","Hace un año","Más limpieza y papel higiénico en los aseos será súper. Y si la gente puede entender que una fila ordenada para entrar en el avión es lo mejor sería genial"
"Eugenio Amo Peña","Local Guide · 42 reseñas","Hace 6 años","Más de 30 minutos para sacar el billete/tarjeta del metro. Una sola persona (muy amable y educada) para atender en la línea de máquinas a todas los viajeros, de distintas nacionalidades. Viva el progreso. Madrid no puede dar esta imagen en la primera vista... El aeropuerto. Muy mal."
"Jose Luis Soto","Local Guide · 654 reseñas · 715 fotos","Hace 2 años","Aeropuerto muy grande la mayor parte muy moderno en especial las terminales más nuevas como la T4 y T4 Satélite pero bastante difícil para el turista, no hay información de nada, como ir de un sitio a otro, no hay señalización para llegar de los tantos parkings q hay hasta las muchas estaciones, así como tampoco hay nadie casi nunca q te explique donde coger un bus o cual coger o como tomar el metro o el tren o cual coger en su caso y donde está Y eso en el caso de uno, q vive aquí y habla el mismo idioma, no me quiero ni imaginar el suplicio q tendrán q pasar los turistas q vienen de todas partes del mundo y nunca hayan llegado a este aeropuerto al no poderse ni comunicar ni encontrar nadie q te explique nada, sobre todo si te toca llegar en horas de la noche q hay menos trabajadores todavía"
"Theodor-Alexandru Gavan","Local Guide · 59 reseñas · 16 fotos","Hace 4 años","Después de hacer el checking , en la sala de espera no hay ni un enchufe en el que puedas conectar tu móvil o tu ordenador para seguir trabajando. Muchas veces el suelo está pegajoso y sucio."
"fran buen","180 reseñas · 1 foto","Hace un año","Estoy esperando en este terminal y hace calor, todo el mundo se quitó las chaquetas y aún así es incómodo, el costo de la energía es alto, deberían mantener la temperatura alrededor de los 21 grados y no a 25 cómo debe estar aquí."
"pedro gallego arroyo (pedgar57)","Local Guide · 554 reseñas · 153 fotos","Hace un año","Los baños aparentemente parecen limpios pero debían estar todavía más. Los lavabos automáticos muy modernos pero no funcionan bien"
"Marta C.G.","Local Guide · 219 reseñas · 2.044 fotos","Hace un año","Limpio, amplio y con la información bien indicada. Conveniente ir con tiempo de sobra para poder acceder a la puerta de embarque ya que puede haber una distancia considerable entre la entrada y la puerta de embarque que te toque"
"VN R","Local Guide · 312 reseñas · 142 fotos","Hace 2 años","Es el aeropuerto Adolfo Suárez de Madrid, de los más transitados del mundo. Me ha parecido siempre que he ido que está bastante bien organizado. Lo único,como en todos los aeropuertos, cualquier consumición es carísima"
"Albert","99 reseñas","Hace 6 años","Largas colas para comprar un billete ya que había varias máquinas fuera de servicio. Después de una larga espera, me doy cuenta que el trayecto vale 2€, más un plus por ser el aeropuerto de 3€, más comprar la tarjeta( que no se puede devolver como en otras ciudades) 2,50€. Total por ir del aeropuerto a Madrid en Metro 7,50€!! Encima tuvimos que esperar un buen rato a que llegara el tren."
"Marcela Rondon","Local Guide · 18 reseñas · 4 fotos","Hace un año","El servicio de asistencia para personas con movilidad reducida es buenísimo, son puntuales y muy amables"
"Miguel Ángel López Martín “Miky LM”","Local Guide · 200 reseñas · 231 fotos","Hace un año","Buen trato de todos los trabajadores. La tripulación del avión, muy buena. El viaje perfecto, a pesar de las turbulencias, en mi primer vuelo."
"Adrián","21 reseñas · 1 foto","Hace 9 meses","Servicio pésimo y el de atención al cliente charlando con la de la limpieza en vez de atender atender a la gente. Patético"
"Anablanco Claver","Local Guide · 52 reseñas · 289 fotos","Hace 5 años","Muy buena terminal , se encuentra todo perfectamente indicado . El personal que hay de información son muy eficientes , para los ratos de aburrimiento y no saber que hacer consta de tiendas de souvenirs y restaurantes para poder comprar y comer cuando sea necesario , los controles son los normales pero en general es una de las terminales mejores en todos los sentidos."
"J A Villaverde","Local Guide · 78 reseñas · 24 fotos","Hace un año","T1 y T2 son terminales obsoletas, feas e incómodas para el viajero. Un horror que da una imagen pésima del país. Junto con Chamartín se llevan la Palma de Oro. Estamos a años luz de Centro Europa."
"Rafael Castilla Blasco","6 reseñas","Hace un año","Pues muy mal a ver si arreglan de una vez por todas los tejados y que abran la cafetería nos tienen  abandonados"
"Begoña PG","Local Guide · 185 reseñas · 37 fotos","Hace un año","Algo antiguo. Me ha costado encontrar los paneles de información. Y apenas servicios donde comprar o tomar algo."
"Ramon de Isequilla","158 reseñas · 1 foto","Hace 6 meses","Remodelado en gran parte Buena señalización"
"Riccardo Arias","Local Guide · 24 reseñas · 9 fotos","Hace un año","Yo todo buena Experienza però camine mucho de extremo a extremo però mucha gente pedia informacion y en mi vuelo no llegaron algunos"
"Inma Ramirez","Local Guide · 574 reseñas · 2.575 fotos","Hace un año","Muy grande aunque hay un autobús gratuito de color verde que conecta todas las terminales. En la T4 se encuentra el enlace con autobuses de línea dirección Madrid, el metro y el cercanías para Atocha."
"Pily Isasi","Local Guide · 1.005 reseñas · 1.365 fotos","Hace 2 años","Mucha gente,los plastificadores de maletas en medio del pasillo,muchas colas,y muy lejos de mi casa."
"David Negro","Local Guide · 520 reseñas · 542 fotos","Hace 2 años","La T2 es un poco caótica en cuanto a organización para el viajero, ya que primero tienes que ir a una planta superior para facturar, luego bajar una planta para pasar el control de seguridad y finalmente mirar en la pantalla las puertas a las que tienes que dirigirte. Si las puertas son C-D-E, las más comunes, hay que tener en cuenta que la distancia entre la primera y las otras 2 es de 5 y 10 minutos andando respectivamente."
"Liliana Llerena","Local Guide · 110 reseñas · 193 fotos","Hace un año","Tardan en la entrega de las maletas y los baños no muy limpios pero la gente es amable y no se hacen colas"
