"d4r55","RfnDt","rsqaWe","wiI7pd"
"Anthony Márquez","5 reseñas","Hace 3 meses","Un barrio muy multicultural, recomendado :)"
"Olga","Local Guide · 110 reseñas · 705 fotos","Hace un año","Un sitio muy entretenido, por la mañana es super tranquilo pero, llega la tarde y hay gente por todos los sitios, todos los bares abiertos, las terrazas llenas, muchas personas de aqui para alla, es un barrio muy divertido y encantador"
"Claudia Sevillano B","Local Guide · 168 reseñas · 189 fotos","Hace 9 meses","Esperé varios vagones a ver si había sitio pero no tuve suerte. Lo que sí fue genial fue que llegaron puntuales."
"Aya","Local Guide · 57 reseñas · 49 fotos","Hace 3 años","Si vas a Madrid tienes que ir a Chueca !! Un sitio lleno de vida y colores ❤️"
"Jose Arcia","Local Guide · 95 reseñas · 21 fotos","Hace 4 meses","Me encanta esté barrio."
"Francisco Rojas","3 reseñas","Hace 9 meses","Increíble, trato exquisito y vegano. Para los intolerantes es un auténtico placer"
"Elements","14 reseñas","Hace un año","El barrio de chueca es lo mejor ahora; en los años 80 era muy peligroso andar por sus calles.. Ole el barrio y su celebración cada año"
"Víctor","Local Guide · 54 reseñas · 4 fotos","Hace un año","Pésima atención moral por parte de los responsables, atención despectiva y denigrante, esperemos se mejore está atención, no puedes tratar a alguien como si no supiera nada o fuera tonto e ir de subidito de la vida, haber si se te bajan los humos que solo te pedí con educación que me abrieras, ya sé que tengo que pasar la tarjeta, acaso no me ves cargado?"
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace 2 años","Chueca es maravilloso por su ambiente, muy vivo, siempre con gente que va y viene. Terrazas al sol, artistas callejeros, bares... estación de metro muy colorida. Cerca de Recoletos, Biblioteca Nacional, Museo Arqueológico. Sin duda un barrio muy peculiar que merece la pena visitar. El único pero es que sus calles están un poco sucias, pero eso solo es culpa de gente incívica."
"Esperanza Fernández “Espe”","Local Guide · 423 reseñas · 839 fotos","Hace 6 años","Buen barrio, un ambiente divertido. Muchas tiendas de ropa y restaurantes variados. Durante las fiestas del orgullo no cabe un alfiler pero merece la pena acercarse. La parada de metro está justo en el centro de la Plaza de Chueca, y está bastante cuidada. Solo que por la noche hay pocos trenes."
"Jimena García","5 reseñas · 1 foto","Hace 11 meses","No hagan caso con lo que dice de poco, mucho recurrido… lleven tiempo de sobra siempre a donde vayan aún siendo domingo y a cualquier hora"
"José Rafael Aranguren","Local Guide · 79 reseñas","Hace 8 meses","Es un sitio diferente. Adecuadamente simbolizado para la integración sexodiversa. Mis respetos"
"Carlos Blanco","Local Guide · 1.896 reseñas · 3.956 fotos","Hace 6 años","Esta estación de metro no tiene ascensor, con la cantidad de personas mayores que hay en el barrio estaría muy bien que lo construyeran. Los andenes un poco pequeños, se nota que es una estación antigua. Cuidado al salir o entrar, hay mucha gentuza al lado de la entrada poco recomendable."
"Mouhcine","Local Guide · 35 reseñas · 40 fotos","Hace 7 meses","Barrio mítico en la capital y en pleno centro con todo tipos de comercios, bares y restaurantes."
"Edixon Espinoza","1 reseña","Hace 7 años","Barrio muy alegre con bastantes sitios de comidas y tapas. Sales del metro y allí tienes tapas y bebidas sólo caminando 10 metros. Y el mercado san Antonio con sus tres pisos de pequeños restaurantes y su hermosa terraza para pasar tu rato ameno"
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace 2 años","No es una estación accesible para personas con movilidad reducida, han permitido que las terrazas y las palomas se apoderen de la plaza y apenas hay espacio para andar y acceder al metro. Mucha banderita multicolor, muy mona la estación con sus anuncios, pero se excluye a las personas con discapacidad ya que no es accesible, a pesar de haber sufrido una remodelacion hace pocos años, sigue sin haber presupuesto para la accesibilidad en esta estación ni tiene pinta de la intencionalidad de hacerlo. ¿No tenemos todos los mismos derechos?"
"Giovanni Scutumella","Local Guide · 185 reseñas · 132 fotos","Hace 2 años","Deberían existir más ""Chueca"" en todas las demás ciudades 💚🏳️‍🌈…"
"John Fernandez Valle","64 reseñas","Hace 2 años","Estación de tren ordenada, limpia. Siempre hay algún trabajador del tren que ayuda a comprar los tickets a turistas. La plaza en la que se encuentra es muy linda. Llena de bares, restaurantes, mercados etc. En esta estación solo se encuentra el metro 5, el cual te conecta con cualquier línea."
"dayerjose acosta","Local Guide · 9 reseñas · 43 fotos","Hace un año","Es un ambiente maravilloso para andar hay todo tipo de gente, mucha variedad para comer, las estructuras son lindas"
"Alejandro Baez","Local Guide · 297 reseñas · 8 fotos","Hace un año","Una estación muy linda y afuera de ella se encuentran bares y donde comer es muy céntrico"
"Clément Almero","Local Guide · 17 reseñas · 5 fotos","Hace 6 años","Fuimos a Chueca para comer en varios restaurantes, de la bodega a los sitios de moda. Hubo para todos los gustos. No tuvimos malas sorpresas. Fuimos también en un pequeño cafe con una terasa agradable, con postres deliciosos."
"Saúl Hernández","Local Guide · 197 reseñas · 228 fotos","Hace 8 años","Parada de metro del mítico barrio donde se celebran las fiestas del orgullo gay de Madrid (una de las mejores fiestas del mundo, a mi parecer). En esta plaza se celebra el pregón de dicha Fiesta, y es el epicentro del respeto por la igualdad y variedad de pensamiento y orientación sexual. Además está al lado de Tribunal y Gran Vía, a cinco minutos a pie."
"Helena Cáceres Moya","11 reseñas","Hace un año","Perfecto para dar un pase, lleno de vida y muy liberal"
"Pedro Juan Llop","Local Guide · 670 reseñas · 224 fotos","Hace un año","Barrio que dió un gran cambio hace un par de décadas y actualmente centro de comercio y vida nocturna"
"Carmen Fernández Muñoz","Local Guide · 40 reseñas · 60 fotos","Hace un año","Está muy turistificado, ha perdido su esencia... Por lo demás muy bonito todo..."
"Carlos Fernández","Local Guide · 261 reseñas · 607 fotos","Hace 3 años","La estación mejor decorada de Madrid"
"Brice M.","25 reseñas","Hace un año","Lugar demasiado vulgar para poder pasear con mi hija. No lo recomiendo."
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Chueca es una estación del servicio de metro de Madrid línea 5 en la plaza Chueca en los andenes tiene el mural orgullo gay entre Alonso Martínez y gran vía en el barrio de centro en Madrid España"
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.643 reseñas · 8.897 fotos","Hace un mes","Parada que te deja en el centro del barrio de chueca, en su famosa plaza"
"Janio Renwick VAVAV","Local Guide · 452 reseñas · 4.150 fotos","Hace 5 años","METRO CHUECA, EN EL BARRIO JUSTICIA, ZONA QUE HA EVOLUCIONADO EN 36 AÑOS, CUANDO EN LOS AÑOS 80,ERA UN BARRIO OSCURO, CON MUCHOS LOCALES CERRADOS, A POSICIONARSE COMO ZONA PREFERENTE Y MUY CODICIADA POR BARES Y RESTAURANTES, TIENDAS, BOUTIQUES, GALERÍAS DE ARTE, HOTELES, TERRAZAS ETC. #HELLOMADRIDNEWS #INFO #LETSGUIDE #VAVAVGUIDE #LAESTRELLADEPANAMA #VENAVERMEALGUNAVEZ"
"Julio Gómez","Local Guide · 342 reseñas · 438 fotos","Hace 8 años","Estación que conecta con el puro centro del barrio de Chueca. Es una estación antigua muy mal acondicionada para minusválidos."
"Noe Rodríguez","12 reseñas","Hace 7 años","Muy buen barrio, y más si eres del colectivo LGTB. Lo que pasa que para vivir es carísimo!!!!!! Deberían bajar los precios!!"
"Miguel Angel García","Local Guide · 170 reseñas · 285 fotos","Hace 2 años","Prepara la cartera que en esta zona te van a clavar pero bien 😜…"
"Laura Prieto Matienzo","Local Guide · 55 reseñas · 45 fotos","Hace 7 años","Muy buen barrio. Muy céntrico con buen transporte y buenos comercios alrededor. Siempre con mucha vida."
"Oscar gil martinez","Local Guide · 248 reseñas · 739 fotos","Hace 2 años","Chueca es genial"
"Iñigo Lorente","Local Guide · 634 reseñas · 5.534 fotos","Hace 7 años","Estación de metro ubicada en la plaza más emblemática del barrio gay de Madrid. Accesibilidad y limpieza mejorables."
"Elmer Arriaza","Local Guide · 18 reseñas","Hace 2 años","Zona excelente para quedar con amigos!!!¡"
"Nery Gonzalez","Local Guide · 98 reseñas · 2 fotos","Hace 3 años","Voy a  Ya me me duele en la calle Libertad.  Fisios económicos y buenos profesionales"
"Mer Vaeri","Local Guide · 382 reseñas · 3.008 fotos","Hace 5 años","Muy divertido y cosmopolita siempre, lo más novedoso de la ciudsd6pada por allí primero"
"daniel rubio","Local Guide · 53 reseñas · 5 fotos","Hace un año","El mejor barrio de Madrid, conocido internacionalmente"
"Lucas Garcia Castro","Local Guide · 549 reseñas · 93 fotos","Hace 3 años","Muy buena zona, mucho ambiente y de mucha tradición."
"Jaume Juan","1 reseña","Hace un año","Es horrible no poder sentarse en los bancos de la parada."
"Koldo Palacio Pagazaurtundua","Local Guide · 506 reseñas · 1.698 fotos","Hace 7 años","Lugar emblematico de madrid bastante bien cuidado y sin mas"
"Olivier Rodríguez","Local Guide · 1.384 reseñas · 10.275 fotos","Hace 7 años","Estupendo barrio, buen ambiente y siemprte en constante renovación."
"Antonio ariño","2 reseñas","Hace 7 años","Excelente pasear por allí y restaurante muy buenos, la comida muy buena"
"Mª Paz Basanta","Local Guide · 580 reseñas · 3.530 fotos","Hace 4 años","Plaza imprescindible de Madrid, a ambiente, terrazas, locales"
"ismael cortinas","Local Guide · 91 reseñas · 1.266 fotos","Hace 5 años","Muy buen barrio de Madrid con personajes variopintos que dan la nota de color al distrito ."
"Oscar Luna","Local Guide · 435 reseñas · 761 fotos","Hace 7 años","Lugar muy concurrido. Muchas tiendas de zapatos de muy buena calidad..."
"Jose Enrique Marin Fernandez","181 reseñas · 9 fotos","Hace 8 años","lleno de homosexuales, será tu punto de encuentro favorito si lo eres"
"Juanal Maldonado","Local Guide · 149 reseñas · 71 fotos","Hace 4 años","Chueca te quiere, pero no vengas como si fuera un zoo."
"Ishiro Manuel Camacho Adriano","Local Guide · 24 reseñas · 48 fotos","Hace 2 años","Un buen lugar para compartir"
"Francisco Javier Toribio Dominguez","Local Guide · 1.847 reseñas · 27.336 fotos","Hace 6 años","Pequeña y hermosa plaza con mucho ambiente"
"Patricia Carrillo Luquero","19 reseñas · 26 fotos","Hace 6 meses","Genial"
"Carolina Mansilla","Local Guide · 18 reseñas · 11 fotos","Hace 11 meses","Hermoso barrio Queer!"
"Manuel Calle","Local Guide · 72 reseñas · 212 fotos","Hace 3 años","Plaza de Chueca"
"MDVigo","Local Guide · 897 reseñas · 4.513 fotos","Hace 6 años","Barrio diverso y con gente abierta de mente."
"Alexander Goitia","Local Guide · 28 reseñas · 392 fotos","Hace 2 años","Excelente Los pastelitos andinos"
"Adriana Frutos Soria","4 reseñas","Hace 7 años","Porque tiene unas vistas bonitas viva el orgullo gay"
"rafael miguel perez franco","Local Guide · 40 reseñas · 96 fotos","Hace 5 años","El mejor sitio para ir de tapas por madrid"
"Fernando Climent martinez","Local Guide · 195 reseñas · 55 fotos","Hace 7 años","Buen ambiente y buenos sitios de copas"
"Enrique","Local Guide · 89 reseñas · 28 fotos","Hace 7 años","Estación decorada con la bandera gay en pleno barrio de Chueca"
"Adrián Conrado","Local Guide · 435 reseñas · 160 fotos","Hace 4 años","🌈…"
"Loli Cristobo","195 reseñas · 439 fotos","Hace 7 años","Barrio castizo, excelente ambiente."
"Rosa de madrid","Local Guide · 85 reseñas · 4 fotos","Hace un año","Un lugar icónico de la Capital"
"Cristian Caceres Blanco","1 reseña","Hace 11 años","Que buenos recuerdos tengo cuando vivia en chueca"
"Paola Bastida","Local Guide · 63 reseñas · 76 fotos","Hace 2 años","Amo la vibra de chueca"
"Juan Carlos Vilaseca Camacho","Local Guide · 348 reseñas · 121 fotos","Hace 5 años","Barrio muy auténtico"
"Gerardo Enrique Dominguez","Local Guide · 483 reseñas · 6.619 fotos","Hace 10 meses","Una hermosa estación de metro"
"Nenis G Hincapie","Local Guide · 529 reseñas · 1.644 fotos","Hace 3 años","Genial!"
"Victor Cerro Garcia","Local Guide · 351 reseñas · 334 fotos","Hace 7 años","Barrio muy típico madrileño."
"Alejandro Rovella","Local Guide · 401 reseñas · 376 fotos","Hace 6 años","Lindo barrio, con su encanto"
"alejandra de rausch","Local Guide · 137 reseñas · 177 fotos","Hace 7 años","Siempre encuentras lugares nuevos y con mucho estilo."
"Vitty X","Local Guide · 16 reseñas · 12 fotos","Hace 7 años","Estación céntrica y en pleno barrio de chueca"
"Ricardo Alfonzo","Local Guide · 575 reseñas · 1.095 fotos","Hace 2 años","Bien"
"Miguel Angel Bravo Rodriguez","Local Guide · 153 reseñas · 59 fotos","Hace 7 años","Salida directa a la plaza con muchos bares y restaurantes."
"Arturo Bird","Local Guide · 87 reseñas · 327 fotos","Hace 4 años","No adaptada para sillas de ruedas"
"Nil Ripoll","8 reseñas","Hace 4 años","Buena estación de metro. Parece segura."
"David Serrano","Local Guide · 35 reseñas · 1 foto","Hace 8 años","Chueca es genial, chueca es genial XD."
"Eve Lyn","Local Guide · 410 reseñas · 3.037 fotos","Hace 5 años","Muchas tiendas, bares y restaurantes."
"Dan Patiño","Local Guide · 266 reseñas · 964 fotos","Hace 3 años","Bellissimo lugar"
"Marcel Josep Olza Monfort","Local Guide · 96 reseñas · 14 fotos","Hace 6 años","Una estación que vale la pena ver"
"Belén Estrada Vicente","Local Guide · 536 reseñas · 575 fotos","Hace 3 años","Sensación de libertad"
"Yolanda Mendez","Local Guide · 30 reseñas · 5 fotos","Hace 6 años","No me ha gustado!!!"
"Fabianna isabella Itriago betancourt","7 reseñas · 2 fotos","Hace 4 años","Bello"
"Víctorl Lanciano","524 reseñas","Hace 5 años","Solo he pasado"
"Nixon Salazar","23 reseñas · 4 fotos","Hace 7 años","Bellisimo lugar"
"Carlos Trejos","Local Guide · 767 reseñas · 2.717 fotos","Hace 3 años","Genial"
"kepa beltran","Local Guide · 593 reseñas · 1.300 fotos","Hace 5 años","Lo más divertido"
"lidia alderete","1 reseña · 5 fotos","Hace 3 años","Bien"
"Luis Miguel Hoces Hoces","Local Guide · 292 reseñas · 178 fotos","Hace 11 meses","Tolerancia"
"Luis Gago","Local Guide · 69 reseñas · 4 fotos","Hace 8 años","Buena estación"
"Oh Lá Lá Torredembarra","Local Guide · 114 reseñas · 1.460 fotos","Hace 6 años","Fantástico"
"Sara Dell'Orfanello","Local Guide · 368 reseñas · 3.903 fotos","Hace un año","Sin duda, la parada de metro más colorida de Madrid... ¡no es casualidad que esté situada en el centro del barrio Queer! ¡Simplemente hermoso!"
"Feiyun Zhao","Local Guide · 107 reseñas · 353 fotos","Hace un año","Una estación de metro única ubicada en un vecindario LGBT-friendly con arcoíris por todas partes. Muchos turistas vienen a tomar fotografías."
"André Kern","Local Guide · 533 reseñas · 3.018 fotos","Hace 6 años","Mi distrito favorito absoluto en Madrid. Ligeramente alternativo, agradable y relajado, agradable a la vista, ambiente exuberante y excelentes tiendas y restaurantes. Destaca el Mercado de San Ildefonso. 👌…"
"Cyntia Pethövá","Local Guide · 194 reseñas · 1.094 fotos","Hace un año","Para ser honesto, realmente no entiendo el entusiasmo por esta plaza. No es feo ni nada por el estilo, pero es simplemente una plaza normal, llena de cafés y bares caros."
"Aline Arsac","Local Guide · 99 reseñas · 82 fotos","Hace 4 meses","Zona muy animada si quieres salir a tomar algo, comer o bailar."
"MoonGyu Hwang","9 reseñas · 13 fotos","Hace 7 años","Esta estación actualmente no está disponible y está cerrada. Sin embargo, la zona comercial circundante es estupenda. Esta estación no está disponible actualmente y está cerrada. Pero las tiendas de los alrededores son maravillosas."
"Guido Martini","Local Guide · 1.306 reseñas · 12.165 fotos","Hace 4 años","Uno de los metros con el diseño más vibrante de la ciudad."
"Andrea Belli","Local Guide · 153 reseñas · 244 fotos","Hace 6 años","Zona ""vieja"" de Madrid, ofrece comercios y un camino peatonal que permite disfrutar de la zona y visitar la parte menos ""empresarial"" de Madrid, con pequeños comercios familiares y restaurantes típicos."
"Wlady Cad","Local Guide · 83 reseñas · 198 fotos","Hace un año","Para un tapeo increíble y una comida y cena mega increíble 😎…"
"Laura Morello","Local Guide · 334 reseñas · 830 fotos","Hace 6 años","Me encanta esta zona, la Gran Vía está tan cerca que puedes caminar, sin necesidad de tomar taxis ni metro."
"Thiano Godoy-Dugas","Local Guide · 107 reseñas · 376 fotos","Hace 8 meses","Es simplemente genial... Hermoso"
"Alessandro Alessandra","Local Guide · 62 reseñas · 455 fotos","Hace 7 años","Justo al salir de la estación de metro directamente a una preciosa plaza. Precioso lugar para unas tapas y una copa."
"Erika Mar","Local Guide · 23 reseñas · 3 fotos","Hace 6 años","Uno de los lugares más característicos de Madrid."
"Daniel Moreno","Local Guide · 281 reseñas · 53 fotos","Hace 9 meses","¡Lindo!"
"Fan Libing","32 reseñas","Hace 2 años","muy bien"
"juan manuel saiz","Local Guide · 179 reseñas · 6.008 fotos","Hace 6 años","Una gran zona gay increíble en el 💓 de Madrid…"
"Rafał Rzepkowski","Local Guide · 1.404 reseñas · 2.849 fotos","Hace 6 meses","Súper"
"Anja Hennemann","8 reseñas · 22 fotos","Hace 5 años","Arcoiris de libertad"
"Zhike Qi","Local Guide · 43 reseñas · 47 fotos","Hace 4 años","Centro de la ciudad animado"
"Michiel Hoefsmit","Local Guide · 117 reseñas · 218 fotos","Hace 2 años","Siempre as"
"Rubens Figueiredo Micheloni","Local Guide · 103 reseñas · 707 fotos","Hace 6 años","muy agradable"
"Diana Hernández","Local Guide · 334 reseñas · 613 fotos","Hace 7 años",""
"Marta Baginha","Local Guide · 3 reseñas · 275 fotos","Hace 6 años",""
"Wan Lucena","Local Guide · 12 reseñas · 14 fotos","Hace 7 años",""
"Carlos Eduardo Marcano Amador","Local Guide · 4 reseñas · 43 fotos","Hace 6 años",""
"R. S.","Local Guide · 650 reseñas · 796 fotos","Hace 7 años","Gran trimestre👍…"
"Mar R","Local Guide · 34 reseñas · 11 fotos","Hace 5 años","🏳️‍🌈🏳️‍🌈🏳️‍🌈…"
"Óscar Alarcón","Local Guide · 241 reseñas · 506 fotos","Hace 2 meses",""
"Miguelánhel Conashe","Local Guide · 87 reseñas · 26 fotos","Hace 4 meses",""
"ruben prada","Local Guide · 13 reseñas · 2 fotos","Hace 7 meses",""
"samanta hernandez","5 reseñas","Hace 8 meses",""
"wandy yu","2 reseñas","Hace 8 meses",""
"Tom","Local Guide · 93 reseñas · 1.084 fotos","Hace 10 meses",""
"babacar sarr","Local Guide · 19 reseñas","Hace 11 meses",""
"Jose Mª Valverde Bravo","20 reseñas · 17 fotos","Hace 11 meses",""
"Rober García","Local Guide · 66 reseñas · 9 fotos","Hace 11 meses",""
"Irina","Local Guide · 42 reseñas · 4 fotos","Hace 11 meses",""
"Rafael Fellipo","Local Guide · 609 reseñas · 895 fotos","Hace un año",""
"Ka sH","29 reseñas · 2 fotos","Hace un año",""
"Miriam Saavedra Candelas","Local Guide · 9 reseñas · 2 fotos","Hace un año",""
"Ignacio Cere Cere","Local Guide · 46 reseñas · 775 fotos","Hace un año",""
"Elias Daniel Cabello","10 reseñas","Hace un año",""
"Gustavo Alonso","Local Guide · 504 reseñas · 5.052 fotos","Hace un año",""
"Daniel Ramil","Local Guide · 317 reseñas · 7.430 fotos","Hace un año",""
"Luis Alberto Frechon","Local Guide · 71 reseñas · 135 fotos","Hace un año",""
"ADRYAN ELIAS","Local Guide · 21 reseñas · 1.611 fotos","Hace un año",""
"Omar Moreno Reyes","Local Guide · 40 reseñas · 174 fotos","Hace un año",""
"Izan","3 reseñas","Hace un año",""
"Anna Csóka","2 reseñas · 2 fotos","Hace un año",""
"Eduardo Somenek","Local Guide · 10 reseñas · 2 fotos","Hace un año",""
"Daniel Bravo Capote","Local Guide · 907 reseñas · 3.987 fotos","Hace un año",""
"KaHung Lee","19 reseñas · 155 fotos","Hace un año",""
"pafito franco","Local Guide · 18 reseñas","Hace un año",""
"Alberto Piccininno","Local Guide · 119 reseñas · 2 fotos","Hace 2 años",""
"Lesya Dudarenko","Local Guide · 49 reseñas · 315 fotos","Hace 2 años",""
"Marcin Dąbek","Local Guide · 34 reseñas · 4.079 fotos","Hace 2 años",""
"Jamie McGough","Local Guide · 16 reseñas · 300 fotos","Hace 2 años",""
"Adolfo Pernas","Local Guide · 5 reseñas · 2 fotos","Hace 2 años",""
"Lidia C.","Local Guide · 182 reseñas · 1.118 fotos","Hace 2 años",""
"Ilya Babei","Local Guide · 5 reseñas · 659 fotos","Hace 2 años",""
"Jorel DC.","Local Guide · 464 reseñas · 2.068 fotos","Hace 2 años",""
"Elisabet León","Local Guide · 9 reseñas · 2 fotos","Hace 2 años",""
"Beatriz Lopez","Local Guide · 91 reseñas · 839 fotos","Hace 2 años",""
"pedro parra","Local Guide · 27 reseñas · 71 fotos","Hace 3 años",""
"Coral Hernández García","Local Guide · 18 reseñas","Hace 3 años",""
"Oso Madroño","Local Guide · 95 reseñas · 48 fotos","Hace 3 años",""
"Paula Cebrián","","Hace 4 años",""
"Monica Chevez","Local Guide · 97 reseñas · 138 fotos","Hace 4 años",""
"Aitor","Local Guide · 4 reseñas · 30 fotos","Hace 4 años",""
"Antonio Lopez","Local Guide · 99 reseñas · 840 fotos","Hace 4 años",""
"Mitxel “MITXEL BILBAO”","Local Guide · 216 reseñas · 4.362 fotos","Hace 4 años",""
"Angeles Figueroa","Local Guide · 10 reseñas · 24 fotos","Hace 4 años",""
"Agustin casado alvarez","Local Guide · 38 reseñas · 203 fotos","Hace 4 años",""
"Francisco Tapia","Local Guide · 99 reseñas · 38 fotos","Hace 4 años",""
"Veronica Cano","Local Guide · 94 reseñas · 839 fotos","Hace 4 años",""
"Jonathan Komarofsky","Local Guide · 17 reseñas · 50 fotos","Hace 4 años",""
"Cristo Barbuzano","Local Guide · 118 reseñas · 2.173 fotos","Hace 4 años",""
"Javier Zamorano","Local Guide · 37 reseñas · 3.212 fotos","Hace 4 años",""
"Salar Azad","Local Guide · 135 reseñas · 5.505 fotos","Hace 5 años",""
"Richard Kalmar","Local Guide · 285 reseñas · 218 fotos","Hace 5 años",""
"Nicolas Gomez Correa","Local Guide · 75 reseñas · 11.731 fotos","Hace 5 años",""
"Lucky L","4 fotos","Hace 5 años",""
"Alarik M.","2 reseñas","Hace 5 años",""
"Tony","Local Guide · 51 reseñas · 473 fotos","Hace 5 años",""
"BRENNAN COLE","4 reseñas · 2 fotos","Hace 5 años",""
"Melissa Torres-Garcia","3 reseñas","Hace 5 años",""
"Yomaira Quiñonez Delgado","Local Guide · 50 reseñas · 127 fotos","Hace 5 años",""
"Mara Silva","","Hace 5 años",""
"Inma Fernandez","Local Guide · 12 reseñas · 3 fotos","Hace 5 años",""
"Kais Lezoo","","Hace 5 años",""
"Leonardo Cester Simoncelli","Local Guide · 37 reseñas · 5 fotos","Hace 5 años",""
