"d4r55","RfnDt","rsqaWe","wiI7pd"
"elizabeth escorcia","3 reseñas","Hace 7 años","No hay acceso a personas con discapacidad...."
"Bayron Sanchez","Local Guide · 84 reseñas · 24 fotos","Hace 2 años","Muy limpio"
"Coridefe ugarte","Local Guide · 144 reseñas · 64 fotos","Hace 2 años","Coches"
"Alejandro Gallo","Local Guide · 185 reseñas · 459 fotos","Hace 4 años","Zona tranquila y residencial."
"Gamo","Local Guide · 455 reseñas · 645 fotos","Hace un año","Huele raro"
"A. David Torres Jumbo","Local Guide · 516 reseñas · 124 fotos","Hace un año","Es grande 😎…"
"Antonio Roca Rosales","3 reseñas","Hace 7 años","Esta muy bien"
"Despa Crai","4 reseñas","Hace 3 años","Excelente"
"Alfonso borlaf","Local Guide · 24 reseñas · 2 fotos","Hace un año","Buen barrrio"
"David Cartagena","Local Guide · 29 reseñas · 177 fotos","Hace 3 años","Cerca del metro Buenos Aires"
"Gobeto Fabian","Local Guide · 344 reseñas · 1.173 fotos","Hace 4 años","Muy accesible"
"Buenos tardes tardes Gema r u going to","429 reseñas","Hace 6 años","Buenos Buenos tardes tardes de acuerdo con la reunión"
"Olivier Rodríguez","Local Guide · 1.383 reseñas · 10.275 fotos","Hace 5 años","Moderna y limpia."
"MARIA JOSE CARPI","2 reseñas","Hace 6 años","Perfecto"
"Antonella Albano","2 reseñas","Hace 7 años","Porque me parece que Buenos Aires es un lugar maravilloso con mucha gente y mucha comida."
"GAZZOLA HERNAN","Local Guide · 203 reseñas · 620 fotos","Hace 3 años","buen barrio es estación de metro muy bonito limpio"
"刘进航","9 reseñas · 11 fotos","Hace 11 meses","Aún no abierto"
"zoltán kiss","2 reseñas","Hace 6 años","solo digo mamá"
"Angel Gutierrez","Local Guide · 41 reseñas · 82 fotos","Hace 7 meses",""
"Felix Rodriguez Herranz","Local Guide · 19 reseñas · 2.271 fotos","Hace 11 meses",""
"Jesús Moranchel","Local Guide · 51 reseñas","Hace un año",""
"Cristian Medrano","Local Guide · 31 reseñas · 6 fotos","Hace un año",""
"Cristina Gurucharri","Local Guide · 61 reseñas · 150 fotos","Hace un año",""
"Orisbel Fuentes","Local Guide · 74 reseñas · 499 fotos","Hace un año",""
"Ken Garcías","Local Guide · 33 reseñas · 550 fotos","Hace un año",""
"Carlos","Local Guide · 17 reseñas","Hace un año",""
"Soltan","Local Guide · 27 reseñas · 66 fotos","Hace un año",""
"Alicia Lopez","Local Guide · 12 reseñas","Hace 2 años",""
"Fernando Moreira Do Cen","Local Guide · 52 reseñas · 1.092 fotos","Hace 2 años",""
"Javier del Tío","Local Guide · 85 reseñas · 9 fotos","Hace 2 años",""
"Andrea Ortiz","Local Guide · 151 reseñas · 50 fotos","Hace 2 años",""
"Chuso Delgado","Local Guide · 14 reseñas · 4 fotos","Hace 2 años",""
"youness warid","Local Guide · 15 reseñas · 145 fotos","Hace 2 años",""
"Oleh Syvenkyy","Local Guide · 157 reseñas · 630 fotos","Hace 2 años",""
"야스민","Local Guide · 19 reseñas · 437 fotos","Hace 3 años",""
"Zafra. aka","Local Guide · 23 reseñas · 2 fotos","Hace 3 años",""
"Christian Ariel Olobardi","Local Guide · 98 reseñas · 1.759 fotos","Hace 3 años",""
"johann ponce","Local Guide · 2 reseñas","Hace 4 años",""
"GUANMING SHI","","Hace 5 años",""
"Ines Iglesias","","Hace 5 años",""
"Gabriel Manquillo","Local Guide · 220 reseñas · 8.488 fotos","Hace 6 años",""
"Álvaro García","Local Guide · 149 reseñas · 696 fotos","Hace 6 años",""
"Natalia Alcaide","","Hace 7 años",""
"Gema","Local Guide · 99 reseñas","Hace 7 años",""
"Dorka Corporan Medina","Local Guide · 50 reseñas · 59 fotos","Hace 7 años",""
"Sara Castillo","Local Guide · 43 reseñas · 8 fotos","Hace 7 años",""
"Rocío S.B.","3 reseñas","Hace 7 años",""
"Andrea Andrea","","Hace 7 años",""
"Delphine Garin","1 reseña · 1 foto","Hace 7 años",""
"Alto Arenal","Local Guide · 4 reseñas · 1 foto","Hace 7 años",""
"Alberto Vázquez","Local Guide · 275 reseñas · 1.321 fotos","Hace 7 años",""
"Clara Martin","7 reseñas","Hace 7 años",""
