"d4r55","RfnDt","rsqaWe","wiI7pd"
"Pablushonak Lyalkanov","1 reseña","Hace 7 años","Voy todos los días, así que sé de lo que hablo. Resumen: Es un agujero. Un lugar muy sórdido en el que se junta gente extraña a mansalva - Hay gente que no viaja a ninguna parte, que siempre está por ahí, durmiendo, sentados observando a los que pasan... Sobre todo por la noche: entre los viajeros normales hay un verdadero contubernio de borrachos, drogadictos, gente con problemas mentales... En la estación y en los alrededores, fuera también se les puede ver sentados en bancos en la oscuridad, bebiendo sin pena ni gloria. Si hay guardias de seguridad patrullando por la estación, es por algo. Consecuentemente, los baños son repugnantes, además de todos los viajeros que pasan a diario y el insuficiente mantenimiento de los mismos. Hay una cafetería dentro. Después de lo que he contado no tengo estómago para comer nada ahí, así que no puedo hablar de ella. También hay varias tiendas de ropa/complementos, golosinas, etc. Algunos consejos: - Los productos de las máquinas expendedoras son caros, y a saber cuanto llevan ahí. Hay varias tiendas chinas de alimentación fuera de la estación, justo en frente de la fachada habrá unas 2 o 3. - Si hay que ir al baño, la taza ni con un palo y por lo menos a lavarse bien las manos y evitar tocar el pomo de la puerta. Te acordarás de mis palabras en cuanto abras la puerta y te de el perfume del baño en la cara. - No apoyarse en las paredes de la fachada ni sentarse en el suelo! Todos los días veo gente sentada/apoyada ahí, pero en ese mismo lugar he visto a varios cenutrios meando como si nada, decorando las paredes y el suelo. Mira donde te sientas... - Mejor evitar ir por la noche, a no ser que quieras deleitarte con la fauna de la zona, sus miradas penetrantes y sus intensos aromas. A pesar de todo lo anterior, hay algo bueno: fue remodelada hace no mucho y es mejor que la anterior, así que ahora la zona de la entrada está más despejada, dentro hay escaleras mecánicas, ascensor, etc."
"Julia Echeverria","Local Guide · 213 reseñas · 570 fotos","Hace 7 años","Todo bien, las indicaciones pésimas, dice el número de dársenas pero no dice nada de nada sobre, cual hay que coger, en especial, he preguntado al menos cinco veces para saber en cual dársena se coge el autobús a Guadalajara. Pésima experiencia y perdida de tiempo"
"P E","Local Guide · 1.079 reseñas · 965 fotos","Hace 3 años","Esta estación de metro e intercambiador me parece que está fatal no es muy limpia que digamos aquí si vienes con hambre la pasas fatal sus restaurantes y cafetería nada agradable solo bocatas que se te quita el hambre de paso pocas opciones los locutorios tienen altos precios en lo particular no me gusta por necesidad tengo que pasar por aquí."
"Big Chevy","Local Guide · 24 reseñas · 5 fotos","Hace 7 años","Uno de los peores intercambiadores que he visto en mi vida, si quieres que te de una lipotimia en pleno verano, es el sitio donde debes ir. Temperaturas altisimas dentro de las salas de espera para acceder a  darsenas, concretamente las de de interurbanos. Además de...... ausencia de asientos para esperar a los autobuses, colas kilometricas y para colmo a algún genio se le ha ocurrido utilizar un sistema de acceso el anden donde estaciona el autobus accionado con un boton situado en la zona interior de la puerta. Cuando la cola de acceso al autobus se detiene, algo muy común, es normal que te encuentres con la puerta en la cara, golpeandote fuerte, el mecanismo que cierra automaticamente la puerta es hidraulico, si no tienes suficiente fuera, no la paras. ¿ Nadie piensa las cosas en este pais antes de implementarlas ? L A M E N T A B L E"
"Pablo","Local Guide · 248 reseñas · 49 fotos","Hace 5 años","No está mal, si vas a buscar un bus del crtm la pantalla de salidas a veces pone publicidad muy pesada y cuando ya salen los buses tienes que meterte un sprint hasta la última dársena. Lo que tiene venderse al capital... Por lo demás bien, tiene máquinas expendedoras y hay un chino arriba por si tienes que hacer alguna compra rápida. Si vas a por un metro está bastante bien, pasan muy frecuentemente, la línea 7 y la 9 están como muy abajo pero bueno, y mejor entra por Príncipe de Vergara si vas a alguna de las dos. En concreto la 7 tiene un puente muy gracioso por el que puedes ver pasar los trenes. Los baños de la planta -1 son geniales y enormes, los buses regionales están bien, tienes pantallitas de salidas y una cafetería."
"Giovanni Zambrano","Local Guide · 32 reseñas · 133 fotos","Hace 7 años","Excelente lugar, muy limpio y cómodo. Para mejorarlo le agregaría pasillos de banda transportadora para mejorar el flujo de circulación, así como carritos porta maletas dado que la terminal tiene una inclinación y piso con desnivel que dificulta el transporte de equipaje"
"Fofuken","Local Guide · 316 reseñas · 12.314 fotos","Hace 7 años","Muy mejorado después de la reciente reforma."
"Juan Carlos Pérez Santos","Local Guide · 11 reseñas · 7 fotos","Hace 7 años","Se está convirtiendo en una basura de intercambiador. Ahora habrá en las dársena de cercanías una temperatura superior a 30 grados. Hace menos calor en el exterior de la zona reservada a los viajeros. Un dineral en una reforma que no ha valido para nada. Sigue siendo el mismo infierno que era."
"José M.","545 reseñas","Hace 6 años","Intercambiador de transportes de las líneas 4,  6, 7 y 9 y líneas de interurbano del Corredor del Henares, así como autocares a destinos del nordeste de España. Es una estación de metro de las antiguas por lo que no es muy amplia y sus pasillos no son muy anchos además de las zonas de espera de andén de las diferentes estaciones de metro. Normalmente dispone de personal en las diferentes entradas o salidas a quien recurrir en caso de necesidad. No está adaptada para sillas de ruedas.."
"Carlos Barbosa Cepeda","Local Guide · 111 reseñas · 8 fotos","Hace 7 años","Está muy bien comunicado. La conexión con el metro es interna (no hay que salir a la calle para entrar desde el metro). Hay muchos servicios: tiquetes, comida, vending, baños, tiendas. Puede resultar confuso entender las señales, así que es mejor llegar con anticipación."
"Conchi Duran Lopez","Local Guide · 76 reseñas","Hace un año","Es muy seguro el intercambiador, mucha policía, tienes metro, autobuses y taxis y muy limpio todo"
"Toni Jardim","Local Guide · 443 reseñas · 4.441 fotos","Hace 6 años","La estación avenida de América, tiene un tráfico de gente constante, es por ello que la línea 7 descarga por ambos lados de los vagones, se observa también la presencia de vendedores ambulantes y personas tocando instrumentos musicales por dinero, es una estación que está en buen estado, pero esta requiriendo una modernización"
"JM","Local Guide · 182 reseñas · 195 fotos","Hace 8 años","Intercambiado en la salida este de Madrid, recientemente reformado, que comunica el servicio de autobuses urbanos, interurbanos y de larga distancia con el Metro de Madrid. Instalaciones bastante modernas."
"Ana Isabel Márquez Somavilla","Local Guide · 13 reseñas · 23 fotos","Hace 7 años","Mucha pantalla pero sin información. Estoy en la zona de las dársenas de la 20 a la 36 y en ningún monitor aparece los horarios de salida y/o llegada de los autobuses."
"Ana Tomas Garcia","Local Guide · 25 reseñas · 1 foto","Hace 7 años","Las instalaciones son patéticas. Hasta que no muera alguien de golpe de calor no pondrán aire acondicionado. Esperamos 20 minutos el autobus alsa 227. Es el infierno en la tierra 50 grados."
"Alvaro ca","33 reseñas · 3 fotos","Hace 7 años","Me he fijado que la empresa que ha puesto el vinilo de correos en el intercambiador lo ha hecho deprisa y corriendo, las uniones se ven desde la acer del enfrente que estan con burbujas pero grandes y no soy un entendido en la materia, creo yo que si se pone debe haber alguien que lo superbise y no ir corriendo a ponerlos."
"Mikaela Ronco Doncel","24 reseñas","Hace 6 años","Para ir al aeropuerto de 10. Tomas la linea 200 y te lleva a la T1, T2,T3y T4 por 1,50 En menos de 40 minutos en Barajas y sin pagar suplemento de metro."
"JUAN MIGUEL HERRERA","Local Guide · 202 reseñas · 271 fotos","Hace un año","Un punto muy importante de las comunicaciones de Madrid. Escasa información de los autobuses"
"Julián Langa","Local Guide · 44 reseñas · 9 fotos","Hace 7 años","If you want any help from the staff the answer will always be ""It's not my job"",""sorry ask someone else"". If you want any help, ask someone around you, the employees are absent. Si necesitas ayuda para algo la respuesta de los empleados será en cualquier caso ""lo siento, no me concierne"" o ""pregunta a otro"". Si necesitas ayuda para lo que sea pregunta a una persona de tu alrededor. Los empleados están ausentes."
"Massimo Reale","Local Guide · 229 reseñas · 652 fotos","Hace un año","Zona de Madrid con muchos bares y restaurantes y bien comunicado con toda Madrid"
"Ma Ca","Local Guide · 1.249 reseñas · 21.869 fotos","Hace 6 años","Gran estación de metro. Es la única de toda la red de metro por la que pasan 4 líneas. Muy bien comunicada. Tiene un amplio intercambiador de autobuses con varias tiendas."
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.643 reseñas · 8.897 fotos","Hace 2 meses","Está estación necesita un lavado de cara, en verano es un verdadero horno"
"Javier Ordás","Local Guide · 146 reseñas · 7 fotos","Hace 5 años","Ha mejorado de como estaba antes, pero sigue teniendo deficinecias de cara a los pasajeros, cómo el tema de no disponer enchufes para cargar el movil/ ordenador."
"TORRA EL HEFE","Local Guide · 141 reseñas · 217 fotos","Hace 8 años","Patético, como estación de BUS. No te indica nada, ni cuando sale tu bus, ni a donde tienes que ir, ni nada. Solo hay una chica en información y está abajo de todo, si nunca has ido por allí tienes que preguntarle si o si, sino no sabes cuando sale tu BUS. Saludos."
"Javier Miranda Jiménez","Local Guide · 262 reseñas · 124 fotos","Hace 2 años","Es cómoda pero puede resultar un poco confusa. Las señales de la línea 4 no resultan muy claras."
"J. Noir","Local Guide · 91 reseñas · 78 fotos","Hace 7 años","Estación con ascensor perteneciente a la Línea 9 (morada), Línea 4 (marrón), Línea 5 (verde) y Línea 6 o Circular (gris) del Metro de Madrid, y correspondiente a la zona A."
"patricia cabrero gutiérrez","4 reseñas","Hace 8 años","A la hora de buscar un trayecto en transporte público, no se muestran los autobuses interurbanos, los que llamamos ""autobuses verdes"" y que salen de este intercambiador. Es muy necesario que google maps los muestre."
"Sergio Duque","Local Guide · 87 reseñas · 123 fotos","Hace un año","Así quedaron los andenes de la línea 9 en Av de América. Amplios y luminosos."
"Carlos A Garcia V","Local Guide · 131 reseñas · 85 fotos","Hace 5 años","Metro, Autobuses urbanos y extraurbanos"
"Inés Ibáñez","Local Guide · 81 reseñas · 41 fotos","Hace un año","Faltan enchufes Los autobuses de larga distancia no están muy claros"
"silvina linguer","Local Guide · 90 reseñas · 4 fotos","Hace 3 años","My bien, pude imprimir en el locutorio y muy limpio y fácil e conectar con todo"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Intercambiador avenida de América es un intercambiador de transporte público y de metro de Madrid línea 4 6 7 y 9 con los autobuses interurbanos conexiona la ciudad española Madrid tiene muchísimas líneas de autobuses interurbanos en Madrid España"
"Rockytin","Local Guide · 97 reseñas · 26 fotos","Hace un año","Buena comunicación con muchas lineas de metro, buena limpieza y bien organizado. Buena seguridad."
"Carlos GD","Local Guide · 52 reseñas · 14 fotos","Hace 2 años","Estación de metro y buses. Mucho movimiento. Hay algunas tiendas y una oficina de administración de transportes"
"Alberto Pastor","Local Guide · 1.514 reseñas · 7.263 fotos","Hace 7 años","Intercambiador supercomunicado, 4 lineas de metro y la estación de autobuses. Si tuviera cercanías seria el top. Quizas un poco angosto, pero bien organizado para el poco espacio que ocupa"
"Xenon Costa","Local Guide · 45 reseñas · 28 fotos","Hace 7 años","Un calor horrible en las dársenas. No ponen los aires acondicionados funcionando en condiciones.  Todo el mundo sudando y deshidratando se a velocidades alarmantes."
"Gema Tomas","Local Guide · 15 reseñas","Hace 7 años","50  grados todos los dias soportando la espera del bus 227.. 20 min minimo todos los dias... Sauna gratuita.....mala infraestructura...tipico de un pais tercermundista"
"Rosalía Vallejo","Local Guide · 364 reseñas · 212 fotos","Hace un año","Es un poco lioso, hay que ir atento a los carteles,  está todo en obras."
"Mikel Mendoza Carro","Local Guide · 241 reseñas · 440 fotos","Hace 7 años","Está muy mejorado desde la última vez que estuve. Es muy cómodo y te permite moverte fácilmente desde ahí a otras zonas de la ciudad."
"Ernesto Gonzalez Franco","Local Guide · 159 reseñas · 3 fotos","Hace un año","Unos de los Mejores intercambiadores de Madrid, líneas de metro y Autobuses de cercanías y larga distancia"
"nerea lopez pastor","Local Guide · 55 reseñas · 25 fotos","Hace 6 años","No está mal tienes para sentarte y para comprar cosas y comer algo si te apetece. Y tiene el metro dentro para realizar las conexiones ."
"Rosi Celada","Local Guide · 313 reseñas · 903 fotos","Hace 2 años","Para mí está muy bien comunicado.y es bastante amplia y cómoda"
"Maria Ilda Samudio","1 reseña · 3 fotos","Hace 7 años","por trabajo tengo que pasar todo los dias ,son muy caro los refresco y  el agua en comparación con otros intercambiadores y ademas no hay ningun ""llao llao"" o un rodilla"" que a mi me gustan"
"Begoña Rebollo","Local Guide · 12 reseñas · 14 fotos","Hace un año","Pone en comunicación varios medios de transporte importantes para moverse en Madrid."
"Pablo Vargas","Local Guide · 64 reseñas · 14 fotos","Hace 5 años","¡N o  c o m p r e n  d e Las máquinas expendedoras! Están estropeadas. No funcionan. En mi caso se tragó mi billete, ni la bebida ni el cambio ni me devolvió el dinero ( de corte grande )."
"Yago Rosa","Local Guide · 120 reseñas · 478 fotos","Hace 8 años","Es un intercambiador, no vas a ir a menos que vayas a coger un buen. Después de las reformas es algo más confuso pero al menos no pasas frío esperando"
"FErnando Iglesias","1 reseña","Hace 3 años","Demasiada gente en época de COVID, además no cuenta con mucha climatización."
"Pedro Jesús González","Local Guide · 38 reseñas · 42 fotos","Hace 6 años","Las máquinas de vending me han dejado sorprendido. Una botella de agua de 50cl y una palmera de chocolate: 3.30€"
"Alejandra Zelaya","Local Guide · 140 reseñas · 72 fotos","Hace un año","Ahora mismo está en reformas, pero sigue funcionando bien."
