"d4r55","RfnDt","rsqaWe","wiI7pd"
"Africa Parejo","10 reseñas","Hace 6 años","Con lo bien qué esta la plaza y lo mal pensado que está el metro. Confluyen 3 líneas y si vienes de la 10 a la 5 se produce un auténtico atasco en las escaleras. Los andenes de la 5 solo tienen una entrada y una salida, lo que provoca tapones de gente por la mañana. No hay aire acondicionado, así que con tanta gente y en verano es para morirse. Para colmo, no dispone de ascensores. Necesitarían hacerla de nuevo entera."
"Pilar Gomez","Local Guide · 32 reseñas · 14 fotos","Hace un año","Mi experiencia es pésima,casi todos los días está estación tiene todas sus escaleras mecánicas paradas a primera hora de la mañana.Y cuando una persona está bien de salud no tiene problema,pero en mi caso con una sería lesión en las lumbares,se hace muy cuesta arriba subirlas.Asi q x favor un poco de empatía con todas aquellas personas q tenemos problemas de salud y pongan en marcha las escaleras mecánicas desde primera hora,se lo agradeceremos infinitamente,gracias"
"Jaume Estapé","Local Guide · 180 reseñas · 356 fotos","Hace 10 meses","No hay acceso con silla de ruedas aunque la información en Google Maps diga que sí. He intentado editarlo pero no funciona."
"Mari Cruz Jiménez Mellado","Local Guide · 262 reseñas · 7 fotos","Hace un año","No hay ascensor ni escaleras mecánicas, a ver si el metro que hace recaudaciones millonarias se conciencia de una vez que todos no tenemos una movilidad óptima para hacer uso de éste transporte público tan necesario para en la medida de lo posible llegar más rápido donde necesitamos"
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace 2 años","Estación de metro de Madrid, que une varias líneas de metro. Zona importante de bares de copas, muy cerca del centro de Madrid. Como todas las estaciones de metro de Madrid, bien señalizada, y acceso amplios, remodelados y adaptados"
"SanMarc","42 reseñas · 3 fotos","Hace 2 años","Vergonzoso otra vez las escaleras de la subida  de linea 10 ,parada Alonso Martinez rotas no funcionan para que pagamos abono? Para tener que estar con incidencias casi todos los dias si no son los trenes son las escaleras , pregunto si vienes con muletas , escayola.... o padres con sus carritos la facilidad donde esta? Han estado con esas escaleras rotas por lo menos 1 mes y pico otra vez? Vaya telita"
"Guillermo Fernandez","Local Guide · 945 reseñas · 5.324 fotos","Hace 2 años","Un servicio de transporte excelente con un personal preparado y profesional, por mucho que la Comunidad de Madrid lo tenga cada vez más abandonado. Esperemos que la tendencia se revierta y se consiga poner el servicio a la altura de las personas."
"Guillem Jimeno","369 reseñas · 669 fotos","Hace 6 años","Podrá ser funcional, ancha e intercambiadora con otras líneas, pero la de escaleras que hay que subir desde la línea 10 hasta la calle... ¡Tiene delito! La vez que lo hice por primera con mi padre y con mi hermano, contamos hasta 8 pisos girando 360º. Y sin ascensor ni mecánicas..."
"Javier París","Local Guide · 631 reseñas · 1.522 fotos","Hace 6 años","La estación se ha quedado completamente anticuada. De vez en cuando realizan trabajos de reformas, pero sin duda es una estación que habría que realizarla completamente nueva. Olores a humedad, andenes con una única salida para la gran cantidad de personas que frecuentan o que pasan por ella Decir que lógicamente no está adaptada para personas con discapacidad física, sin ascensores en los andenes ni para bajar al vestíbulo. Y como esta estación hay otras muchas en la zona centro de Madrid, donde se debería invertir una buena cantidad de dinero para adecentarla en los tiempos actuales."
"Miguel Fernández","Local Guide · 34 reseñas · 12 fotos","Hace 7 años","Me encanta esta estación, hay enchufes para cargar el móvil y veo cómo pasan los trenes, es mejor que el cine y me gusta porque pasan como cada 4 minutos y hacen fiuuuuu o algo así. Son graciosos los cantantes y músicos que se suben a veces a pedir jajajaja me río de ellos."
"francisco guevara","Local Guide · 221 reseñas · 4.608 fotos","Hace 3 años","No entiendo la distancia de seguridad que está permitiendo metro de madrid en diferentes estaciones y en otras no en otras como si nada los metros vienen abarrotados de personas y los pasillos de igual manera y metro de madrid no toma medidas correspondientes más lentitud en el sistema metro... la nieve fue lo mejor de esta estación sin duda alguna por eso 1 estrella nada más"
"Felix Lopez","Local Guide · 1.219 reseñas · 3.179 fotos","Hace 7 años","Yo soy fan de esta zona en los 20 años que llevo en Madrid. Buen punto para quedar por trabajo o por ocio por la buena oferta de cafeterías y restaurante Bien comunicada y a pocos minutos de Gran avía, la Castellana o Atocha"
"Jorge","2 reseñas","Hace un año","No tiene acceso para las personas con movilidad reducida, pero en cambio tienen una puerta para personas con silla de ruedas que se abre pero luego no hay ascensores para ellos."
"Ramon","13 reseñas · 6 fotos","Hace 2 años","Es una plaza con mucha actividad. En la rotonda de la plaza hay bastante trafico. Hay un café restaurante:  Santander  Y en la plaza Santa Barbara hay mas zonas de bares y restauracion."
"Jorge Gullon Ramírez","Local Guide · 812 reseñas · 774 fotos","Hace 2 años","No hay ascensor. Las escaleras  mecánicas  está  muy a menudo estropeadas o en mantenimiento. El acceso desde la calle es sólo  mediante  escaleras,  difícil con un carrito  de bebé  o con maletas."
"Maria Luisa Rodriguez Colubi","Local Guide · 1.101 reseñas · 323 fotos","Hace 8 años","Estación de metro grande donde encontrarás 3 líneas diferentes. A la salida encontrarás varias líneas de autobús. En la plaza de Alonso Martínez tienes bares donde poder tomar algo fresquito y disfrutar de música en directo en la sala Junco."
"carlos goncalves","7 reseñas","Hace 2 años","La peor estación de Madrid no hay ascensores las escaleras eléctricas siempre están dañadas el personal que trabaja en esa estación siempre está de mal humor nunca te resuelven ninguna duda siempre hablando entre ellos o en el móvil es una muy mala estación sobre todo el personal"
"Marta Ruiz Huerga","Local Guide · 1.052 reseñas · 4.795 fotos","Hace 6 años","La plaza es muy vistosa y turística. Es otra de las miles de zonas de la ciudad que merece la pena visitar. En su entorno hay bares, restaurantes, tiendas, teatros, etc...."
"Tomás Sánchez","5 reseñas · 10 fotos","Hace 8 meses","Las escaleras siempre estropeadas desde hace más de 3 años"
"ola kase","11 reseñas","Hace 8 años","ATENCIÓN!! Salida de metro infestada de CAPTADORES!! Se recomienda actuar como si hicieras una llamada en caso de que no tengas huevos a mandarles a la mierda, no es fácil deshacerte de ellos educadamente, son listos y numerosos"
"Janio Renwick VAVAV","Local Guide · 452 reseñas · 4.138 fotos","Hace 5 años","LLENO DE TERRAZAS, ES UN PUNTO DE ENCUENTRO.... ANTIGUAMENTE SE LLAMÓ GLORIETA DE SANTA BARBARA POR HALLARSE LA ANTIGUA PUERTA DE SANTA BARBARA. HASTA MEDIADOS DEL SIGLO XIX. UNA PLAZA MUY CONCURRIDA Y DE PASO OBLIGADO. TE INVITO A QUE DESCUBRAS....!!!! LOS MUSEOS, RESTAURANTES, BARES, BOUTIQUES... MÁS CHIC... E INTERESANTES DE LA CIUDAD. #HELLOMADRIDNEWS #LETSGUIDE #VENAVERMEALGUNAVEZ #ELLUJOMEEMBORRCHA #VAVAVGUIDE #VAVAVLYST #LAESTRELLADEPANAMA"
"Víctor Criado Hernández","Local Guide · 147 reseñas · 85 fotos","Hace 7 años","Es vieja, huele mal, y al salir, tiene captadores. Todo es bonito en el exterior y es una buena estación al tener acceso a 3 lineas."
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.643 reseñas · 8.906 fotos","Hace 2 meses","Estación en todo el centro de Madrid, un poco liosa y antigua"
"Roberto Peña Arias","Local Guide · 151 reseñas · 2.090 fotos","Hace 4 años","Es una estación de metro un poco descuidada, muy sucia, pero allí vamos al transporte y listo, útil como todas...."
"MAR SANTOS","Local Guide · 34 reseñas","Hace 6 años","Es una de las estaciones peor adaptadas. No tiene ascensor y hay muchas escaleras. Con frecuencia las escaleras mecánicas estas estropeadas. Esta vieja y actualmente en reformas..... A ver si solucionan algo....."
"Jonathan Ali Bolaño Coronel","Local Guide · 112 reseñas · 91 fotos","Hace un año","Me gustó mucho la zona, hay muy buenas terrazas."
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Alonso Martínez es una estación del servicio de metro de Madrid línea 4 5 y 10 en el barrio Castellana bajo tierra pasa la línea C3 C4 de cercanías RENFE la estación de metro se encuentra en la plaza Alonso Martínez y plaza santa Bárbara en Madrid España"
"cesar castro","Local Guide · 151 reseñas · 51 fotos","Hace un año","Metro con líneas 4,5 y 10. A los alrededores hay muchas opciones para comer"
"Yolanda AB","Local Guide · 58 reseñas · 17 fotos","Hace 5 años","No muy bien si se trata del metro hay muchas escaleras aunque hay escaleras mecánicas casi siempre es tan averiadas y no hay ascensor y hablamos del centro de Madrid"
"el Salón Ropa y complementos","Local Guide · 106 reseñas · 72 fotos","Hace 6 meses","dinámica, antigua y bulliciosa."
"Ana M","Local Guide · 342 reseñas · 42 fotos","Hace 4 años","Estación de metro saturadísima... coinciden 3 líneas de metro y las aglomeraciones son de lo más habituales. Deberían remodelarlo o aumentar las frecuencias para evitarlo."
"CODETC","Local Guide · 20 reseñas · 2 fotos","Hace un mes","Buena parada"
"Víctor Apellidos","Local Guide · 1.438 reseñas · 1.688 fotos","Hace 6 años","Buen acceso, hay bastantes máquinas para recargar la tarjeta. Accesible desde varios puntos."
"Lión Puga","Local Guide · 462 reseñas · 3.151 fotos","Hace 2 años","Es una de las paradas de metro más pequeñitas pero rápida y sin colas"
"Natalie's Diary","Local Guide · 95 reseñas · 466 fotos","Hace 4 meses","Bien"
"Germán Alberú Barriga","Local Guide · 827 reseñas · 743 fotos","Hace un año","Una estación de metro, sin embargo, el barrio me trae gratos recuerdos"
"Jose Ignacio","Local Guide · 434 reseñas · 4.133 fotos","Hace 5 años","Un espacio urbano de primer orden en una zona noble, con edificaciones dignas y típicas de Madrid."
"María Isabel Gómez Merino","Local Guide · 15 reseñas","Hace un año","Es. Una. Estación. Muy grande. Y. Bonita. Y. Amplia.   Y. Bien limpia."
"Jorge Martínez","Local Guide · 582 reseñas · 558 fotos","Hace 8 años","Zona de bares y terrazas para beber algo o salir de tapas. También por la noche hay marcha."
"Carlos Diaz","194 reseñas · 104 fotos","Hace 2 años","Los que llegamos desde la Goya, por ejemplo, tenemos que pasar ante una línea larga de entradas para llegar a donde podemos salir"
"Samuel G.","Local Guide · 775 reseñas · 1.700 fotos","Hace un año","Buena estación. Céntrico y con conexiones de varias líneas."
"Ennio Cristiano","10 reseñas · 2 fotos","Hace 6 años","Buen estación, como es de esperarse el metro de Madrid es muy puntual y bien diseñado"
"Iván Melo","Local Guide · 78 reseñas · 11 fotos","Hace 2 años","Estación de metro siempre muy concurrida y porque no decirlo,siempre lleno de fachas..."
"Iris Del Pilar","Local Guide · 69 reseñas · 225 fotos","Hace 3 años","No todos los espacios están accesibles, creo que están haciendo remodelaciones. La línea del metro funciona a la perfección."
"Alexander Rincon","19 reseñas · 37 fotos","Hace 4 años","Buena zona para alojarse en Madrid cerca a múltiples estaciones de metro y cerca al centro histórico y comercial de la ciudad."
"Esteban V.","Local Guide · 359 reseñas · 673 fotos","Hace 3 años","Plaza espaciosa y soleada para tomar un cafecito tranquilamente en una de sus terrazas"
"Joel C.G","Local Guide · 88 reseñas · 47 fotos","Hace 4 años","Plaza muy atractiva en el centro de Madrid, está el metro Alonzo Martínez."
"Omar Olivares","Local Guide · 76 reseñas · 59 fotos","Hace un año","Bonito lugar !!"
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace un año","Muy estrecho, muchos tramos de escaleras."
"Eduardo","Local Guide · 313 reseñas · 120 fotos","Hace 2 años","Supermercado de mucha categoría, se pueden encontrar en productos de muchos lugares del mundo, muy va recomendable"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace 2 años","Sector muy agradable comodidad seguridad calidez de su personal"
"Aimara Garcia","Local Guide · 86 reseñas · 54 fotos","Hace un año","Laberinto pero una vez que aprendes las rutas està bien"
"Vicente Polo","Local Guide · 232 reseñas · 97 fotos","Hace 11 meses","Zona peatonal y con comercios y restauracion."
"Francisco ReVal","Local Guide · 64 reseñas · 17 fotos","Hace 7 años","Paso todos los días por allí. Facilidad de acceso. Múltiples conexiones de Metro"
"Gerardo Enrique Dominguez","Local Guide · 483 reseñas · 6.531 fotos","Hace un año","Una estación de metro de Madrid, donde podemos hacer varias combinaciones de metro"
"DANIEL RAZOLA","Local Guide · 31 reseñas · 12 fotos","Hace 2 años","Una vergüenza un vigilante solo contra 3 personas vergonzoso por parte de los compañeros dejarle solo"
"Carlos Robledano","7 reseñas · 1 foto","Hace 7 años","Me gusta porque tiene 3 líneas (4,5 y10)"
"Bernardo Chicharro Hernández","Local Guide · 290 reseñas · 3.819 fotos","Hace 8 años","Un clásico barrio de Madrid, perfecto para tomar algo"
"Simon Ghost Riley","Local Guide · 241 reseñas · 1 foto","Hace 4 semanas","Plaza céntrica"
"Javier Muñoz Gomez","Local Guide · 518 reseñas · 738 fotos","Hace un año","Buena estación de metro con múltiples salidas a calle."
"Arturo Bird","Local Guide · 87 reseñas · 327 fotos","Hace 5 años","Estación de metro con tres líneas. Es antigua y no es accesible para sillas de ruedas."
"Erickson E. Arcila Rojas (Erick)","Local Guide · 102 reseñas · 11 fotos","Hace un año","Estación de metro 🚇, conexión líneas 4 y 10.…"
"Luis Español Lobo","3 reseñas","Hace 9 meses","Líneas 5 10 y 4"
"Benjamin Velazquez Rodriguez","Local Guide · 750 reseñas · 417 fotos","Hace 2 años","Estación de metro, centica que une las líneas 4, 5 y 10"
"Laura V","6 reseñas","Hace un año","Muchas escaleras y sin ascensor!"
"ana de la cruz","Local Guide · 19 reseñas","Hace 6 años","Impresionante el calor que hace en esta estacion. En verano es horroroso."
"Javier Gómez Muñoz","Local Guide · 360 reseñas · 214 fotos","Hace un año","Muy chulo"
"Rafael Alonso","Local Guide · 110 reseñas · 147 fotos","Hace 4 años","Centro de Madrid. Restaurantes, bancos, bares, hoteles..."
"00 Toni Barba","Local Guide · 323 reseñas · 70 fotos","Hace 2 años","Mucho calor, no parece que esté bajo tierra"
"ANTONIO ORELLANA MARTIN","Local Guide · 1.777 reseñas · 9.603 fotos","Hace 4 años","Estación de metro de la linea 5 con conexión con las lineas L 4 y L10 del metro de Madrid."
"ALONSO BETETTA","Local Guide · 256 reseñas · 16 fotos","Hace un año","Estación bastante ordenada"
"Ana Maria Briñon","317 reseñas","Hace un año","Pasear tranquilamente por las calles de Madrid"
"Toñi Carrascal","Local Guide · 166 reseñas · 1.361 fotos","Hace un año","Es una parada de metro como cualquier otra."
"Marcelino Camacho Paz","Local Guide · 97 reseñas · 622 fotos","Hace 8 años","Una buena estación de metro con accesos a andenes más o menos cortos."
"Martin Antonio Jaime Yagüe","Local Guide · 263 reseñas · 466 fotos","Hace 3 años","Una plaza muy bien cuidada"
"Paula 10","Local Guide · 107 reseñas · 68 fotos","Hace 3 años","No tiene acceso para sillas de ruedas."
"Angel Zinsel","Local Guide · 112 reseñas · 354 fotos","Hace 4 años","Esta parada pertenece a las líneas antiguas de metro de Madrid"
"Daniel Jose Paipa Scarpitti","8 reseñas · 2 fotos","Hace 7 años","Muy limpia y con varios trasbordos"
"Vamos Atleti","Local Guide · 138 reseñas · 6 fotos","Hace un año","Limpia, buena señalización"
"Taxus Baccata","Local Guide · 288 reseñas · 14.345 fotos","Hace 3 años","Buen intercambiador, cómodo y céntrico."
"Gorka Villanueva","Local Guide · 80 reseñas · 137 fotos","Hace 2 años","Limpio e indicaciones claras."
"Alicia Rica","Local Guide · 64 reseñas · 23 fotos","Hace 2 años","Nunca funcionan las escaleras eléctricas"
"david gonzalez","Local Guide · 1.067 reseñas · 13.429 fotos","Hace 9 meses","hermosa plaza"
"José Antonio MC","Local Guide · 436 reseñas · 953 fotos","Hace 8 meses","Bonita"
"Noe Molina","Local Guide · 188 reseñas · 4 fotos","Hace un año","Bien"
"Alvaro Gonzalez","Local Guide · 203 reseñas · 188 fotos","Hace 8 años","Muy buena parada de metro."
"Águeda Vereda","Local Guide · 7 reseñas · 155 fotos","Hace 7 años","Es un intercambiador común y de buena zona"
"Lili Yasenova","7 reseñas","Hace un año","Atencion al cliente mala"
"Fernando Samaniego Blossut","Local Guide · 11 reseñas · 109 fotos","Hace 6 años","Un bosque dónde todos hemos quedado alguna vez"
"Jose Oliva","Local Guide · 228 reseñas · 1.994 fotos","Hace 2 años","Bella arquitectura urbana"
"Lucia Alonso Suarez","Local Guide · 10 reseñas · 2 fotos","Hace un año","Fenomenal"
"Laura Zeta","Local Guide · 531 reseñas · 45 fotos","Hace 4 años","Transbordo cortos, aunque bastantes escaleras"
"Alvaro San Miguel","80 reseñas · 202 fotos","Hace 2 años","Buen ambiente"
"Miguel Fernandez","49 reseñas · 145 fotos","Hace 4 años","Vaya lagartijas que hay por la parec"
"Fco Javier Martin Ramos","Local Guide · 149 reseñas · 149 fotos","Hace 2 años","Estación de metro con trasbordo para ir a otros ramales"
"Reinaldo Sifontes","Local Guide · 115 reseñas · 243 fotos","Hace 2 años","Excelente estación"
"Pedro Berberana","Local Guide · 134 reseñas · 1.969 fotos","Hace 7 años","Enchufes y bien comunicado"
"Edixon José Uzcategui Paredes","Local Guide · 90 reseñas · 157 fotos","Hace 2 años","Excelente zona"
"Antonio Jesus Rodríguez Baena","6 reseñas","Hace 10 años","Yo me llamo asie"
"Roberto Ardila González","Local Guide · 417 reseñas · 555 fotos","Hace un año","Aseada y señalizada."
"Adrián Conrado","Local Guide · 435 reseñas · 160 fotos","Hace 3 años","Plaza llena de vida."
"Patricia","Local Guide · 181 reseñas · 153 fotos","Hace 5 años","Uno de los mejores lugares de Madrid"
"Ramkrishna Pudasaini","Local Guide · 454 reseñas · 5.338 fotos","Hace 5 años","Muy céntrico de Madrid"
"Germán P","Local Guide · 188 reseñas · 1.266 fotos","Hace 2 años","Lugar emblemático"
"Nicoleta Pety Sandu","1 reseña · 1 foto","Hace 7 años","Es bueno"
"Fran P","Local Guide · 127 reseñas · 326 fotos","Hace 2 años","Excelente"
"Marcio Chaves","Local Guide · 155 reseñas · 143 fotos","Hace 7 años","Muy bonita."
"Meisabel Laversa","7 reseñas · 5 fotos","Hace un año","Bien"
"danial afkari","Local Guide · 71 reseñas · 33 fotos","Hace 4 años","Cerrado !  : ("
"Javier M","Local Guide · 164 reseñas · 182 fotos","Hace un año","Estación de metro normal"
"Jesús Delgado","Local Guide · 115 reseñas · 22 fotos","Hace un año","Buen metro."
"Marco Ferreiro","Local Guide · 143 reseñas · 1.312 fotos","Hace 5 años","Esta en obras de mejora"
"marje","Local Guide · 1.149 reseñas · 4.558 fotos","Hace un año","Una estación más"
"José Miguel","Local Guide · 264 reseñas · 367 fotos","Hace 7 años","Bien comunicado"
"Anibal Loreto","211 reseñas","Hace 5 años","Bello lugar"
"Ricardo Alfonzo","Local Guide · 575 reseñas · 1.095 fotos","Hace 2 años","Bien"
"Jose Maria Martin","Local Guide · 188 reseñas · 44 fotos","Hace 6 años","Con normalidad llega"
"el_ chekh75","8 reseñas · 7 fotos","Hace 3 años","❤❤❤❤"
"Cristina Dragne","27 reseñas · 306 fotos","Hace 6 años","Maravilloso"
"Victor Sanchez","Local Guide · 137 reseñas · 1.261 fotos","Hace 4 años","Muy bonito"
"julio montalvo lugo","Local Guide · 316 reseñas · 8.101 fotos","Hace un año","Limpio, excelente señalización y bien iluminado. Impresionante experiencia."
"Urban Traveler","Local Guide · 2.513 reseñas · 6.636 fotos","Hace 4 años","Nudo de Metro activo en el centro de Madrid donde cambiar de línea para ir Norte-Sur y Este-Oeste"
"Rodrigo Iglesias","9 reseñas","Hace un año","Importante centro de metro, pero carece de acceso para personas en sillas de ruedas o con movilidad limitada. Múltiples niveles para descender sin ascensor. Debe desviarse a la estación de Bilbao para acceder al ascensor."
"Sandra Sanz","Local Guide · 104 reseñas · 105 fotos","Hace 6 años","Gran lugar para hacer una escapada en Madrid. Hay muchos pubs y una bonita librería con bonitos souvenirs de Madrid. La mejor parada para tomar una cerveza (una de las cervecerías más emblemáticas de Madrid está aquí), hablar con amigos y comprar algunos libros y recuerdos para la familia. ¡Me encantó! Muy recomendable."
"Ricardo Sandez","Local Guide · 152 reseñas · 687 fotos","Hace 3 años","Preciosa plaza, el espíritu de Madrid está muy vivo en estas calles, perfectas para pasear sin rumbo, o también puedes visitar los museos que la rodean."
"Dr.Ehab Rashed","Local Guide · 115 reseñas · 174 fotos","Hace 3 años","Hermosos edificios antiguos."
"Szymon Grzybowski","Local Guide · 1.074 reseñas · 1.678 fotos","Hace un año","Bonita estación de metro con trenes frecuentes, fácilmente navegable gracias a una buena señalización."
"Omir Sayo","Local Guide · 17 reseñas · 7 fotos","Hace un año","Siempre terminaba aquí después de mi trabajo y me gusta este lugar porque es bueno y está cerca del centro."
"Raul Oviedo Torres","Local Guide · 29 reseñas · 12 fotos","Hace un año","Encontré un lugar llamado LAMUCCA, genial para desayunar o comer algo."
"Golam Mostafa","2 reseñas · 2 fotos","Hace 3 meses","Uuuuz"
"HTC G1","Local Guide · 2.113 reseñas · 10.309 fotos","Hace un año","Buena infraestructura."
"The Virtual Souvenir TVS","Local Guide · 43 reseñas · 220 fotos","Hace 7 años","Es una estación de tren bien comunicada cerca de malasaña y barrio de chueca."
"Morics Murnieks","8 reseñas · 11 fotos","Hace 5 meses","cuidado con los carteristas"
"Andrew L","Local Guide · 1.219 reseñas · 8.660 fotos","Hace 6 años","buena estacion"
"Narendran Bhaskaran","Local Guide · 22 reseñas · 373 fotos","Hace 4 años","Es un lugar muy bonito en Madrid."
"ABDUL SALAM SILLAH","Local Guide · 37 reseñas · 46 fotos","Hace 2 años","Esta es una buena experiencia con create."
"paru sharma","Local Guide · 71 reseñas · 536 fotos","Hace 2 años",""
"Fernando Moreno","Local Guide · 601 reseñas · 5.422 fotos","Hace 3 años","1984 :))"
"Maria Mancini","Local Guide · 271 reseñas · 1.520 fotos","Hace 4 años","Bonita estación de metro"
"stephane cueff","Local Guide · 57 reseñas · 47 fotos","Hace 6 años","Metro"
"Shweta Girme","Local Guide · 48 reseñas · 49 fotos","Hace 2 años","Metro"
"Jose Antonio Sanz Gómez","Local Guide · 5 reseñas · 307 fotos","Hace 2 semanas",""
"M Valen","8 reseñas","Hace 3 semanas",""
"Luz Adriana","Local Guide · 32 reseñas · 69 fotos","Hace un mes",""
"Margarita Manchado","Local Guide · 173 reseñas · 227 fotos","Hace un mes",""
"Arctic Blacksword","Local Guide · 64 reseñas","Hace 2 meses",""
"pourya rajabi","Local Guide · 12 reseñas · 11 fotos","Hace 3 meses",""
"Juan Fco. López","Local Guide · 14 reseñas · 15 fotos","Hace 3 meses",""
"Luis Rivera","Local Guide · 3 fotos","Hace 4 meses",""
"Javier Mañas","Local Guide · 58 reseñas · 77 fotos","Hace 4 meses",""
"Rafael Sánchez","Local Guide · 428 reseñas · 174 fotos","Hace 4 meses",""
"Juan Dorda","Local Guide · 287 reseñas · 44 fotos","Hace 5 meses",""
"pedro oronoz crespo","Local Guide · 19 reseñas · 42 fotos","Hace 5 meses",""
"Ángel Rodríguez Sánchez-Conde","Local Guide · 128 reseñas · 632 fotos","Hace 5 meses",""
"Juan Pedro Claudio","Local Guide · 11 reseñas · 3 fotos","Hace 7 meses",""
"SAFE 1107 1107","Local Guide · 99 reseñas · 7 fotos","Hace 7 meses",""
"Gregorio Sastre","Local Guide · 49 reseñas · 940 fotos","Hace 7 meses",""
"Julio Velazquez López (JUVELO)","Local Guide · 9 reseñas · 2 fotos","Hace 7 meses",""
"Ignacio Gómez","Local Guide · 61 reseñas · 47 fotos","Hace 8 meses",""
"Adriana Guillén Martínez","Local Guide · 91 reseñas · 24 fotos","Hace 8 meses",""
"Gabriel Manquillo","Local Guide · 221 reseñas · 8.488 fotos","Hace 9 meses",""
"Peter","Local Guide · 10 reseñas · 1 foto","Hace 9 meses",""
"abraham mata haro","Local Guide · 131 reseñas · 32 fotos","Hace 9 meses",""
"Gabriela Roade","Local Guide · 107 reseñas · 979 fotos","Hace 9 meses",""
"Taddy McAuley","Local Guide · 248 reseñas · 251 fotos","Hace 10 meses",""
"MADRID SPAIN","Local Guide · 28 reseñas · 7 fotos","Hace 11 meses",""
"Andres Villamizar","Local Guide · 20 reseñas · 39 fotos","Hace un año",""
"lautA788 xD","Local Guide · 4 reseñas","Hace un año",""
"Jose Fernandez","Local Guide · 207 reseñas · 60 fotos","Hace un año",""
"George Kuznetsov","Local Guide · 297 reseñas · 2.287 fotos","Hace un año",""
"Said Mnissar","Local Guide · 207 reseñas","Hace un año",""
"Jose Perez","Local Guide · 68 reseñas · 366 fotos","Hace un año",""
"Teresa Alvarez","Local Guide · 100 reseñas · 9 fotos","Hace un año",""
"Paola Contreras","Local Guide · 30 reseñas · 7 fotos","Hace un año",""
"jose francisco sevilla rigo","Local Guide · 680 reseñas · 2.650 fotos","Hace un año",""
"Óscar Alarcón","Local Guide · 241 reseñas · 506 fotos","Hace un año",""
