"d4r55","RfnDt","rsqaWe","wiI7pd"
"Juanjoalmehida","Local Guide · 197 reseñas · 154 fotos","Hace un año","Emblema de la economía de España. Es el banco Estatal y en sus bóvedas se guarda los metales preciosos así como toda documentación de control de usuarios y bancos privados"
"Sandra E.M","16 reseñas · 1 foto","Hace un año","Hemos ido a ver la puerta del Ratoncito Pérez, ya que a mi hijo se le ha caído su primer diente y hemos encontrado lo q parece una ""puerta provincial"" también vemos muchas marcas, como si las hubieran arrancado. Me parece una iniciativa muy atractiva para los niños, lastimas que no se le pueda cuidar más 😔…"
"Anecdonet (anécdotas y viajes)","Local Guide · 245 reseñas · 4.293 fotos","Hace 7 meses","Para muy céntrica de Madrid."
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace 2 años","No es accesible para personas con movilidad reducida. Si esta adaptada para personas invidentes con el carril central. El acceso es de tornos antiguos. La estación no es muy profunda."
"Daniel Daniel","Local Guide · 684 reseñas · 298 fotos","Hace 3 años","A quien no le gusta el Banco de España... por cualquier motivo... no solo arquitectonivamente. Continente y contenido llenos de atractivo.. pero detrás  de Banco de España, en la antigua calle del Turco (ahora Marqués  de Cubas) en el siglo XIX ocurrió uno de los hechos que cambiaron le historia  de España. No es difícil imaginar esta calle sin asfaltar, escenario  del atentado  al General Prim... quizá por no ser muy transitada te transporta a ese momento. Madrid siempre sorprendente."
"Mariano Marasco","888 reseñas","Hace 2 años","No es una de las mejores estaciones de metro 🚊🚊que encontré en mí estadía en la Ciudad de Madrid 🔴⚪🔵🐻🐻. La observe poca mantenida por parte de la (👎👎👎) empresa y me llama la atención los (🕵️🕵️🧑‍🔧🧑‍🔧🧑‍🔧) empleados tomando cerveza (🍺🍺🍺) a la siete de la tarde. Si esto fueron otros país lo estarían echando a la  calle 😔😔🚥🚥🚦🚦🌁🌁."
"Frank G","Local Guide · 140 reseñas · 490 fotos","Hace un año","Un lugar emblemático de Madrid con un gran edificio, excelente personal y grandes medidas se seguridad, lógicamente al lado de la plaza de Cibeles."
"Diana Dobrincu","Local Guide · 229 reseñas · 808 fotos","Hace 3 años","Edificio muy bonito y muy bien situado cerca del paseo de Recoletos y la plaza de Cibeles. Recomiendo la visita de este edificio para empezar una ruta que suba por la calle Gran Vía."
"Silvia Graciela Vila","Local Guide · 326 reseñas · 193 fotos","Hace 3 meses","Hermoso edificio"
"jose antonio santos toledo","Local Guide · 425 reseñas · 2.625 fotos","Hace 2 años","Curiosa la decoración, es preocupante la pasta que se va en publicidad, en varias estaciones ocurre lo mismo, tanto dinero da esa serie?, y no hablemos de cuando empezó la campaña!!! Menudo despliegue, cuadros como si fuera uno de los pasillos de un paseo o del banco, cientos y cientos de lingotes (supongo y creo que de madera o corcho)"
"Ruben Lopez","Local Guide · 292 reseñas · 1.187 fotos","Hace 2 años","Si visitas la Plaza de Cibeles con niños, una de las curiosidades de la Entrada del Metro de Banco de España, es que el Ratoncito Pérez tiene su propia puerta de acceso al Metro. Buscarla..."
"Luis Rodrigues","Local Guide · 157 reseñas · 2.018 fotos","Hace 3 años","Edificio del siglo XIX en la esquina del Madrid más señorial, entre Alcalá, Cibeles y Paseo del Prado. El edificio es arquitectónicamente muy bello y alberga la sede central de Banco de España. Obviamente no se puede entrar pero sería maravilloso poder hacerlo. Además los alrededores y edificios colindantes son preciosos."
"Jose Luis Reinares","Local Guide · 160 reseñas · 45 fotos","Hace un año","Edificio historico interesante de ver, tanto por fuera como la zona que se puede acceder por dentro"
"Marta","Local Guide · 98 reseñas · 238 fotos","Hace 2 años","Entrada del ""Ratoncito Pérez"" restaurada en la boca de ""Metro de Banco de España"" (acceso Palacio de Buena Vista). Para información de los turistas el Ratoncito Pérez es el que se lleva los dientes de leche de los niños y a cambio les deja un regalo debajo de la almohada, (generalmente monedas o billetes). Que apareciera en la parada de Metro de ""Banco España"" tiene su lógica, ya que de algún sitio tendrá que sacar los billetes el Ratoncito Pérez para hacer frente a la demanda de dientes de leche. No se sabe quién colocó la puerta en el acceso al suburbano, pero desde entonces es ya un icono muy visitado, sobre todo por los más pequeños."
"Walter Victorio Faila","Local Guide · 788 reseñas · 6.910 fotos","Hace 3 años","El Banco de España tiene una larga tradición histórica, que hunde sus raíces en el siglo XVIII. En 1782, el rey Carlos III creó en Madrid una sociedad por acciones, cuya propiedad correspondía a instituciones y sujetos particulares. Los principales gobernantes ilustrados de la época, como el primer secretario de Estado, el conde de Floridablanca, el secretario de Estado de Hacienda, Miguel de Múzquiz y Goyeneche, y el fiscal del Consejo de Castilla, Pedro Rodríguez de Campomanes, apoyaron la creación de este instituto bancario. Aunque no era un banco público, gozaba de la protección de la Corona, y mantenía estrechos lazos financieros con el Estado. Se llamó Banco Nacional de San Carlos. El principal objeto del Banco Nacional de San Carlos era la reducción o descuento de vales reales a metálico. Los vales reales eran una modalidad de deuda pública, cuyos títulos, además de proporcionar una rentabilidad determinada a su poseedor, tenían capacidad liberatoria en grandes pagos, por lo que son considerados la primera manifestación de papel moneda existente en España. El creador de los vales reales fue Francisco Cabarrús, un comerciante ilustrado de origen francés, quien sería asimismo fundador del Banco Nacional de San Carlos y miembro nato de su dirección. En 1789 recibiría de Carlos IV el título de conde de Cabarrús. El Banco Nacional de San Carlos tenía también, entre otros cometidos, el descuento de letras de cambio y efectos de comercio, los préstamos con garantía y la financiación de actividades del Estado. Al año siguiente de su institución empezó a emitir los primeros billetes llamados «cédulas». Estas cédulas garantizaban un inmediato reembolso en metálico, reembolso que efectuaría el propio banco emisor; se canjeaban al portador sin producir ningún interés, lo cual les diferenciaba de los vales reales. Este carácter de cédula o billete duró hasta la guerra civil española, por eso todos los billetes llevaban la leyenda «El Banco de España pagará al portador...». La frase sobrevivió hasta 1976, pero había perdido valor legal desde la ley de noviembre de 1939."
"Victor Iglesias","Local Guide · 670 reseñas · 8.265 fotos","Hace 6 años","El mejor sitio para guardar tus lingotes de oro. No mucha gente sabe que después de la I Guerra Mundial España tenía las 4as reservas de oro del mundo y se guardaban en la cámara acorazada del BdE. Erróneamente, se cree que está cámara está bajo la fuente de Cibeles, pero sí es probable que se pueda inundar en caso de intento de robo. El edificio en sí, es de finales del siglo.XIX y las primeras décadas del s.XX."
"Jose Aurelio Muñiz Palacios","Local Guide · 76 reseñas · 7 fotos","Hace 9 meses","Sitio emblemático, es una visita obligada en el entorno de la fuente de La Cibeles"
"tutu ruru","Local Guide · 34 reseñas","Hace 4 años","Curiosa estación de metro donde los discapacitados y carritos de bebé tienen sus señales pero no sus rampas, ni ascensores. Creo que deben desplegar sus paracaídas y lanzarse escaleras abajo."
"ANTONIO ORELLANA MARTIN","Local Guide · 1.777 reseñas · 9.603 fotos","Hace 6 años","Estación de metro de Madrid ubicada en la linea 2 sin conexión con otra linea. A pesar de ello y por la zona donde esta da servicio de metro a la plaza Cibeles, parte de  calle Alcala, parte de la Gran Vía, Paseo del Prado, Recoletos, Montalban, etc. Para mi punto importante para las comunicaciones de la ciudadania en transporte público"
"Julián Martín","Local Guide · 481 reseñas · 8.482 fotos","Hace 5 años","Una de las instituciones financieras más importante de España, si no la más. Tiene la función de regular la política monetaria y ejerce la supervisión y control de todas las instituciones privadas de finanzas. Cajas, Bancos, Fondos de inversión, etc. Aún nombrados sus dirigentes por los políticos, tienen la obligación de defender la independencia de sus políticas. Publican estudios e informes muy importantes y acreditados sobre la marcha de la economía. Aparte, regulan los lanzamientos de deuda nacional y deben coordinarse con el BCE, que dicta las directrices de la Economía Europea."
"Pierre Marteau Van Wetter","Local Guide · 590 reseñas · 14.933 fotos","Hace 3 años","Su edificación es imponente. Nunca he entrado pero voy a intentarlo en algún momento cuando pase esta tragedia mundial!!!"
"Cristina De La P (Cris)","Local Guide · 57 reseñas · 144 fotos","Hace 2 años","La estación de metro está tematizada con la serie la casa de papel . Merece la pena verla"
"Albert Valle","Local Guide · 1.955 reseñas · 2.208 fotos","Hace 7 años","Es muy bonito este lugar"
"VÍCTOR VIRGÓS","Local Guide · 1.719 reseñas · 18.902 fotos","Hace 3 años","Esta precioso ahora el colorido de lis paseos florales con el marco alucinante de los monumentos y edificios"
"Helena Cáceres Moya","11 reseñas","Hace un año","Es increible poder verlo en persona y ver lo grande que es"
"jose angel blanco fernandez","Local Guide · 178 reseñas · 8 fotos","Hace 2 años","Falta ascensor para minudvalidos en la estación de metro de banco de España"
"Francisco Royo Losa","Local Guide · 142 reseñas","Hace un año","Bonito edificio y buenos salarios de sus empleados."
"Dav B","Local Guide · 184 reseñas · 160 fotos","Hace 8 años","Impresionante edificio. Si buscas información sobre su cámara de seguridad y bunker quedarás asombrado."
"Vamos Atleti","Local Guide · 138 reseñas · 6 fotos","Hace un año","Al lado de Cibeles y el Banco, una estación muy buena y fácil"
"Sebastian Paduano","Local Guide · 546 reseñas · 496 fotos","Hace 7 años","Le doy 3 estrellas porque cuando veo +20 a mi nocturno y no tengo un duro pal teki me molesta muchismo"
"Ross SG","Local Guide · 213 reseñas · 218 fotos","Hace 4 años","El Centró este año está bonito y navideño merece la pena visitarlo"
"Halinson Tabares","3 reseñas · 465 fotos","Hace 4 años","Uno de las edificaciones más bellas de España"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Banco de españa es una estacion de la linea 2 al lado de la fuente de la diosa cibeles y al lado de su banco con dinero en madrid"
"Elena SinH","Local Guide · 96 reseñas · 187 fotos","Hace 2 años","Fuimos a ver la puertecita del ratoncito Pérez y está tapada."
"Julio Mena","Local Guide · 127 reseñas","Hace un año","Es un lugar donde hacen los euros."
"victor manuel Valenciano","Local Guide · 75 reseñas · 510 fotos","Hace 6 años","A veces se convierte en peatonal y así permitir la contemplación de la arquitectura y sentir como espacio ganado a la circulación de vehículos"
"Antonio Muriel Monroy","Local Guide · 108 reseñas · 108 fotos","Hace 2 años","Una pasada la estación de Metro del Banco de España"
"RICHARD J LEYVA B","9 reseñas","Hace un año","Es una experiencia única conocer el banco de España."
"Simon Carmena","Local Guide · 154 reseñas · 207 fotos","Hace 6 años","Intento informar de que esta estcion esta cerrada hasta el 2 de septiembre de 2018 desde el 28 de julio por obras."
"cristirru","Local Guide · 46 reseñas · 50 fotos","Hace 2 años","La nueva declaración de la casa de papel está genial, parada de metro bien localizada."
"Saul Ernesto Perez Campos","Local Guide · 14 reseñas · 11 fotos","Hace 2 años","Histórico lugar"
"Javier Sendín","Local Guide · 139 reseñas · 286 fotos","Hace 5 años","Se deberían actualizar las estaciones cerradas o con incidentes en las rutas para no confundir a usuarios y turistas."
"Juan carlos G. Romano","Local Guide · 878 reseñas · 41.454 fotos","Hace 3 años","Un edificio singular en una plaza singular, la Plaza de Cibeles"
"Olivier Rodríguez","Local Guide · 1.384 reseñas · 10.275 fotos","Hace 6 años","Hermoso e impresionante edificio de Madrid."
"AnaCaromar","Local Guide · 153 reseñas · 637 fotos","Hace 2 años","❌Creo que tienen que mejorar el sistema de recolección de agua de lluvia."
"Francisco","Local Guide · 1.401 reseñas · 7.779 fotos","Hace 3 años","Estación de metro de la línea 2. Bien situada para visitar el centro"
"Pablo de Soria","Local Guide · 112 reseñas · 20 fotos","Hace 7 años","Magnífico edificio de reconocida notoriedad de la historia de Madrid"
"Doncelador","Local Guide · 3.160 reseñas · 27.038 fotos","Hace 5 años","Tiene varias salidas a ambos lados de la calle Alcalá, cuenta con cobertura móvil."
"Jesus Pardo","Local Guide · 317 reseñas · 4.981 fotos","Hace 7 años","Visita obligada para hacerse fotos delante de las Cibeles y el ayuntamiento"
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.643 reseñas · 8.897 fotos","Hace un mes","Parada imprudente con muchas líneas de bus"
"Jose Ignacio","Local Guide · 434 reseñas · 4.133 fotos","Hace 6 años","Edificio espectacular que embellece Madrid, como capital."
"J. R. M.","Local Guide · 16 reseñas · 555 fotos","Hace 7 años","Edificio espectacular x fuera y dentro"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace 2 años","Amplio cómodo seguridad bonito"
"Fran Fernández","Local Guide · 867 reseñas · 7.678 fotos","Hace un año","La mejor forma de moverse por Madrid"
"Maria Jesús Diaz Rodriguez","Local Guide · 46 reseñas · 87 fotos","Hace 3 años","Solo lo he visto desde fuera"
"Oliver","Local Guide · 66 reseñas · 144 fotos","Hace 3 meses","Una maravilla"
"Francisco Martinez Alejo","Local Guide · 2.116 reseñas · 25.796 fotos","Hace 6 años","Un edificio con una seguridad muy alta no pude verlo por dentro"
"oscar baron","Local Guide · 40 reseñas · 16 fotos","Hace un año","La puerta secreta del ratoncito perez"
"Jesús María Lázaro Matallanas","Local Guide · 205 reseñas · 410 fotos","Hace un año","Me ha encantado."
"Ricardo Garcia","Local Guide · 257 reseñas · 53 fotos","Hace 2 años","Muy bien"
"Roberto Alejandro Lopez Inman","Local Guide · 365 reseñas · 219 fotos","Hace 2 años","La casa de papel Profesor!!!"
"Rxnald","2 reseñas","Hace 3 años","Este no es el banco d la casa d papel >=v"
"El Parcero","Local Guide · 135 reseñas · 295 fotos","Hace un año","Muy bonito"
"pablo garrido","Local Guide · 81 reseñas · 4 fotos","Hace 6 años","Sitio céntrico y muy concurrido"
"Gerardo Enrique Dominguez","Local Guide · 483 reseñas · 6.531 fotos","Hace un año","Una estación bella y antigua"
"Bernardo Sanchez","Local Guide · 332 reseñas · 152 fotos","Hace 2 años","No adaptado a minusválidos"
"Ricardo Fanjul","Local Guide · 178 reseñas · 138 fotos","Hace 8 años","Fotografía típica para cualquier turista"
"Jose María Calvo","Local Guide · 328 reseñas · 496 fotos","Hace 8 años","Edificio que impone por su arquitectura"
"Anibal Loreto","211 reseñas","Hace 5 años","Estación del Metro Banco de España frente a la fuente de Cibeles y el Banco de España"
"Ma Ca","Local Guide · 1.249 reseñas · 21.869 fotos","Hace 6 años","Es una estación antigua con una línea de metro, correspondiente a la línea 2"
"Olga Diaz","Local Guide · 238 reseñas · 72 fotos","Hace un año","Buen trato"
"Markell Presa","Local Guide · 103 reseñas · 57 fotos","Hace 6 años","Las vistas a la salida del metro son preciosas"
"John Alex","Local Guide · 5 reseñas · 76 fotos","Hace 4 años","Bonita arquitectura"
"Elena Sin Complejos","Local Guide · 352 reseñas · 860 fotos","Hace 6 años","Fin de fiesta del Orgullo 2018"
"Joshua Pinto (Jack Carter)","4 reseñas · 2 fotos","Hace 3 años","Exelente"
"Alfredo Garcia","Local Guide · 125 reseñas · 1.631 fotos","Hace un año","Bonito lugar"
"Marta Ruiz Huerga","Local Guide · 1.052 reseñas · 4.795 fotos","Hace 6 años","Espectacular edificio"
"Noemi Gomez Posada","Local Guide · 162 reseñas · 2.506 fotos","Hace 6 años","Centro de Madrid. Precioso!"
"Alejandro Ramírez Díaz","Local Guide · 86 reseñas","Hace un año","Edificio señorial."
"Francisco León","Local Guide · 292 reseñas · 1 foto","Hace 10 meses","Un clásico de metro."
"ÓSCAR Z.R. EL MEJOR","10 reseñas · 13 fotos","Hace 4 años","Me ha encantado"
"Cirit Mateus","Local Guide · 334 reseñas · 955 fotos","Hace 4 años","Hermosa arquitectura"
"David Vázquez.","Local Guide · 778 reseñas · 663 fotos","Hace 5 años","Grande."
"Julio Bautista","Local Guide · 422 reseñas · 693 fotos","Hace 4 años","Bonito, histórico"
"Najib Rashiq","Local Guide · 53 reseñas · 50 fotos","Hace 7 años","Hermoso edificio"
"Laura Lamela","Local Guide · 785 reseñas · 7.384 fotos","Hace 6 años","Bello  edificio"
"Luz Si","Local Guide · 13 reseñas · 1 foto","Hace 5 años","LA ESTACIÓN DE METRO ESTÁ ABIERTA!!!!"
"julio jiménez","87 reseñas · 1 foto","Hace 3 años","Estacion de metro normal y corriente"
"Tom Hanck","Local Guide · 301 reseñas · 65 fotos","Hace 11 meses","Buen metro"
"Gabriel De Jesus Espinoza Ortiz","Local Guide · 66 reseñas · 16 fotos","Hace 2 años","Muy bonito"
"Rafael Diaz Moreno","Local Guide · 177 reseñas · 27 fotos","Hace 6 años","Muy bonita"
"Jose Enrique Marin Fernandez","181 reseñas · 9 fotos","Hace 8 años","Buena comunicación"
"Víctor Apellidos","Local Guide · 1.438 reseñas · 1.688 fotos","Hace 6 años","Buena estación."
"Marco Gallo","Local Guide · 219 reseñas · 2.743 fotos","Hace 6 años","Madrid centro."
"snarkyguy","Local Guide · 231 reseñas · 311 fotos","Hace 7 meses","Gran acceso tanto a la Gran Vía como a Cibeles y también a la fuente de Cibeles. Esto es aproximadamente hasta donde llega la calle peatonal y comercial Gran Vía. Suele haber algunas personas pidiendo dinero en la entrada del metro, así que ten cuidado. Ten cuidado en la entrada porque está MUY cerca de la carretera y hay mucho tráfico."
"Krystian Malecki","6 reseñas · 8 fotos","Hace 2 años","Un lugar que se ha hecho famoso por la serie ""La casa de papel"" por lo que, si quieres visitarlo por ese motivo, puedes prescindir de él porque te recuerda poco a la serie. Por lo demás, sigue siendo una parte importante de la ciudad histórica y arquitectónicamente."
"HTC G1","Local Guide · 2.113 reseñas · 10.323 fotos","Hace un año","¡¡Vale la pena recordar que esto es para evaluar la estación de metro!! Buena infraestructura."
"Harsh Gupta","Local Guide · 128 reseñas · 136 fotos","Hace un año","Este es el lugar que se muestra en la serie web Robos de dinero. El lugar es grande pero no había ningún buen lugar para tomar fotografías desde el exterior."
"yury ignatov","Local Guide · 193 reseñas · 3.515 fotos","Hace 3 años","Diseño típico de la entrada a una estación de metro de Madrid"
"Afonso","Local Guide · 108 reseñas","Hace un año","Es un metro limpio y bien organizado con algunas tiendas en el medio."
"José Godinho","Local Guide · 76 reseñas · 165 fotos","Hace 5 años","Muy bonito edificio, vale la pena visitar."
"Mohammad Nurul Islam (Shopon Khan)","Local Guide · 159 reseñas · 61 fotos","Hace 2 años","Me sorprendí cuando vi el banco de España. Es una estructura asombrosa y se parece a la de Money Heights."
"Daniel Dickson","Local Guide · 321 reseñas · 9.466 fotos","Hace un año","Precioso e imponente edificio en pleno centro de Madrid"
"Beks U","Local Guide · 290 reseñas · 371 fotos","Hace 8 años","Uno de los edificios más bellos de la zona. Me conmovió el gran cartel que ondeaba en él: ""Bienvenidos refugiados""."
"Bp. mzsa","Local Guide · 530 reseñas · 2.450 fotos","Hace 2 años","Localización de la película la casa de papel, en el paso subterráneo hay fotografías de los personajes de la película."
"Martin A.","Local Guide · 816 reseñas · 627 fotos","Hace 6 meses","Muy lindo"
"Relinde","Local Guide · 297 reseñas · 1.814 fotos","Hace 2 años","Bonita estación de metro, pero tenga en cuenta que la entrada es muy baja."
"jl 308","Local Guide · 915 reseñas · 413 fotos","Hace un año","Uno de los edificios más grandes de la ciudad."
"Nicola Toni","Local Guide · 237 reseñas · 385 fotos","Hace 8 años","Estación muy limpia, conexión imprescindible para llegar al centro desde el aeropuerto de Barajas"
"Mario Van Poppel","Local Guide · 71 reseñas · 1.117 fotos","Hace 6 años","Personal servicial y amable, habla inglés. Hermoso edificio y decoración."
"Milan Švehla","Local Guide · 490 reseñas · 195 fotos","Hace un año","No estaba dentro."
"Silvana Mara Treis","Local Guide · 338 reseñas · 956 fotos","Hace 2 años","¡Edificio simplemente maravilloso!"
"Rocinante La Mancha","Local Guide · 36 reseñas · 101 fotos","Hace 6 años","estos días “obras"" no se puede usar, No disponible en agosto debido a obras."
"MSV","Local Guide · 175 reseñas · 258 fotos","Hace 3 años","Muchos euros y oro en el interior."
"the Sw Eden Roadruncom","Local Guide · 1.604 reseñas · 1.381 fotos","Hace 6 años","Sube a esta estación para llegar a la zona de los museos."
"Darlan Silva","Local Guide · 68 reseñas · 230 fotos","Hace 6 años","La arquitectura es maravillosa y muy imponente."
"Ivo Álvaro Boia cunha","15 reseñas · 2 fotos","Hace 3 años","Muy bonito para pasear."
"Rocio Berrio","Local Guide · 39 reseñas · 71 fotos","Hace 2 años",""
"Álvaro Sánchez","Local Guide · 41 reseñas · 18 fotos","Hace 5 años","Metro actualmente cerrado por problemas de infraestructura"
"Jose Miguel Sánchez","Local Guide · 89 reseñas · 5.678 fotos","Hace 2 años",""
"Pedro Cavalcanti","Local Guide · 308 reseñas · 211 fotos","Hace un año","Excelente"
"Reinhard Jahnke","Local Guide · 246 reseñas · 152 fotos","Hace 10 meses","Impresionante escena callejera"
"hc Chan","15 reseñas · 67 fotos","Hace 6 años","Estación cerrada hasta el 2 de septiembre de 2018."
"Azu Cb","Local Guide · 105 reseñas · 165 fotos","Hace 4 años",""
"Fransisco Lobatón","69 reseñas · 139 fotos","Hace 3 años",""
"Maria Theresia","Local Guide · 64 reseñas · 395 fotos","Hace 4 años",""
"Richi Paramo","Local Guide · 161 reseñas · 1.330 fotos","Hace 6 años","Bonita arquitectura"
"Luis de la Vega Yrisarry","Local Guide · 144 reseñas · 173 fotos","Hace 7 años","Cómodo"
"Alberto Cano Marañón","Local Guide · 30 reseñas","Hace 6 años","a nosotros"
"Laercio Azevedo","Local Guide · 863 reseñas · 948 fotos","Hace 6 años","edificio interesante"
"DAVID LOPEZ","Local Guide · 12 reseñas · 42 fotos","Hace 7 años","BE=Banco España"
"Steve TURNER","1.921 reseñas · 1.361 fotos","Hace 7 años","Central"
"babacar sarr","Local Guide · 19 reseñas","Hace 10 meses",""
"Manolo Fete","1 reseña · 1 foto","Hace un año",""
"Eva Alonso","Local Guide · 4 reseñas · 368 fotos","Hace un año",""
"Jose Bartolome","Local Guide · 8 reseñas","Hace un año",""
"Pi Dalpe","Local Guide · 336 reseñas · 398 fotos","Hace un año",""
"Gabriel Manquillo","Local Guide · 221 reseñas · 8.489 fotos","Hace un año",""
"Zoran Ćelić","Local Guide · 198 reseñas · 254 fotos","Hace un año",""
"santiago julian jimenez","Local Guide · 38 reseñas · 19 fotos","Hace un año",""
"carlos nova lozano","Local Guide · 120 reseñas · 23 fotos","Hace un año",""
"Alonso López","Local Guide · 8 reseñas · 994 fotos","Hace un año",""
"Yulieth Echeverry","Local Guide · 15 reseñas · 21 fotos","Hace un año",""
"Lorraine A","Local Guide · 96 reseñas · 246 fotos","Hace un año",""
"Belkys Hirschfeld","110 reseñas · 30 fotos","Hace un año",""
"juanjo nieva","Local Guide · 4 reseñas · 370 fotos","Hace un año",""
"Jang Surh Rhee","Local Guide · 242 reseñas · 569 fotos","Hace un año",""
"Norelis Martin Afonso","Local Guide · 159 reseñas · 365 fotos","Hace un año",""
"Ismael Dominguez","Local Guide · 93 reseñas · 1.916 fotos","Hace un año",""
"Sole Veliz","Local Guide · 34 reseñas · 8 fotos","Hace un año",""
"Ruben Silva","Local Guide · 35 reseñas · 75 fotos","Hace un año",""
"Chus Anton","Local Guide · 110 reseñas · 68 fotos","Hace un año",""
"Tibor Kauders","Local Guide · 61 reseñas · 121 fotos","Hace 2 años",""
"Walter G. Magaña","Local Guide · 7 reseñas · 157 fotos","Hace 2 años",""
"Emilio Parrera Avellaneda","Local Guide · 187 reseñas · 9.102 fotos","Hace 2 años",""
"Maria Del Mar Robles Platero","Local Guide · 61 reseñas · 565 fotos","Hace 2 años",""
"Alexis Jose Diaz Peña","Local Guide · 30 reseñas · 64 fotos","Hace 2 años",""
"Sonia CT","Local Guide · 575 reseñas · 1.777 fotos","Hace 2 años",""
"Montse Buendia","Local Guide · 128 reseñas · 207 fotos","Hace 2 años",""
"Vincenza Condello","Local Guide · 96 reseñas · 19.962 fotos","Hace 2 años",""
"Yamilet Gomez","Local Guide · 207 reseñas · 755 fotos","Hace 2 años",""
"Cristina H","Local Guide · 13 reseñas · 1.051 fotos","Hace 2 años",""
"Emma Ibarra Pinto","Local Guide · 21 reseñas · 299 fotos","Hace 2 años",""
"Canal Joserra","Local Guide · 210 reseñas · 37 fotos","Hace 2 años",""
"Sameh Bdair","Local Guide · 225 fotos","Hace 2 años",""
