"d4r55","RfnDt","rsqaWe","wiI7pd"
"Alfonso Calvo Orra","272 reseñas","Hace 2 años","EN METRO AL HIPER CARREFOUR Habitualmente los grandes centros comerciales están a las afueras y es necesario desplazarse en coche para llegar a ellos. Sin embargo, la estación de Alsacia te deja a las puertas del centro comercial Las Rosas, lo cual tiene sus ventajas. La estación tiene una arquitectura ciclópea con espectaculares techos altos, decorados con murales modernistas de vivos colores. Hay ascensores para facilitar la accesibilidad. No hay baños"
"Adriana Garcia","Local Guide · 449 reseñas · 531 fotos","Hace 2 años","Esta muy bien ubicada y limpia"
"XABIER","Local Guide · 173 reseñas · 141 fotos","Hace 2 años","Alsacia es un barrio muy tranquilo en el que es fácil acceder al carril bici que rodea Madrid y pasear o correr por zonas accesibles y de uso para el deporte. En sus alrededores cuenta con varios parques que hacen del lugar un sitio estupendo para vivir."
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace un año","Accesible para personas con movilidad reducida mediante ascensor. Con carril podotactil. Tornos de puertas correderas."
"Paola Vega","4 reseñas","Hace un año","Metro Alsacia siempre tiene problemas con las máquinas para recargar el abono. De 3 máquinas sólo funciona 1 y a veces ni esa."
"Guillermo Musica _","Local Guide · 286 reseñas · 228 fotos","Hace 5 meses","falta una boca, huele a pis"
"Mercedes Martin","Local Guide · 106 reseñas · 1 foto","Hace un año","Alsacia ,es una Plaza, está en Vicalvaro y hay varias paradas de bus entre ellos el 70 que te lleva a Plaza Castilla"
"Alejandro Infestas Blanquiño","Local Guide · 460 reseñas · 670 fotos","Hace 4 años","Una buena estación de metro, ancha cómoda, varias salidas, pasan buses nada más salir, se sale a calles anchas y una buena linea de metro."
"Fco Javier Martin Ramos","Local Guide · 149 reseñas · 149 fotos","Hace 2 años","Estación de metro comunicada para hacer trasbordo e ir al centro"
"Noel Sánchez","Local Guide · 54 reseñas · 3 fotos","Hace un año","Es una parada de autobús, ¿ Qué experiencia voy a tener? Te bajas del autobús y te vas."
"Ma Ca","Local Guide · 1.248 reseñas · 21.832 fotos","Hace 2 años","Metro que pertenece a la línea 2. Estación amplia y moderna. Dispone de varias salidas además de ascensor y cobertura móvil."
"lu a","Local Guide · 52 reseñas · 2 fotos","Hace 2 años","Si entras en investieducacional.com y haces click en los anuncios encontrarás regalos para los negocios que hay en esta plaza"
"Luis Marot","Local Guide · 6 reseñas · 10 fotos","Hace un año","Es muy bonito y con muchas zonas bien sembrado"
"Jose Antonio Zambrano","Local Guide · 86 reseñas","Hace 3 meses","Excelente"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace 2 años","Mi bonito zonas verdes excelente sitio su gente buen transporte seguridad"
"El explorador Ser de luz","Local Guide · 124 reseñas · 189 fotos","Hace un año","Tiene tiendas y gym y un supermercado , llamado Ahorramás"
"Jose Angel","Local Guide · 327 reseñas · 3.032 fotos","Hace 8 años","Una estación de metro relativamente nueva, pertenece a la linea 2 y tiene acceso para despacitados"
"Juan Carlos De La Fuente","Local Guide · 78 reseñas · 65 fotos","Hace un año","Buen carril bici anillo ciclista."
"Andrés Velasco Antuña","Local Guide · 371 reseñas · 10 fotos","Hace un año","Una plaza con mucho trasporte público,"
"Fernando Guillermo Hue Guerrero","Local Guide · 170 reseñas · 475 fotos","Hace 6 años","Muy bien mantenida. Muy transitada y el personal de atención al público muy colaborador."
"Belkys Chourio","5 reseñas","Hace 3 años","Muy bien, accesible e interesante."
"SANABRES","Local Guide · 138 reseñas · 25 fotos","Hace un año","Esta cerca la parada de metro"
"Isabel Pozo","Local Guide · 18 reseñas · 11 fotos","Hace 3 años","Precioso con esa nevada..."
"Carlos González Duce","Local Guide · 337 reseñas · 240 fotos","Hace 7 años","Renovada y práctica parada de metro, con mucha visibilidad y favilidades de acceso."
"Yolanda Hernaiz Illescas","Local Guide · 25 reseñas · 6 fotos","Hace 3 años","Porque es todo nuevo y está muy bien cuidado."
"Eduardo Martín","Local Guide · 41 reseñas · 14 fotos","Hace un año","Bien comunicado con autobuses."
"Oscar Mesones","Local Guide · 84 reseñas · 4 fotos","Hace un año","Bien ."
"Adrian Sanz","Local Guide · 35 reseñas · 311 fotos","Hace 4 años","Si una rotonda grande con una parados de autobuses"
"Sarita Olmedo","29 reseñas · 25 fotos","Hace 3 años","La vista a la Sierra me fascina 🥰…"
"Ray Nelson Pons Díaz","Local Guide · 28 reseñas · 73 fotos","Hace un año","Cercano."
"Keña Robles","Local Guide · 97 reseñas · 31 fotos","Hace un año","Limpia y amplia"
"R H","Local Guide · 287 reseñas · 406 fotos","Hace 4 años","Metro con escaleras y ascensor"
"Mari Cruz Jiménez Mellado","Local Guide · 259 reseñas · 7 fotos","Hace 3 años","Fui a hacer una gestión"
"Blacky. (Blacki.)","Local Guide · 405 reseñas · 36.935 fotos","Hace 3 años","Grandes espacios."
"Rafael Diaz Moreno","Local Guide · 177 reseñas · 27 fotos","Hace 7 años","Por fin buena comunicacion"
"Valeria Zuazo","Local Guide · 56 reseñas","Hace 3 años","Bien mantenido."
"Eduardo Elias Edones Lozano","Local Guide · 90 reseñas · 212 fotos","Hace un año","👍🏻…"
"LORENA ARTEAGA","Local Guide · 33 reseñas · 47 fotos","Hace 2 años","Buen barrio"
"Luis Mariano","Local Guide · 577 reseñas · 1.720 fotos","Hace 2 años","Transbordador de autobuses"
"fernando sampedro","Local Guide · 20 reseñas · 7 fotos","Hace un año","Buen lugar"
"TERESA PEREZ GONZALEZ","21 reseñas · 14 fotos","Hace 6 años","Fenomenal"
"José Ignacio Sánchez Echaniz","Local Guide · 495 reseñas · 1.666 fotos","Hace 7 años","Modernidad"
"Urban Traveler","Local Guide · 2.505 reseñas · 6.636 fotos","Hace 4 años","Plaza Alsacia es un animado centro de transporte, aquí paran muchos autobuses y metro."
"Pep Barranco","Local Guide · 146 reseñas · 219 fotos","Hace un año","Fue agradable visitar"
"Jose Von Luck","Local Guide · 21 reseñas · 9 fotos","Hace un año","Línea 2 del metro"
"Iván Martínez Herrera","Local Guide · 731 reseñas · 3.965 fotos","Hace 7 años",""
"Alexander Serra Díaz","6 reseñas","hace 6 días",""
"Gabriel Manquillo","Local Guide · 220 reseñas · 8.488 fotos","Hace un mes",""
"Fernando López","Local Guide · 61 reseñas · 33 fotos","Hace un mes",""
"Luis Ghersi","Local Guide · 41 reseñas · 7 fotos","Hace 3 meses",""
"Maria Gabriela Figueroa","Local Guide · 23 reseñas · 43 fotos","Hace 5 meses",""
"Junior Rodríguez","2 reseñas · 4 fotos","Hace 6 meses",""
"Laura Paciencia","Local Guide · 19 reseñas · 6 fotos","Hace 7 meses",""
"I.N B.l","Local Guide · 34 reseñas · 17 fotos","Hace 7 meses",""
"alberto gutierrez","2 reseñas · 2 fotos","Hace 8 meses",""
"Teresa Rodriguez","Local Guide · 101 reseñas · 6 fotos","Hace 8 meses",""
"Adela Rodriguez","Local Guide · 4 reseñas","Hace 9 meses",""
"Dayximar LC","Local Guide · 8 reseñas · 4 fotos","Hace 9 meses",""
"Piotr Owsikowski","Local Guide · 237 reseñas · 36 fotos","Hace 11 meses",""
"Oscar Rodriguez","Local Guide · 335 reseñas · 817 fotos","Hace un año",""
"Jose Perez","Local Guide · 19 reseñas · 1 foto","Hace un año",""
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace un año",""
"Angel Lamela","Local Guide · 1 reseña","Hace un año",""
"Juan Von Luck","Local Guide · 83 reseñas · 780 fotos","Hace un año",""
"roberto ortega","Local Guide · 39 reseñas · 22 fotos","Hace un año",""
"Eva Alcalde","Local Guide · 20 reseñas","Hace un año",""
"Fran P","Local Guide · 127 reseñas · 326 fotos","Hace un año",""
"Gerardo González","Local Guide · 75 reseñas · 627 fotos","Hace un año",""
"Lisett GARCÍA","Local Guide · 40 reseñas · 9 fotos","Hace un año",""
"Lola Palacios","Local Guide · 10 reseñas","Hace un año",""
"Reyes Lapeña","Local Guide · 51 reseñas · 4 fotos","Hace un año",""
"adrian lopez leal","Local Guide · 2 reseñas","Hace un año",""
"José Manuel","Local Guide · 60 reseñas · 649 fotos","Hace un año",""
"CARLOS RODRIGUEZ ESQUINAS","Local Guide · 73 reseñas · 21 fotos","Hace un año",""
"Joaquin Argudo Alcolado","Local Guide · 59 reseñas · 5 fotos","Hace 2 años",""
"Gabriel RB","Local Guide · 153 reseñas","Hace 2 años",""
"Yomi Kagayu","Local Guide · 31 reseñas","Hace 2 años",""
"Sarah","Local Guide · 22 reseñas · 21 fotos","Hace 2 años",""
"Patry Ocaña","Local Guide · 70 reseñas · 14 fotos","Hace 2 años",""
"Gigliola Vignola","Local Guide · 97 reseñas · 2.734 fotos","Hace 2 años",""
"Rafael Sierra Rodríguez","Local Guide · 113 reseñas · 83 fotos","Hace 2 años",""
"JUAN FRANCISCO Osuna","Local Guide · 85 reseñas · 55 fotos","Hace 3 años",""
"lydia hernandez ore (lyvirginia)","Local Guide · 29 reseñas · 80 fotos","Hace 3 años",""
"Eva Sánchez Sanz","7 reseñas","Hace 3 años",""
"Lorea Arrien","Local Guide · 1 reseña","Hace 4 años",""
"Joaquin Amoretti","Local Guide · 127 reseñas · 43 fotos","Hace 4 años",""
"Borja Notario","Local Guide · 7 reseñas · 159 fotos","Hace 5 años",""
"elena ardura","","Hace 6 años",""
"Rocio Flores","","Hace 6 años",""
"Jose Pepe","","Hace 6 años",""
"曾宜臻","","Hace 7 años",""
"gobe mra 1968","","Hace 7 años",""
"Leidy Serrao","Local Guide · 8 reseñas · 20 fotos","Hace 7 años",""
"Asuncion Rodríguez Jimenez","","Hace 7 años",""
"Antonio Yubero Alcalde","6 reseñas · 10 fotos","Hace 7 años",""
"MERCEDES ASTUDILLO","","Hace 7 años",""
"EDWIN BOLIVIA RANGER","1 reseña","Hace 7 años",""
"Marta Ubeda","2 reseñas","Hace 8 años",""
"Gus Guedes","","Hace 8 años",""
"Olek 1063","Local Guide · 27 reseñas · 46 fotos","Hace 8 años",""
"Fran Duarte","Local Guide · 13 reseñas · 88 fotos","Hace 8 años",""
