"d4r55","RfnDt","rsqaWe","wiI7pd"
"Sebastian Paduano","Local Guide · 546 reseñas · 496 fotos","Hace 7 años","No hay cobertura en la estacion"
"Birdyprince","2 reseñas","Hace 4 años","No conozco este lugar"
"Nyebwana Omar","Local Guide · 40 reseñas · 168 fotos","Hace 3 años","Amanecer en Madrid"
"thesa 3","Local Guide · 81 reseñas · 218 fotos","Hace 5 años","Magnífica"
"Daniel Moral Espín","Local Guide · 49 reseñas · 6 fotos","Hace 8 años","Un poco apartada"
"Urban Traveler","Local Guide · 2.505 reseñas · 6.636 fotos","Hace 4 años","Una estación más de Metro, recientemente reformada. Prácticamente por la autopista M30"
"Luis Fernando Rodriguez Gomez","Local Guide · 690 reseñas · 37 fotos","Hace 5 años","De acuerdo"
"Brayan Alejandro Andrade Carvajal","Local Guide · 26 reseñas · 7 fotos","Hace 6 meses",""
"Guillem LM","Local Guide · 18 reseñas · 85 fotos","Hace 7 meses",""
"lolita chapa","","Hace 7 meses",""
"Jorgelina Espinola","Local Guide · 5 reseñas · 11 fotos","Hace 8 meses",""
"Juan José Arenas","Local Guide · 28 reseñas · 33 fotos","Hace 9 meses",""
"Sara","Local Guide · 12 reseñas · 9 fotos","Hace 2 años",""
"Susana Simón Cortijo","Local Guide · 147 reseñas · 833 fotos","Hace 2 años",""
"Juan A","Local Guide · 321 reseñas · 21 fotos","Hace 2 años",""
"Jimmy Barrera Lanuza","Local Guide · 12 reseñas · 42 fotos","Hace 2 años",""
"Iryna Anysymova","177 reseñas","Hace 3 años",""
"I A","Local Guide · 50 reseñas · 69 fotos","Hace 4 años",""
"Columba melendrez","1 reseña","Hace 5 años",""
"Anyelitz Yánez Gómez","2 reseñas","Hace 5 años",""
"Javier Carrasco","Local Guide · 81 reseñas · 71 fotos","Hace 6 años",""
"gruia25","2 fotos","Hace 6 años",""
"SyZyGy","Local Guide · 60 reseñas · 9 fotos","Hace 6 años",""
"Adriana Ciobanescu","","Hace 7 años",""
"J.Luis Tejedor","4 reseñas","Hace 7 años",""
"Carlos Serrano Redondo","Local Guide · 296 reseñas · 4.658 fotos","Hace 7 años",""
