"d4r55","RfnDt","rsqaWe","wiI7pd"
"Ramon Estévez Fernández","Local Guide · 32 reseñas · 1.312 fotos","Hace 7 años","Estación muy amplia, y bonita"
"sandra hernandez","Local Guide · 237 reseñas · 149 fotos","Hace 9 meses","Una estación muy bonita para hacerte una foto súper chula"
"FERNANDO CADIZ JIMENEZ","Local Guide · 581 reseñas · 254 fotos","Hace 5 meses","Parque de Madrid,  pegado a Madrid Río y a la M-30"
"Franklin Bermudez","Local Guide · 43 reseñas · 2 fotos","Hace 7 meses","Una estación d metro muy bonita y pacífica"
"Julián Martín","Local Guide · 481 reseñas · 8.482 fotos","Hace 5 años","Es un lugar de Madrid muy interesante. Cerca del Planetario, Parque Tierno Galván, Museo del Ferrocarril, etc. Lleno de parquecitos, con lugares con juegos para niños, aparatos de gimnasia…"
"Miguel F.S.","Local Guide · 28 reseñas · 2 fotos","Hace 2 años","Mi estación de metro favorita, su mural sobre el sistema solar da un toque que no tiene ninguna otra estación en la que haya estado hasta ahora."
"Ricar “aporlostomates”","Local Guide · 118 reseñas · 246 fotos","Hace 4 años","El parque cada vez está peor conservado, ya no hay libélulas ni ranas, debido a la nefasta gestión del mantenimiento de los estanques, y algunas zonas están ocupadas por vagabundos que sólo acumulan basura."
"Jose Villalba","Local Guide · 111 reseñas · 114 fotos","Hace 7 años","Una de mis estaciones favoritas, es amplia y bien aireada. Me gusta mucho el trabajo que hicieron al poner el mundo y los planetas colgados del techo y el efecto de las estrellas en las paredes."
"DANY YOLI","Local Guide · 650 reseñas · 5.662 fotos","Hace 11 meses","Estación de Linea 6,con un mural muy bonito en el acceso desde las escaleras hacia los andenes.."
"Juan Garcia","Local Guide · 95 reseñas · 2.688 fotos","Hace 6 años","Es una estación de la línea 6 del Metro de Madrid situada bajo en el barrio de los Metales, dentro del distrito madrileño de Arganzuela. La estación abrió al público el 26 de enero de 2007.  Es una de la mas bella en todo los ambitos es super amplia, con ascensores y escaleras mecánicas . Tiene un mural a lo ancho muy bello alucivo al planetario del Parque Tierno Galván, planetas y las constelaciones iluminado con diferentes intensidades"
"Marisa Roman","Local Guide · 239 reseñas","Hace 10 meses","Es un parque muy grande para ir con niños y mascotas"
"Pablo","Local Guide · 248 reseñas · 49 fotos","Hace 5 años","Muy bonita la verdad, la primera vez que fuí dudé de si estaba en una estación de metro de la Comunidad de Madrid o en el observatorio de la NASA de La Palma; eso sí, juraría que se han inventado alguna estrella de más porque a la osa mayor le sobraba un mango del carrito de la compra."
"Francisco Merin","Local Guide · 343 reseñas · 753 fotos","Hace 6 años","Espectacular estación de metro , diseño para alucinar en colores, tremendo trabajo para conectar con el planetario de Madrid. Merece la pena parar un momento y disfrutar de las instalaciones."
"Gabriel Montero Montes","Local Guide · 403 reseñas · 582 fotos","Hace 8 años","La estación de metro de La estación de metro de Ciudad de los Ángeles fue inagurada el 26 de enero de 2007. Presta servicio la Linea 6 (Gris), Circular. Se encuentra ubicada en la intersección de las calles de Bolívar y del Bronce. Se encuentra cerca del Planetario de Madrid y Cine IMAX de Madrid."
"Eduardo Herranz","Local Guide · 393 reseñas · 4.809 fotos","Hace un año","Una estación de metro que tiene casi de todo. Le faltan los aseos."
"David Fernandez","Local Guide · 52 reseñas · 4 fotos","Hace 11 meses","Una estación muy original y amplia"
"Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 5 años","Estacion de metro de la línea 6 con acceso al parque Tierno Galván y al Planetario"
"pedro jesus pato borrella","Local Guide · 167 reseñas · 760 fotos","Hace 2 años","Lo siento mucho no he podido hacer la visita otra vez será ."
"Gm Yc","Local Guide · 146 reseñas · 20 fotos","Hace 2 años","Bonito e interactivo espacio para el aprendizaje. Excelente atención por parte del personal.💓…"
"Alvaro Rubio","Local Guide · 121 reseñas · 39 fotos","Hace 2 años","Acceso rápido y directo, la estación estaba bastante limpia"
"Carlos Lopez Bravo","Local Guide · 301 reseñas · 696 fotos","Hace 10 meses","Muy linda estación de metro"
"Camilla Cajola","9 reseñas · 1 foto","Hace un año","me ha gustado mucho por que ha sido muy divertido"
"Rafael García Flórez","Local Guide · 23 reseñas · 183 fotos","Hace 6 años","Estación muy moderna en una zona de Madrid tranquila y poco conocida..."
"Beatriz Gomez Martinez","Local Guide · 172 reseñas · 385 fotos","Hace 4 años","Espectacular luz. Fuentes de agua. Gaviotas. Patos y conejos."
"Maria Felgar Echeverria","4 reseñas · 4 fotos","Hace 7 años","Porq me encanta aprender .descubrir y esperimentar emociones en arganzuela planetario esta el planetario me encanta ir ahi a pasar el rato"
"Jokin Lopez","Local Guide · 86 reseñas · 35 fotos","Hace 7 años","Una estación en muy buenas condiciones. Grande, limpia y en buen estado."
"kris aparicio","Local Guide · 208 reseñas · 343 fotos","Hace 2 años","Mal señalizadoo en el metro no indica la salids al planetario"
"David Garrigos Femenia","Local Guide · 24 reseñas · 18 fotos","Hace 6 años","Me ha gustado mucho. La cúpula donde hacen las proyecciones es una pasada."
"José Luis Villena Rodriguez","Local Guide · 281 reseñas · 678 fotos","Hace 3 años","Uno de los vestíbulos de metro más bonito de Madrid."
"NEGA BRAZIL","Local Guide · 38 reseñas · 104 fotos","Hace 3 años","ME ENCANTA ,PARA ESTA CON SU FAMILIA ,QUE VENGA CONOCER"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Anganzuela planetario es una estación del servicio de metro de Madrid línea 6 tiene un gran mapa del sistema solar en el planetario Madrid en Madrid España"
"hamza oulad","Local Guide · 72 reseñas · 51 fotos","Hace 5 años","Un sitio estupendo para ver exposiciones y pasar la tarde"
"Pablo Richieri","Local Guide · 393 reseñas · 401 fotos","Hace 6 años","Estación próximo al Planetario! Impecable"
"Víctor Calero","Local Guide · 76 reseñas · 9 fotos","Hace 2 años","Una estación de metro, que quieres que reseñe?"
"rpcr 213","Local Guide · 73 reseñas · 158 fotos","Hace un año","Muy nueva y bonita."
"Luis-Miguel Cuesta","Local Guide · 146 reseñas · 154 fotos","Hace un año","Una estación de metro con decoración del universo"
"Pasini Pasini","Local Guide · 265 reseñas · 37 fotos","Hace 2 años","Un paseo increíble para los pequeños."
"ANDRES BARBERO","15 reseñas · 155 fotos","Hace 3 años","Es en Arganzuela pero no en la zona del Planetario sino en la de Embajadores"
"Rafa","Local Guide · 331 reseñas · 392 fotos","Hace 2 años","Bonito parque cerca del centro de Madrid"
"Rodrigo Ladero","Local Guide · 270 reseñas · 286 fotos","Hace 7 años","Una de las estaciones más cuidadas y limpias, pero hay que decir que tampoco es de las más transitadas"
"David Gore","Local Guide · 20 reseñas · 8 fotos","Hace 2 años","Muy bonita la estación"
"Olivier Rodríguez","Local Guide · 1.383 reseñas · 10.275 fotos","Hace 7 años","Una de las estaciones más amplias y cómodas de Madrid"
"Carlos Benito","Local Guide · 438 reseñas · 103 fotos","Hace 7 años","Precioso, amplio, limpio, fácil acceso."
"Elena Rodriguez","Local Guide · 80 reseñas · 71 fotos","Hace 3 años","Metro, limpio y acogedor, muy nuevo"
"J M.Gó","Local Guide · 252 reseñas · 245 fotos","Hace 7 años","Muy bien! Buen acceso, wifi,"
"Lucas Recasens","Local Guide · 57 reseñas · 33 fotos","Hace 2 años","Estacion tranquila cerca de Madrid rio"
"Alonso QL","Local Guide · 161 reseñas · 44 fotos","Hace 6 años","Estacion relativamente nueva y mural encantador"
"Juan Manuel Unión García","Local Guide · 16 reseñas · 12 fotos","Hace 6 años","Una pasada de planetario donde disfrutar a lo grande"
"Alejandro Ferrari","Local Guide · 215 reseñas · 59 fotos","Hace 7 años","Super bonita esta parada de metro"
"M E","Local Guide · 563 reseñas · 299 fotos","Hace 7 años","Estación de metro de la línea 6 que está recién modernizada."
"Rosamaria Marmol Prado","4 reseñas","Hace 3 años","A mi hijo le encanta"
"youness warid","Local Guide · 15 reseñas · 145 fotos","Hace 2 años","Excelente"
"Gerardo De Ana Correas","Local Guide · 268 reseñas","Hace un año","Acorde"
"Paulo Henrique Braga","Local Guide · 668 reseñas · 5.417 fotos","Hace 3 años","Limpio y bonito"
"Javier LC","Local Guide · 563 reseñas · 3.309 fotos","Hace 7 años","Estación con buena accesibilidad."
"Jose Cordero (PianoGuyJD)","Local Guide · 62 reseñas · 64 fotos","Hace 4 años","Una estacion... de otro planeta."
"isidro M.","Local Guide · 208 reseñas · 159 fotos","Hace 4 años","Un sitio espectacular"
"Johny Johny","Local Guide · 44 reseñas · 62 fotos","Hace 2 años","Un Buen Sitio.!"
"DIEGO gutierrez","14 reseñas · 1 foto","Hace 7 años","Misma mierda forever"
"Isabel Ruiz","Local Guide · 47 reseñas · 66 fotos","Hace 4 años","Gran Parque"
"Inactiva Sin Uso","Local Guide · 63 reseñas · 14 fotos","Hace 8 años","Como todos"
"Emilio Márquez Espino","Local Guide · 421 reseñas · 1.941 fotos","Hace 2 años",""
"Dudás Gábor (Magic)","316 reseñas · 22 fotos","Hace 8 años","OK"
"Nataliya Simankova","Local Guide · 42 reseñas · 27 fotos","Hace 3 semanas",""
"Chema Matilla","Local Guide · 8 reseñas · 3 fotos","Hace 3 meses",""
"babacar sarr","Local Guide · 19 reseñas","Hace 4 meses",""
"Juan Pablo Fdez.","Local Guide · 29 reseñas · 44 fotos","Hace 5 meses",""
"Paula Martin Bustamante","Local Guide","Hace 10 meses",""
"Amelia Romo","Local Guide · 73 reseñas · 166 fotos","Hace un año",""
"Pedro E. Gutierrez de Quijano","Local Guide · 335 reseñas · 827 fotos","Hace un año",""
"Jose Ramon Mtnez. Fdez.","Local Guide · 162 reseñas · 30 fotos","Hace un año",""
"Gonzalo Isla","Local Guide · 43 reseñas","Hace un año",""
"Leycesther Mota","Local Guide · 79 reseñas · 2.321 fotos","Hace un año",""
"Luis Morato","Local Guide · 275 reseñas · 11.647 fotos","Hace un año",""
"George Shaju","Local Guide · 108 reseñas · 1.369 fotos","Hace un año",""
"germanvader19","Local Guide · 10 reseñas · 71 fotos","Hace un año",""
"María T","Local Guide · 47 reseñas · 864 fotos","Hace un año",""
"José Talavera","Local Guide · 12 reseñas · 13 fotos","Hace 2 años",""
"Leidy Solis","Local Guide · 56 reseñas · 42 fotos","Hace 2 años",""
"Africa Lazaro","Local Guide · 14 reseñas · 8 fotos","Hace 2 años",""
"Laura Novo","Local Guide · 14 reseñas · 593 fotos","Hace 2 años",""
"Johnny Rojas","Local Guide · 106 reseñas · 637 fotos","Hace 2 años",""
"Veronica Oviedo","Local Guide · 26 reseñas · 49 fotos","Hace 3 años",""
"blaudy miguel Duran","Local Guide · 62 reseñas · 176 fotos","Hace 3 años",""
"Gloria García","Local Guide · 13 reseñas · 408 fotos","Hace 3 años",""
"Andrius Cosmic","Local Guide · 68 reseñas · 140 fotos","Hace 3 años",""
"Felipe Adrianzen","Local Guide · 360 reseñas · 1.000 fotos","Hace 3 años",""
"Marta Calvo","Local Guide · 57 reseñas · 3 fotos","Hace 3 años",""
"Javier Marco","Local Guide · 133 reseñas · 526 fotos","Hace 3 años",""
"Cintia Arzu","Local Guide · 28 reseñas","Hace 4 años",""
"Héctor Real","Local Guide · 627 reseñas · 1.655 fotos","Hace 4 años",""
"Osvaldo Gago","Local Guide · 7 reseñas · 26 fotos","Hace 4 años",""
"Pilar Valls Lopez","Local Guide · 16 reseñas · 49 fotos","Hace 4 años",""
"Leontina Apóstol","Local Guide · 53 reseñas · 765 fotos","Hace 4 años",""
"Iker","Local Guide · 100 reseñas · 1.488 fotos","Hace 4 años",""
"Arthur TD","Local Guide · 56 reseñas · 121 fotos","Hace 4 años",""
"Fran Duarte Baz","Local Guide · 3 reseñas","Hace 4 años",""
"juan castro","Local Guide · 4 reseñas · 6 fotos","Hace 4 años",""
"Giselle Vqz Adams","Local Guide · 110 reseñas · 336 fotos","Hace 4 años",""
"Javi ML","Local Guide · 16 reseñas · 87 fotos","Hace 4 años",""
"Adolfo López de Cervantes","Local Guide · 5 reseñas · 96 fotos","Hace 4 años",""
"Andrea Yepez","Local Guide · 18 reseñas · 6 fotos","Hace 5 años",""
"TWFYQ Toomee","3 reseñas","Hace 5 años",""
"Emilio López","Local Guide · 73 reseñas · 508 fotos","Hace 5 años",""
"Alberto Roldán","Local Guide · 66 reseñas · 51 fotos","Hace 6 años",""
"Irina Del Rio","1 reseña","Hace 6 años",""
"Jesús Baeza","Local Guide · 2 reseñas · 87 fotos","Hace 6 años",""
"Marteb Studio","Local Guide · 104 reseñas · 1.072 fotos","Hace 7 años",""
"Sandra Martínez","Local Guide · 111 reseñas · 84 fotos","Hace 7 años",""
"David Sanchez Villacampa","","Hace 7 años",""
"Clara Prieto Vizuete","","Hace 7 años",""
"Roberto Muñoz","Local Guide · 660 reseñas · 4.811 fotos","Hace 8 años",""
"Iñaki Visa","Local Guide · 131 reseñas · 62 fotos","Hace 8 años",""
"Fernando Álvarez","Local Guide · 39 reseñas · 87 fotos","Hace 8 años",""
