"d4r55","RfnDt","rsqaWe","wiI7pd"
"juanjo ovied","282 reseñas · 506 fotos","Hace 7 años","Estación pegada a los Teatros del Canal y cerca de los cines Verdi, con una zona de terrazas en Bravo Murillo, (para comentar el espectáculo). También tienes el Rectorado de la UNED."
"Julián Martín","Local Guide · 481 reseñas · 8.482 fotos","Hace 6 años","Es una estación muy moderna. Cerca están los teatros del Canal y hay un parque muy agradable y tranquilo."
"Miguel Farias","Local Guide · 188 reseñas · 96 fotos","Hace un año","Gran estación...en el lugar exacto para todos los transeúntes..."
"Nieves Perez de la rorre","Local Guide · 18 reseñas · 3 fotos","Hace un año","Iba de paso y con mucha prisas y estaba muy agotada, porque venía de hacer un trabajo."
"Pedro Alfonso García","Local Guide · 415 reseñas · 2.587 fotos","Hace 8 años","Una estación interesante por la agilidad del intercambio entre líneas. Cerca del parque del canal, del teatro y del centro UNED."
"Diego Muñoz","Local Guide · 114 reseñas · 35 fotos","Hace 6 años","Buena estación de metro. Tiene bibliometro, acceso para minusválidos y amplios espacios"
"Nithra","Local Guide · 139 reseñas · 3 fotos","Hace 3 años","Es bastante liosa a veces a pesar de estar familiarizada con el metro de Madrid."
"Rafael Viñuela","Local Guide · 438 reseñas · 69 fotos","Hace 7 meses","Esta bastante bien"
"Morevita Canal","Local Guide · 389 reseñas · 1.160 fotos","Hace 5 años","Estación de metro limpia personal amable se nota la presencia de personal de Seguridad..."
"Samuel Iova","Local Guide · 110 reseñas · 889 fotos","Hace 2 años","Estacion de metro igual que la majoria...nada que destacar no bien ni mal-normal"
"JotaPe","Local Guide · 1.926 reseñas · 4.556 fotos","Hace 4 años","Estación de metro unipersonal, manteniéndose limpia y modernilla."
"Juanjo Sebastian","Local Guide · 162 reseñas · 16 fotos","Hace 7 años","Es muy cómoda y rápida. Tiene accesos minusvalidos y Bibliometro."
"JADYMIR","Local Guide · 159 reseñas · 585 fotos","Hace 2 años","Muy buen lugar para visitar"
"Álvaro Manuel H.R.","Local Guide · 46 reseñas · 221 fotos","Hace un año","Línea directa al centro de la ciudad en pocos minutos conectas con muchas Línea de metro"
"Johanna Duarte","Local Guide · 23 reseñas · 18 fotos","Hace 3 años","Excelente acceso a las entradas de metro 😉👌✨…"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Canal es una estación del servicio de metro de Madrid línea 2 y 7 al lado del teatros del canal en Madrid España"
"Andkel Ondoluin","192 reseñas · 121 fotos","Hace 6 años","Buena estación de metro. Tiene ascensor."
"Mari Carmen Barrero","29 reseñas","Hace 11 meses","Lugar muy agradable."
"Sergio Duque","Local Guide · 87 reseñas · 123 fotos","Hace 3 años","Buena ubicación y el área de juegos está en buen estado."
"Luis MIGUEL Diaz","Local Guide · 542 reseñas · 156 fotos","Hace un año","Muy bien"
"Carmen Lopez","Local Guide · 57 reseñas · 49 fotos","Hace 7 años","Puntualidad, rapidez, comodidad y línea clave para acceder a puntos estratégicos de la ciudad."
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace 2 años","Amplio cómodo seguridad tranquilidad"
"Sergio Larrad","Local Guide · 87 reseñas · 27 fotos","Hace 8 años","En esta estación se encuentran los teatros, bien comunicada"
"ALFA Omega","Local Guide · 203 reseñas · 33 fotos","Hace un año","Bueno esta bn"
"Gabriella Depablos","Local Guide · 42 reseñas · 7 fotos","Hace 3 años","👍…"
"Alba López fernandez","16 reseñas","Hace 4 años","Vergonzosa la actuación de una trabajadora de metro de madrid está tarde"
"Gerardo Enrique Dominguez","Local Guide · 483 reseñas · 6.531 fotos","Hace un año","Un buen espacio cultural"
"Andrés Velasco Antuña","Local Guide · 371 reseñas · 10 fotos","Hace un año","Muy bien"
"M. A. Lavalle Salvatori","Local Guide · 175 reseñas · 635 fotos","Hace 4 años","Acceso silla de ruedas, ascensor."
"Madrid “M.E.J.P”","Local Guide · 231 reseñas · 959 fotos","Hace 3 años","limpio en un barrio tranquilo"
"ANTONIO ORELLANA MARTIN","Local Guide · 1.777 reseñas · 9.603 fotos","Hace 4 años","Estación de metro de Madrid de la línea 7 con conexión  con la línea 2."
"José María Pérez","Local Guide · 1.020 reseñas · 295 fotos","Hace 4 años","Amplia estación de Metro con biblioteca."
"Antonio Rodriguez Poza","Local Guide · 21 reseñas · 91 fotos","Hace un año","Mucha mucha agua!!"
"CH","Local Guide · 323 reseñas · 186 fotos","Hace 8 años","Estación moderna y limpia."
"Rafael Diaz Moreno","Local Guide · 177 reseñas · 27 fotos","Hace 6 años","2 líneas muy útiles"
"Cristina Roura","Local Guide · 25 reseñas · 7.032 fotos","Hace 4 años","Cerca de los teatros de canal"
"Eduardo","Local Guide · 313 reseñas · 120 fotos","Hace 2 años","Buena estación de metro"
"rafael curras","Local Guide · 442 reseñas · 2 fotos","Hace 4 años","Estacion de metro moderna"
"Francisco Velasco","Local Guide · 57 reseñas · 67 fotos","Hace 7 años","Gran teatro, excelente infraestructura y nivel de actuaciones."
"Lolinha Gamer","12 reseñas","Hace un año","Muy buena estacion"
"Isabel Ipsan Schery","Local Guide · 492 reseñas · 310 fotos","Hace un año","De acuerdo"
"cristian fpv","Local Guide · 39 reseñas · 4 fotos","Hace 2 semanas",""
"Francisco Romero","Local Guide · 235 reseñas · 1.885 fotos","Hace un mes",""
"Laura Jimena González Gómez","Local Guide · 30 reseñas · 45 fotos","Hace un mes",""
"Ana Maria Luengo López","Local Guide · 12 reseñas · 421 fotos","Hace 4 meses",""
"Liz Estrada","Local Guide · 76 reseñas · 166 fotos","Hace 4 meses",""
"Luisa Guillent","Local Guide · 27 reseñas · 30 fotos","Hace 5 meses",""
"Alberto Martín de Hijas Liste","Local Guide · 177 reseñas · 4.662 fotos","Hace 6 meses",""
"Carmen Rodríguez","3 reseñas","Hace 7 meses",""
"VRKO","Local Guide · 287 reseñas · 506 fotos","Hace 9 meses",""
"Beatriz Rodriguez Marco","9 reseñas","Hace 9 meses",""
"Juan Duran","Local Guide · 84 reseñas · 135 fotos","Hace 9 meses",""
"Ana Lopez Pastor","Local Guide · 32 reseñas · 20 fotos","Hace 11 meses",""
"Marcos C","Local Guide · 68 reseñas · 593 fotos","Hace 11 meses",""
"Azucena Rollán Fernández","Local Guide · 179 reseñas · 134 fotos","Hace 11 meses",""
"Julio Fernandez Lopez","Local Guide · 35 reseñas","Hace un año",""
"Andres Gomez Trujillo","Local Guide · 9 fotos","Hace un año",""
"Ángel González","Local Guide · 112 reseñas · 49 fotos","Hace un año",""
"Esther De Roa Sepúlveda","Local Guide · 7 reseñas","Hace un año",""
"Walter G. Magaña","Local Guide · 7 reseñas · 157 fotos","Hace un año",""
"jaime pena","Local Guide · 125 reseñas · 27 fotos","Hace un año",""
"David Martín","Local Guide · 145 reseñas","Hace un año",""
"eduardo del rio","Local Guide · 329 reseñas · 135 fotos","Hace un año",""
"Blanca IA","Local Guide · 54 reseñas · 7 fotos","Hace un año",""
"MIGUEL ANGEL LASPRILLA MUÑOZ","Local Guide · 261 reseñas · 179 fotos","Hace un año",""
"Silvia","Local Guide · 3 reseñas · 878 fotos","Hace un año",""
"Jorge Arquellada","Local Guide · 154 reseñas · 8 fotos","Hace un año",""
"Mohamed El ouafi","Local Guide · 29 reseñas · 124 fotos","Hace un año",""
"Jose Madrid (Josema)","Local Guide · 209 reseñas · 2.555 fotos","Hace 2 años",""
"Yurany H.","Local Guide · 2 reseñas","Hace 2 años",""
"Moises Ardila","Local Guide · 184 reseñas · 606 fotos","Hace 2 años",""
"rosa castro lopez","Local Guide · 20 reseñas · 484 fotos","Hace 2 años",""
"Jesus H","Local Guide · 404 reseñas · 6 fotos","Hace 2 años",""
"philippe salgarolo","Local Guide · 717 reseñas · 26.378 fotos","Hace 2 años",""
"Chari De La Torre","Local Guide · 54 reseñas · 110 fotos","Hace 3 años",""
"Ines Valle Paz","Local Guide · 105 reseñas · 105 fotos","Hace 3 años",""
"edson mora","Local Guide · 7 reseñas · 8 fotos","Hace 3 años",""
"Altas Cumbres Import-Export","7 reseñas · 12 fotos","Hace 3 años",""
"Leite","Local Guide · 16 reseñas · 2 fotos","Hace 3 años",""
"Lydia Tabarés","Local Guide · 117 reseñas · 3 fotos","Hace 4 años",""
"ismajdoubi","Local Guide · 76 reseñas · 1.022 fotos","Hace 4 años",""
"GR Pedoni","Local Guide · 44 reseñas · 2.915 fotos","Hace 4 años",""
"Daniel Ramil","Local Guide · 316 reseñas · 7.430 fotos","Hace 4 años",""
"Alicia Sanchez Benito","13 reseñas","Hace 4 años",""
"Fantasy","7 reseñas","Hace 4 años",""
"eduardo gonzalez utrera","Local Guide · 284 reseñas · 322 fotos","Hace 5 años",""
"Alejandro Villa Sánchez","Local Guide · 267 reseñas · 330 fotos","Hace 5 años",""
"Luis Galindo","","Hace 6 años",""
"Juanito Torres","21 reseñas","Hace 6 años",""
"Javier Jiménez","3 reseñas","Hace 6 años",""
"Maria Smith","3 reseñas","Hace 6 años",""
"Silvia","3 reseñas","Hace 6 años",""
"Maria Teresa Sesma","Local Guide · 25 reseñas · 3 fotos","Hace 6 años",""
"Marta Diaz","1 reseña","Hace 7 años",""
"Carlos Hidalgo","Local Guide · 33 reseñas · 70 fotos","Hace 7 años",""
"عثمان المدبغي","5 reseñas","Hace 7 años",""
"A. M.C.","Local Guide · 380 reseñas · 11.629 fotos","Hace 7 años",""
"Mirella Chavez","9 reseñas","Hace 7 años",""
"StrucKs Tein","Local Guide · 68 reseñas · 35 fotos","Hace 7 años",""
"MA","Local Guide · 1 reseña","Hace 8 años",""
"Luis Gonzalo","Local Guide · 45 reseñas · 10 fotos","Hace 8 años",""
"Tigran Haroyan","4 reseñas · 9 fotos","Hace 8 años",""
"Jaime SF","Local Guide · 56 reseñas · 397 fotos","Hace 8 años",""
"Ricardo Fanjul","Local Guide · 178 reseñas · 138 fotos","Hace 8 años",""
"DavidVM","Local Guide · 143 reseñas · 8 fotos","Hace 8 años",""
