"d4r55","RfnDt","rsqaWe","wiI7pd"
"Jesús Moreno Piñero","3 reseñas","Hace 6 años","Mal indicado, poco visible para encontrarla pues está por debajo del nivel del suelo y no hay indicaciones. Al lado de una estación de metro, gracias a la cual, al menos sabes que estás en la zona"
"Pilar López","Local Guide · 459 reseñas · 484 fotos","Hace 2 años","Es un barrio de el distrito de La Latina residencial, comercial muy completo de servicios!"
"Carlos Domene","Local Guide · 213 reseñas · 112 fotos","Hace un año","Grande y moderna, con facilidades para silla de ruedas."
"Laury Lo","Local Guide · 95 reseñas · 21 fotos","Hace 7 años","Muchas escaleras gente con problemas de movilidad le resultaría difícil entrar y salir del metro o cercanias, ya q solo hay escaleras, le daba más vida los puestos en Navidad es una plaza de tránsito para coger medios de transporte"
"Juan Miguel Lopez Miguelez","Local Guide · 41 reseñas · 63 fotos","Hace 2 años","Buenas tiendas, varios parques y bien comunicado:metro,cercanías y E.M.T"
"Conchy Felix","Local Guide · 95 reseñas · 66 fotos","Hace 2 años","Precioso barrio de Madrid lleno de encanto y con paseo maritimo propio!!!! De lujo!!!!"
"Antonio","Local Guide · 285 reseñas · 1.790 fotos","Hace 7 meses","Muy buena"
"Jose Luis Hermoso Montero","Local Guide · 25 reseñas · 100 fotos","Hace 3 años","Cercanías Renfe, cada vez recuerdan más al médico, sabes cuándo llegas pero nunca cuando vas a salir."
"Celeste Fernández Moreno","15 reseñas · 1 foto","Hace 7 años","La estación es perfecta, tiene bus, metro y Renfe. Lo único que le falta es mejorar sus accesos."
"Isidoro Toribio","Local Guide · 261 reseñas · 1.106 fotos","Hace 6 años","Muchos trenes a Madrid y a Móstoles. Estación con personal y máquinas autoventa. Limpia y con minicafetería."
"Julia de Miguel","Local Guide · 27 reseñas","Hace 6 años","La estación es bastante completa pero como haga frio te puedes helar esperando el metro ya que los dos están al aire libre"
"Gaspar Herman","Local Guide · 345 reseñas · 500 fotos","Hace 2 años","Centro de autobuses, trenes y Renfe muy buen ubicado"
"Guaxara C. A x 2","Local Guide · 134 reseñas · 286 fotos","Hace 3 años","Un barrio con varios parques, bien comunicado con metro, cercanías y bus."
"Charles Uribe","Local Guide · 95 reseñas · 110 fotos","Hace 11 meses","Frecuento la estación del metro de Aluche, sin nada relevante que agregar."
"Esteban Fraile","Local Guide · 131 reseñas · 34 fotos","Hace 3 años","Es un centro neurálgico muy obsoleto. No parece que estuviéramos en 2020."
"Eder Galindo","Local Guide · 169 reseñas · 83 fotos","Hace 2 años","Una estación del metro segura y muy limpia"
"María Alfonso Esteves Cañizales","Local Guide · 86 reseñas · 276 fotos","Hace 2 años","Fui y vine, se ve tranquilo y de gente trabajadora."
"Felipe Adrianzen","Local Guide · 360 reseñas · 1.000 fotos","Hace 4 años","Bien señalizado, muchas conexiones en transporte público, el personal de la estación es muy amable"
"RafaBM","Local Guide · 727 reseñas · 1.467 fotos","Hace 6 años","Imprescindible en Aluche este intercambiador...Cuenta con todos los servicios de transporte, un bar-terraza aparcamiento y centro comercial enfrente"
"Lelita arias","Local Guide · 53 reseñas · 124 fotos","Hace 4 meses","Súper"
"Rene Pante","144 reseñas · 222 fotos","Hace 4 años","La estación  Renfe de Aluche huele fuertemente a cloaca.. todos los días   por favor aplicar una solución"
"Jaime PS","Local Guide · 768 reseñas · 615 fotos","Hace 6 años","Buena comunicación entre metro y cercanías, la pena es que los autobuses no gocen de las mismas facilidades y no estén bien señalizados"
"Cristina","Local Guide · 47 reseñas · 4 fotos","Hace 6 años","Estación de metro estándar. Como ya se ha dicho, le falta acceso para discapacitados."
"José Angel García","Local Guide · 288 reseñas · 387 fotos","Hace 5 años","Util, rapido y bien señalizado."
"Fatima Goncalves","Local Guide · 91 reseñas · 24 fotos","Hace 2 años","Olor muy desagradable y nauseabundo a toda hora, alguien puede explicar el porqué?"
"Eugenio O.C.","Local Guide · 198 reseñas · 673 fotos","Hace un año","Zona bastante amplia, sin aglomeración."
"Alex Petrov","Local Guide · 57 reseñas · 164 fotos","Hace 3 años","En andenes de Renfe huelen muy mal siempre"
"Luis Ballaben","Local Guide · 184 reseñas · 42 fotos","Hace 2 años","Un sitio de esparcimiento para todas las edades"
"Francisco León","Local Guide · 292 reseñas · 1 foto","Hace un año","Está un tanto abandonado pero cumple su función."
"Jesús Manuel Borras","Local Guide · 117 reseñas · 773 fotos","Hace un año","Un buen barrio para vivir"
"Ranger Ste","Local Guide · 6 reseñas · 51 fotos","Hace 2 años","Los trenes llegan siempre a la hora que es"
"Danilo Marquez","Local Guide · 224 reseñas · 1.604 fotos","Hace 6 meses","Excelente"
"Marcos A. Arandia Bracamonte","Local Guide · 167 reseñas · 873 fotos","Hace 4 años","Bonita y espaciosa estación de Metro aérea, abierta y techada."
"Peni Keown","6 reseñas · 13 fotos","Hace un año","Pésimo trato, de parte del señor de la taquilla"
"Nicolas Gonzalez","Local Guide · 41 reseñas · 51 fotos","Hace 2 años","Muy buen punto para transportarse"
"Rafael Alonso","Local Guide · 110 reseñas · 147 fotos","Hace 4 años","Zona de intercambio de autobuses. Y centro comercial bien surtido."
"Marco Esteban","Local Guide · 50 reseñas · 15 fotos","Hace 6 años","No hay baños.y en invierno un frío q te mueres"
"Pablo Richieri","Local Guide · 393 reseñas · 401 fotos","Hace 7 años","Metro externo muy original y referencia en Madrid"
"José Miguel","Local Guide · 264 reseñas · 367 fotos","Hace 7 años","deberían ingeniar algo para los que tienen bebes con carritos porque subir escaleras es fatal"
"cristirru","Local Guide · 46 reseñas · 50 fotos","Hace 2 años","Un sitio muy bien comunicado."
"ZaMiZ","Local Guide · 162 reseñas · 3.171 fotos","Hace 4 años","Hay varios autobuses y líneas de renfe y metro que llegan allí!"
"Beatriz Alonso","Local Guide · 87 reseñas · 17 fotos","Hace 2 años","Cómoda estación para acceder a ella"
"Faheem Akhtar","Local Guide · 87 reseñas · 929 fotos","Hace 3 años","Servicio público gracias Madrid"
"sulmy maria martinez","Local Guide · 50 reseñas · 177 fotos","Hace 2 años","Muy bien"
"jose maria del rio","Local Guide · 180 reseñas · 752 fotos","Hace 3 años","Un cruce de caminos y punto de encuentro. Social"
"vidal sanchez","1 reseña","Hace 6 años","Todavía recuerdo cuando era un puente de piedra y no existía el parque"
"Joan Velez","Local Guide · 27 reseñas · 6 fotos","Hace 3 años","a un amigo le robaron aquí el celular dep"
"José Luis Rodríguez","Local Guide · 117 reseñas · 843 fotos","Hace un año","Barrio obrero lleno de fascistas"
"Juan Luis Machuca","Local Guide · 11 reseñas · 23 fotos","Hace 3 años","😎😎😎😎…"
"Agustin Guzman","4 reseñas","Hace 7 años","Este lugar es el mas tranquilo para vivir"
"Dariia Pakhomova","Local Guide · 35 reseñas · 16 fotos","Hace 2 años","Muy cómodo. Le gusta todo."
"jose antonio santos toledo","Local Guide · 425 reseñas · 2.625 fotos","Hace 5 años","Es mi barrio, tiene de casi todo y cerca" 
"manuel garcia","Local Guide · 140 reseñas · 29 fotos","Hace 5 años","Buenos precios y calidad probada de su fruta."
"Luismadrid19","Local Guide · 15 reseñas · 1 foto","Hace 3 años","El buen caffe de la estación de aluche!"
"Kimalo","45 reseñas · 12 fotos","Hace 3 años","Es mi estacion de metro preferida"
"horacio valverde","46 reseñas · 5 fotos","Hace un año","Es barrio tranquilo"
"Victor Villar","Local Guide · 64 reseñas · 146 fotos","Hace 7 años","Falta acceso para discapacitados"
"Onelia Greatty","Local Guide · 349 reseñas · 2.650 fotos","Hace 5 años","Todo bien"
"carlos casero","Local Guide · 51 reseñas · 78 fotos","Hace 9 meses","Para pasar una tarde"
"Gabino Vides","Local Guide · 163 reseñas · 552 fotos","Hace 3 años","Una estación de mucha fluidez"
"L. C.","Local Guide · 136 reseñas · 2 fotos","Hace un año","Bonito y limpio"
"irene. L","Local Guide · 243 reseñas · 1.124 fotos","Hace 4 años","Bien."
"Mfrsa requena san antonio","Local Guide · 98 reseñas · 92 fotos","Hace 4 años","Me gusta vivir aquí"
"Ines Arranz Palencia","1 reseña","Hace 7 años","Está  muy cerca del parque"
"Adriana Martinez","8 reseñas · 39 fotos","Hace 2 años","Lindo y preocupación"
"Juan Ospina","Local Guide · 89 reseñas · 83 fotos","Hace 4 años","Es un punto de encuentro muy conocido"
"John Jairo Pelaez Olaya","Local Guide · 77 reseñas · 82 fotos","Hace 3 años","Agradable"
"Jav Ricochet","Local Guide · 66 reseñas · 13 fotos","Hace 7 años","Es la estación de mi vida."
"jose francisco sevilla rigo","Local Guide · 680 reseñas · 2.650 fotos","Hace 3 años","Buen barrio"
"MACHY FITNESSCOACH","4 reseñas · 7 fotos","Hace 3 años","Me encanta"
"J G","Local Guide · 52 reseñas · 11 fotos","Hace 6 años","Lugar de ocio y cultura"
"Nick Van Bast","Local Guide · 140 reseñas · 38 fotos","Hace 7 años","Parece que se está muriendo"
"Alejandro","Local Guide · 84 reseñas","Hace 8 años","Buena"
"Jose Molina Vicente","3 reseñas","Hace 7 años","Poner baños públicos"
"Nes Molina","1 reseña · 1 foto","Hace 7 años","Genial"
"Adrian Manuel","Local Guide · 289 reseñas · 73 fotos","Hace 6 años","Buena estación de metro"
"Carlos iñiguez","Local Guide · 272 reseñas · 475 fotos","Hace 7 años","Buena combinación"
"M E","Local Guide · 563 reseñas · 299 fotos","Hace 7 años","Estación de cercanías estándar."
"Emilio Nuñez De Paz","Local Guide · 141 reseñas · 7 fotos","Hace 6 años","Otra estacion"
"Lucas D'Antonio di Vito","1.195 reseñas","Hace 5 años","💋 PRECIOSO…"
"Alonso QL","Local Guide · 161 reseñas · 44 fotos","Hace 6 años","Buena estacion"
"Shamrah Ahmed","199 reseñas · 1.189 fotos","Hace 2 años","Bonita estación con muchos autobuses que conectan afuera. La estación en sí tiene algunas cafeterías y lugares debajo. Bastante abierto y limpio"
"Beata Kwiatkowska","Local Guide · 83 reseñas · 699 fotos","Hace un año","Genial en metro 👌 rápido, limpio, sin atascos cada 2 minutos, lo recomiendo 👍👍👍…"
"TheLegend","Local Guide · 53 reseñas · 8 fotos","Hace un año","😋…"
"Andres Daza","Local Guide · 540 reseñas · 15 fotos","Hace 6 meses","Normal"
"lulu Henao","Local Guide · 9 reseñas · 19 fotos","Hace 7 años","Muy bien...."
"Akram","Local Guide · 377 reseñas · 683 fotos","Hace 3 años","Nada especial aquí"
"Eugênia Oliinyk","Local Guide · 15 reseñas · 110 fotos","Hace 2 años",""
"Артём Харченко","7 reseñas · 1 foto","Hace 3 años","Limpio y cómodo."
"Jota Eme","Local Guide · 603 reseñas · 3.033 fotos","Hace 4 años","El mejor barrio de la ciudad"
"Johnny Rojas","Local Guide · 106 reseñas · 637 fotos","Hace 3 años","Wuay"
"Sergio Calapez","Local Guide · 338 reseñas · 310 fotos","Hace un año","Normal"
"Комфі Іт","2 reseñas · 2 fotos","Hace 7 años","Fácil"
"Mario Sierra","Local Guide · 72 reseñas · 722 fotos","hace 6 días",""
"Genaro Molina","Local Guide · 72 reseñas · 261 fotos","Hace una semana",""
"Mouskyfiest","Local Guide · 64 reseñas · 41 fotos","Hace un mes",""
"Chin titanium","Local Guide · 85 reseñas · 163 fotos","Hace un mes",""
"Gabriel Manquillo","Local Guide · 221 reseñas · 8.488 fotos","Hace 2 meses",""
"Manuel Mansilla","Local Guide · 26 reseñas · 53 fotos","Hace 2 meses",""
"Ali","Local Guide · 184 reseñas · 462 fotos","Hace 3 meses",""
"Igor Sichkarenko","Local Guide · 20 reseñas · 832 fotos","Hace 3 meses",""
"Chakir Doukali","Local Guide · 9 reseñas · 45 fotos","Hace 3 meses",""
"Harold Franco","Local Guide · 6 reseñas · 7 fotos","Hace 5 meses",""
"La Cruceña Productos Latinos","Local Guide · 4 reseñas · 228 fotos","Hace 6 meses",""
"Javi Porras","Local Guide · 85 reseñas · 362 fotos","Hace 9 meses",""
"David Velaz","Local Guide · 11 reseñas · 2 fotos","Hace 9 meses",""
"Liliana Pa","Local Guide · 48 reseñas · 45 fotos","Hace 10 meses",""
"Cristian Benavides","Local Guide · 36 reseñas · 61 fotos","Hace 10 meses",""
"Lohammy Castro","Local Guide · 18 reseñas · 9 fotos","Hace 10 meses",""
"JUAN ANGEL AGUIRRE PIZARRO","Local Guide · 139 reseñas · 14 fotos","Hace 10 meses",""
"Nines Moral Almazan","Local Guide · 106 reseñas · 151 fotos","Hace 11 meses",""
"Fernando Alvarez","Local Guide · 216 reseñas · 129 fotos","Hace un año",""
"Luz mercedes Noreña","Local Guide · 4 reseñas","Hace un año",""
"toni moreno ruiz","Local Guide · 11 reseñas","Hace un año",""
"Gregorio Sastre","Local Guide · 49 reseñas · 940 fotos","Hace un año",""
"VICTORM. DELBLANCOGLZ","Local Guide · 279 reseñas · 174 fotos","Hace un año",""
"Marco Isidoro Bozzolan","Local Guide · 34 reseñas · 1.279 fotos","Hace un año",""
"Vamos Atleti","Local Guide · 138 reseñas · 6 fotos","Hace un año",""
"Andres ortiz","Local Guide · 95 reseñas · 42 fotos","Hace un año",""
"Fran P","Local Guide · 127 reseñas · 326 fotos","Hace un año",""
"David de la Fuente","Local Guide · 24 reseñas · 3 fotos","Hace un año",""
"Dr.Soma Elkzaz","Local Guide · 11 reseñas · 4 fotos","Hace un año",""
"Yurany H.","Local Guide · 2 reseñas","Hace 2 años",""
"NATALIA MARTIN","Local Guide · 13 reseñas · 5 fotos","Hace 2 años",""
"Javier Mañas","Local Guide · 58 reseñas · 77 fotos","Hace 2 años",""
"Тамара Прокопчук","Local Guide · 196 reseñas · 9 fotos","Hace 2 años",""
"Pamel Lopez","Local Guide · 61 reseñas · 107 fotos","Hace 2 años",""
"Sofia E Morillo","Local Guide · 76 reseñas · 22 fotos","Hace 2 años",""
"Elizabeth Jim Di","Local Guide · 35 reseñas · 212 fotos","Hace 2 años",""
"Ane Sesma","Local Guide · 31 reseñas · 49 fotos","Hace 2 años",""
"MILA MARCOS","Local Guide · 186 reseñas · 2.663 fotos","Hace 2 años",""
