"d4r55","RfnDt","rsqaWe","wiI7pd"
"Ines G.Badell","2 reseñas","Hace 4 meses","La verdad que muy mal. Muy mala experiencia. Tienes que pagar 1€ por pasar una vez al baño."
"Eli Herz","Local Guide · 39 reseñas · 3 fotos","Hace un año","La zona de salida de la planta baja, no tiene casi asientos, es un despropósito, te obligan a consumir para poder esperar sentados."
"Elizabeth Ruiz","16 reseñas · 10 fotos","Hace 7 meses","Más de 40 minutos esperando el Renfe para el aeropuerto T4, según el horario que ponen en internet pasa cada 15 minutos, hoy 31/02 estuve desde las 12:40 hasta las 13:22 esperando. Nadie da una respuesta de nada, la gente esperando sin saber que hacer. Una verdadera vergüenza."
"Ángela López","Local Guide · 52 reseñas · 30 fotos","Hace un año","No hay lugares para sentarse y esperar.Ibamos con niños y personas mayores y no podíamos sentarnos a esperar juntos. Los abuelos tuvieron que ir a una zona de discapacidad que hay y sentarse allí, mientras toda la familia esperamos en un escalón del pequeño monumento que hay en la plaza. Al no ser hora de comer, no quisimos sentarnos en un bar, por lo que la espera fue difícil con 5 niños y los abuelos repartidos por la estación.Los servicios de la zona del patio interior son de pago. Al ser muchos para entrar, gastamos una barbaridad, solo para hacer pipí mientras esperamos. Si vas solo, vale, pero éramos 11 personas. Y gastar tanto por ir al servicio me parece fatal."
"Paula Berrocal","3 reseñas","Hace 4 meses","Un estación como Atocha, debería tener servicio de consignas, no tener que ir fuera de la estación a pagarlo en un servicio que te obligan a pagar en metálico."
"Patricia Catania","Local Guide · 447 reseñas · 331 fotos","Hace 9 meses","Es un laberinto, teniendo en cuenta lo que allí sucedió sorprende que no hay carteles indicatorios de vías de salida para emergencias. La estación cierra por las noches. No hay servicio. Está mal iluminada. No sé puede encontrar las boleterías, se pasa por un laberinto de negocios. La zona de noche parece peligrosa. La misma policía recomienda no circular por allí."
"Carmen total","Local Guide · 362 reseñas · 84 fotos","Hace 10 meses","La zona de salidas de larga distancia no tiene casi asientos. Deberían pensar en los viajeros, y además asientos para mayores de 65 años y discapacitados."
"David M. A.","5 reseñas","Hace 11 meses","Personalmente opino que la estación deja mucho que desear, deberían indicar muchisimo mejor los trenes de cercanías con los destinos y los andenes. Ademas de hacer una estacion mas amplia para el transito entre trenes cercanias y de ave o larga distancia. Las salas de espera-embarque de AVE de la planta baja y la planta alta dan vergüenza, a penas hay sitio para sentarse, hay goteras, no hay espacio para tanta gente. Y no están bien comunicadas entre ambas plantas con ascensor o escaleras mecánicas para personas con movilidad reducida. Y tienen muy mal aspecto ambas salas. Lo unico que se salva es la parte del jardín botánico que es más bonito y agradable."
"Pilar S","5 reseñas","Hace un año","Una verdadera vergüenza de estación. Te cobran por entrar en los cuartos de baño 1 €, no hay sala de espera, te sientas en un muro que hay consuerte. Ves a la gente que vienen de hacer conexiones de vuelos  y no tienen ni donde esperar, a no ser que quieras pagar 4 € por una botella de agua y que se siente toda la familia Otra no hay, o pasar frío o gastar."
"Yokusei Zai (Yoku)","Local Guide · 64 reseñas · 120 fotos","Hace 2 semanas","sin bancos, baños de pago, sucio. una basura"
"yorch X","Local Guide · 27 reseñas","Hace un año","Una vez haces el control de embarque hay poco sitio para esperar, y muy pocos bancos. Si coincide mas de un tren, cosa q no es rara por los retrasos o porq hay muchobtrafico en esta estación, todos apelotonados. Pica informacion por parte de renfe_adif en caso de haber incidencia. Baños de pago aunq lleves billete"
"juanma lopez","2 reseñas","Hace un año","Una de las peores estaciones del mundo. Calor infernal, no hay sitios para sentarse la gente, cobran por ir al aseo. Cuando un tren viene con retraso como no te busques la vida nadie te avisa. Para un viaje de 2 horas te colocan un media distancia que no te ubican ni en asiento ni coche. LAMENTABLE"
"Sheila Quijada","67 reseñas · 43 fotos","Hace 2 años","Muy pocos lugares de descanso, te toca sentarte en el suelo a esperar. Opciones de comida y bebida demasiado caras y baños de pago( dejan mucho que desear en cuanto a limpieza e higiene), lo cual es un despropósito para gente mayor o que no se ubica bien en grandes superficies como esta."
"Jorge VP","8 reseñas","Hace un año","No se puede estar rogando y con el mazo dando. Se quiere optar a la organizacion y celebración de eventos internacionales de calado y tener, más bien no tener, los servicios mínimos necesarios. Faltan asientos para descanso de los pasajeros en espera mientras no pueden acceder a su tren 90 minutos antes, no hay servicios públicos gratuitos (hay que pagar un euro), existen precios desorbitados en los productos alimenticios,... En general me parece una situacion mísera y sobremanera especulativa. En otras tantas estaciones de tren del resto de España, esto no sucede. Luego no se quejen . Que pena Madrid!!!! Que pensaran los extranjeros de esto??!!!"
"Sylvio Stanco","2 reseñas","Hace un año","Los baños funcionan hasta las 22:30? Si llegas después de esa hora, más vale que tengas suelto (mínimo 3€) para comprar agua en algún bar y que te dejen usar el baño."
"Manu Gonzalez Baños","Local Guide · 94 reseñas · 61 fotos","Hace un año","Esta muy bien y es muy amplia. Fue una pena que quitaran el estanque de las tortugas ya que era muy bonito. Allí puedes conseguir un mapa del metro fácilmente. Tiene la Línea 1, Cercanias de media y larga distancia y aves a otras ciudades españolas y extranjeras."
"Theprincess__ Mery","6 reseñas · 1 foto","Hace un año","Vergonzable el que te cobren por un euro por entrar al baño para limpiarte aunque sea las manos , ya que a fuera tienen una máquina pero estaba fuera de servicio. La culpa fue del tren que no estaba en condiciones . Entiendo que lo hacen para pagar a las chicas de la limpieza u otros servicios . Pero con los billetes de viaje deberían de aceptarlo ya como bono para entrar"
"Jee Madrid","78 reseñas · 4 fotos","Hace 2 años","Si vas en AVE, dentro no hay apenas donde sentarse, solo en los bares, que tienen precios desorbitados, sándwich básico 5,20€, Coca Cola 3,3€ … mejor llevárselo de casa y te sientas en el suelo. El AVE es para ricos y tontos, porque además el servicio es pésimo en estación y trenes."
"David Garcia","Local Guide · 31 reseñas · 2 fotos","Hace 6 meses","Llévate 1€ por si te entran ganas de hacer pis. De nada..."
"Cris M.","Local Guide · 200 reseñas · 44 fotos","Hace 2 años","Me parece un lugar bastante pésimo para ser la estación principal del país. Los accesos son muy dispersos y no están bien señalizados. Hay lugares muy sucios y oscuros, corretea gente peligrosa y la seguridad no sé para qué está exactamente (aunque se pasean diversas parejas de nacionales con metralletas, supongo que para asustar al ciudadano de a pie... ). Esta estación NECESITA un lavado urgente!"
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace 2 años","Estación de trenes de Madrid, tanto de Cercanías, larga distancia, AVE, y el metro. Muy grande, un poco liosa, los carteles de llegadas y salidas no están demasiado claros. Está dividida en varias plantas, un poco lioso. Con muchos servicios de consumo dentro, tiendas, bares, cafeterias, prensa y libros, recuerdos... lo mejor el jardin tropical"
"cristobal alvarado lopez","85 reseñas","Hace un año","No hay baños a partir de las 11, llegas después de pagar 120 euros de billete de ave y no tienes derecho a pasar al servicio, lamentable."
"I","Local Guide · 50 reseñas · 19 fotos","Hace 3 años","Enhorabuena al directivo que ha decidido reformar todos los WC al mismo de toda la estación. No hay baños abiertos. Poca vergüenza. Nunca más. Todos los trenes llenos, no parece que haya habido pandemia. Ineptos. Ansía viva. Bares abiertos, pero baños cerrados. Nunca más. Mejor evitar. Tomar bus, o coche."
"Judith","Local Guide · 116 reseñas · 118 fotos","Hace 2 años","No entiendo como en una estación tan importante como Atocha puede haber tanta escasez de asientos, muy pocos e incomodos, horrible para el cliente que viene con antelación o hace escala… el baño de pago 1€ por persona. A mi parecer podría mejorar muchísimo, he tenido que pasar 4h de espera y han sido un horror!"
"Stephanie (de Farias)","Local Guide · 25 reseñas · 26 fotos","Hace 2 años","Me parece una estación penosa. Está hecha para posturear y no está pensada en los viajeros. Te cobran 1€ por entrar al baño con la excusa de que es para el mantenimiento (quién debe mantener a estos sitios es el estado, nosotros no. En ninguna parte de la estación hay donde sentarse sino en los bares si consumes algo. Si quieres siéntate en el suelo, cómo hice yo (foto)"
"ivan Smaluk","Local Guide · 47 reseñas · 6 fotos","Hace un año","Poco sitios para esperar, una frecuencia cía de trenes muy mala. Uno tiene que ir como en una lata de sardinas"
"Andrea De Araújo Alonso","5 reseñas · 4 fotos","Hace 7 meses","Estación sucia y deprimente, un laberinto, escura, mal señala. Las palomas quitan hasta el bocata de tu boca."
"LUCIA Lopez","8 reseñas","Hace 10 meses","El personal de avlo día 5 a las 19:45 a Toledo lamentable , nada respetuosos , esa gente no se que hace de cara al público , la señora mal educada , que tenga la gente que darla un toque de atención para que sea más educada me parece lamentable, como trata a la gente , pobre el que le toque pasar con esa mujer"
"Alberto Gómez Cruz","Local Guide · 693 reseñas · 683 fotos","Hace 2 años","Este lugar necesita ser repensando urgentemente, a menos que la idea sea tratar a los ciudadanos como ganado, despreciable y sin respeto. El lugar es enorme y los baños están a cuadras de cualquier punto, además ahora hay que PAGAR para ingresar. € 1,00 en una máquina que habilita el acceso. Vi a personas mayores orinarse alli mismo por no tener ese euro y no poder acceder. Por casualidad tenía un euro y pude ingresar, pregunté por todos los servicios gratuitos que ofrece la publicidad, y por supuesto tales servicios no existen. Miles de personas sentadas en el piso, porque no hay asientos públicos, en un día de mas de 40°C. Lo que funciona perfectamente es la guardia moviéndose en un carro de golf, exigiendo de mal modo que el tapabocas cobra boca y nariz, aunque se esté comiendo y tomando una bebida... Les pregunté cómo se hace y me respondieron que no era su problema, pero si no me cubría la boca me tendrían que detener... La estación tiene muchas puertas de acceso, pero solo en UNA de ellas se puede tomar un taxi; nuevamente cuadras y mas cuadras para llegar al comienzo de la cola del taximetros. Aire acondicionado no existe, aún en los espacios reducidos y cerrados, como oficinas de facturación, compra de tickets, cafeterias, informes y tantos más. Ya no hablemos de los enormes espacios de circulación, en el jardin interior u otros lugares similares, donde la temperatura era absolutamente insana. En fin, una clara muestra del trato al ciudadano de escasos recursos."
"Maria Pinta Marin","Local Guide · 21 reseñas · 4 fotos","Hace 2 años","Lo de los 27 grados de aire acondicionado,en Narnia!!!!!!PINGÜINOS en la estación y dentro del tren,exagerado el frio. Por no hablar de que para ir a un baño dentro de la estación,hay que sumergirte en las más profundas cloacas o caminar 15 min hasta encontrar alguno ya fuera,cualquiera de las dos opciones es válida. Lo del personal debe ser,que les dan subvención por mala educación,con lo fácil y barato que es ser amable. Asique aunq mi reseña no llegue a ningún lado,en vez de descargar mi enfado con alguien que no lo merece,lo dejo por aquí escrito y yo feliz Firmado: Una pasajera Frozen que no sabe si llegara sin escarcha a su destino"
"Zoro San29","Local Guide · 14 reseñas","Hace 3 años","Policías armados por dentro de la estación, lo cual a mi me daas miedo que otra cosa. Además de que los únicos baños que tenían abiertos costaban casi un euro, una vergüenza. Y encima no decían hasta 20 min antes de la llegada de mi tren en que vía estaba. Muy grande la estación, y en el centro tiene una plantas to bonitas, eso si."
"angel manuel serrano caba","Local Guide · 176 reseñas · 121 fotos","Hace 2 años","Lamentable el servicio. No hay día sin incidencia, si no son retrasos injustificados, entiéndase primer tren, son escaleras mecánicas, megafonia, información, etc. Si invirtiesen igual en mantenimiento que en evitar que la gente pase sin pagar, el servicio sería por lo menos decente. Cuando se rompe un torno de acceso,  este se repara casi de inmediato, pero ah! Amigo, para lo demás no hay dinero, si sufrimos los usuarios no pasa nada. Este gobierno Ayusista no tiene límites con los recortes, pero siempre hay quien les vota. Que vergüenza de comunidad."
"Mr Navarro","Local Guide · 251 reseñas · 1.132 fotos","Hace 2 años","Un eje logístico muy importante para España y Europa, una estación muy bien acondicionada, que presta de manera ininterrumpida sus servicios de viaje vía tren y que al mismo tiempo conecta con los trenes de cercanía a la gran capital española."
"Pierre Marteau Van Wetter","Local Guide · 590 reseñas · 14.933 fotos","Hace un año","Fabulosa como siempre, es realmente espectacular como funciona todo con tantos usuarios a la vez y aun en las Navidades y Año Nuevo, funciona muy bien! Felicitaciones a todos los responsables de este gran éxito! Feliz Navidad 🎄🎁…"
"Daniel Boluda","885 reseñas · 6.818 fotos","Hace 2 años","Una de las mejores estaciones de tren de España. Tiene metro cercanías y Ave. La estación del Ave es muy grande y moderna. Vale la pena ver el jardín interior de la zona antigua de la estación. Impresionante"
"arantza sanchez","Local Guide · 581 reseñas · 1.087 fotos","Hace 2 años","Me parece una buena estación los aseos aunque son de pago ( un euro ) merece la pena pagarlo pues antes cuando era gratis  estaban asquerosos y te podías encontrar cualquier cosa ...( Gente pinchando o prostituyendo ) ahora no ."
"Garga Ras recias","8 reseñas","Hace 2 años","Es una vergüenza ver las mafias pidiendo todo el rato con notas en español sin ni saber decir:hola. Y sino les das hasta te insultan. Tanto dinero que ganan ustedes corten eso,porque entre el metro y cercanías líneas 1 y 2 da ya asco subirse"
"Eduardo De Robbio","Local Guide · 281 reseñas · 282 fotos","Hace 2 años","Siempre un placer disfrutar de un servicio que poco a poco va mejorando y que se desarrolla en unas instalaciones que tienen su encanto"
"Neyser Valladares","Local Guide · 442 reseñas · 2.541 fotos","Hace un año","De las estaciones más bonitas, completas y limpias, acá hay de todo, tiendas para compras y restaurantes para alimentarse bien, cerca de muchos lugares para visitar en Madrid."
"Ma Ca","Local Guide · 1.249 reseñas · 21.869 fotos","Hace 2 años","Estación de metro y cercanías Renfe que siempre está muy transitada de gente en todo el recinto, tanto para coger el metro (Línea 1), cercanías Renfe (conexión con todas las líneas), y coger el ave de media y larga distancia, además del invernadero. También hay restauración. Y aseos de pago."
"Michell Carcamo","14 reseñas · 3 fotos","Hace 2 años","Es una falta de respeto que por niños de 3 años estén cobrando 5€ al aeropuerto viven muertos del hambre será este gobierno más está empresa también andar denigrando alas personas por su nacionalidad que mal lo hacen esto paso en atocha un disque encargado con un chofer que conduce el autobús.del aeropuerto Con fecha 6/9/22 alas 17:35  se pasan"
"Manuela Rodriguez Alor","Local Guide · 79 reseñas · 46 fotos","Hace 2 años","No me gusta nada cobran por ir al baño y las personas que te atienden  si tienes dudas cuando es la primera vez que vas mal  antipatías sin ganas de ayudar  vamos que te den si no te enteras o te pasa algo pobre citos de los que no sepan leer o como yo tengan dislexia"
"Davinia Mendez","2 reseñas","Hace un año","No me gusta nada que cada vez que vaya a esta estación, tenga que aguantar la mala educación de sus empleados. Lamentable, la verdad."
"alvaro prieto torres","Local Guide · 608 reseñas · 320 fotos","Hace 2 años","La estación principal de Renfe desde la que salen la mayoría de trenes de media y larga distancia para toda España, siendo la otra Chamartin. Es un punto emblemático de Madrid y al que es más que recomendable llegar en transporte público."
"Teresa Soro","2 reseñas","Hace 2 años","NO HAY COMIDA SIN GLUTEN EN TODA LA ESTACION. Casi no hay asientos donde sentarse. Bocadillos caros con mísero relleno. Pagar por los baños."
"Victor Pérez-Pallarès Setó","7 reseñas · 4 fotos","Hace 2 años","Un espacio cautivador para la arqueología urbana, yo me encontré un Imaginarium."
"daili toledo","8 reseñas","Hace 2 años","Una pena como uno llega tarde a su trabajo por los retrasos de los trenes camino a atocha, se quedan parados casi 10 min cuando vas de parla a atocha, que vergüenza, esto ocurre día tras día las personas nerviosas quejándose por culpa de las tardanzas que pasada"
"Elvira Mendez","Local Guide · 686 reseñas · 696 fotos","Hace 2 años","La estación de Atocha sorprendre por su ineficiente aprovechamiento del espacio y la falta de gestión cuidadosa de los flujos de pasajeros adecuando corredores de tránsito de viajeros centrados en los clientes."
"Antonio Santizo","Local Guide · 50 reseñas · 3 fotos","Hace 2 años","De pena el servicio los fines de semana... hay gente que trabaja los sábados y domingos, además de vosotros, sabéis??? Tanto rollo por megafonia con la distancia de seguridad, y lo q tendríais que hacer es poner más trenes ....muy mal"
"Reinaldo Fernández León","Local Guide · 199 reseñas · 58 fotos","Hace 2 años","Salvo que al pasar los controles no hay área de fumadores, por lo demás una excelente experiencia debido a la variedad de servicios ofrecidos. Muchas gracias"
"Guillermo","Local Guide · 264 reseñas · 123 fotos","Hace un año","Gran estación de trenes con una gran variedad de tiendas, restaurantes y con conexión a todos los destinos de España,me encantó 👏👏👏…"
"Jaime f","Local Guide · 934 reseñas · 3.069 fotos","Hace 3 años","Increíble. La atención al cliente está después del torno de pago y no antes  así que si lo sabes como se.paga o como ir a un sitio, te fastidias. Ni siquiera pone el nombre de la estación ni la línea en el lugar de pago."
"Gamo","Local Guide · 455 reseñas · 645 fotos","Hace un año","Le falta atención al monumento por el atentado del ""11 de Marzo"". El resto guay aunque falta atención y mantenimiento."
"Miguel Angel Zaura Garcia","Local Guide · 446 reseñas · 795 fotos","Hace un año","Sigue tan bonita como siempre"
"salomaru","Local Guide · 28 reseñas · 3 fotos","Hace 2 años","Pésimo Renfe en general siempre da problemas Ahora mismo, estoy en un tren de Atocha- Alcalá de Henares y llevamos 30min en el tren esperando a que se mueva, solo nos han dicho que tiene una avería"
"Miriam Torres","Local Guide · 18 reseñas","Hace un año","Te cobran por usar el baño y esta super sucio, todo mojado y sin ninguna desinfección...."
"DANY YOLI","Local Guide · 651 reseñas · 5.662 fotos","Hace 8 meses","Estación de Línea 1, actualmente en renovación debido a las obras de conexión con la nueva línea 11"
"No te Interesa","Local Guide · 86 reseñas · 6 fotos","Hace 3 años","Atención al cliente , penosa , perdimos el tren , y con anterioridad llamamos para ver que podíamos hacer , nos dijeron que nos podían cambiar el billete al llegar a la estación, llegamos a la atención al cliente , y la que atendía , amargada , pedimos a ver si podíamos cambiar nuestro billete ,pero nos dijo que no había más trenes , pero luego vamos a la página web , y había espacios de sobra , y ella nos dice , no que no hay trenes para este lugar , increíble"
"Sergio Daniel Ferreyra","73 reseñas","Hace un año","Te cobran por los Baños públicos,  Lo mas Grave es que le cobren a los discapacitado !! Una vergüenza .   Lleno de pungas !!"
"ANGEL CARRETERO OLMEDO","Local Guide · 118 reseñas · 1.486 fotos","Hace un año","Muy cómoda"
"María del Carmen Ruiz Fernández","Local Guide · 300 reseñas · 19 fotos","Hace 11 meses","Está en obras, hay que dar mucho rodeo para acceder a los andenes"
"Francisco Soto","Local Guide · 165 reseñas","Hace un año","Igual, la información no es suficientemente clara para todas las personas. Es comprensible el volumen de gente que la utiliza a diario"
"Mar C","133 reseñas · 10.078 fotos","Hace 2 años","Estación de metro que pertenece a la linea 1. Estación antigua. No dispone de ascensor. Si dispone de cobertura móvil."
"Berenice Martinez Bravo","Local Guide · 356 reseñas · 966 fotos","Hace 2 años","Que incomodidad para las personas que quieren dejar las maletas guardadas, como es posible que en esta estación tan grande no haya consigna"
"Pilar Iglesias guerrero","Local Guide · 93 reseñas · 2.819 fotos","Hace 2 años","Es una estación muy chula arquitectónicamente hablando y cómoda también, tiene rincones con encanto"
"Joaquin Abellan Ossenbach","Local Guide · 349 reseñas · 2.797 fotos","Hace 3 meses","Muy interesante"
"AM","9 reseñas · 1 foto","Hace un año","No se puede pagar por los baños cuando es algo de primera necesidad"
"José Martín Álvarez Sotelo","13 reseñas","Hace un año","Que te cobren por usar el baño después de un viaje larguísimo, un abuso."
"Jose Felipe Benítez González","Local Guide · 278 reseñas · 279 fotos","Hace un año","Excelente distribución y organización. Fácil acceso a los sistemas de transporte."
"Elisa z.l.","Local Guide · 118 reseñas · 169 fotos","Hace 2 años","Bastante grande ela estacion , todo muy cuidado, lo negativo :el personal no te atienda"
"Beita Albertini","Local Guide · 229 reseñas · 236 fotos","Hace 2 años","Es una estación segura, limpia, bien señalizada y con buena conexión por Cercanías."
"K","Local Guide · 1.250 reseñas · 2.852 fotos","Hace 3 años","Es un caos, pasillos muy largos y nada adaptados, pocas señalizaciones..... Muy mal aprovechado el espacio."
"Alba Negrín","Local Guide · 255 reseñas · 25 fotos","Hace un año","Vergüenza absoluta. Cero educación por parte de los trabajadores"
"Kevin","Local Guide · 205 reseñas · 470 fotos","Hace 2 años","Muy grande. Creo que en general está bien pero falta indicar mejor los sitios."
"revengeVersalles","271 reseñas","Hace un año","Lugar a dónde te llevan todos los trenes de España✨🇪🇦🛤️🚄🚅🚆🚞🚂🛤️🇪🇦✨…"
"Ruben Fernández","Local Guide · 973 reseñas · 4.593 fotos","Hace 2 años","Todo bien y en orden después de los atentados a quedado maravillosa"
"Rodrigo Villalobos","Local Guide · 21 reseñas · 13 fotos","Hace 8 meses","Venía muy lleno el tren y debido a la Pandemia hay que hacer distanciamiento social"
"rodohill","Local Guide · 277 reseñas · 135 fotos","Hace 2 años","Es una estación que conecta todo Renfe, metro y autobuses"
"Lucía Barriuso López","7 reseñas · 1 foto","Hace un año","Feo, sucio y sin asientos suficientes"
"Correcaminos70","Local Guide · 209 reseñas · 1.624 fotos","Hace 3 años","Lugar ideal para quedar a tomar un café y moverte donde quieras en transporte público 👌…"
"Enrique Palomino Chirinos","Local Guide · 820 reseñas · 754 fotos","Hace un año","Lugar público, muy ordenado"
"RDUJ RDUJ","Local Guide · 398 reseñas · 15 fotos","Hace 2 años","Buena estación y situada cerca museos"
"Julio Diaz","Local Guide · 171 reseñas · 40 fotos","Hace 10 meses","Transporte y seguridad Excelente"
"Carel Sánchez","Local Guide · 33 reseñas · 616 fotos","Hace 9 meses","Falta cosas por hacer"
"pecrevolt","Local Guide · 9 reseñas","Hace 2 años","Es una estación incómoda y que te quieren robar en cada cafetería"
"ivan valero","Local Guide · 50 reseñas · 26 fotos","Hace 11 meses","Qué bonito atardecer 🌅…"
"Quque Quque","Local Guide · 681 reseñas · 1.514 fotos","Hace 2 años","Esta muy bien y muy bonito ...."
"Juan Carlos Hernández","Local Guide · 171 reseñas · 6 fotos","Hace un año","Todo bien gracias"
"Mauricio Castro-Lines","Local Guide · 232 reseñas · 646 fotos","Hace un año","Maravillosa estación"
"Vicente Mena","Local Guide · 120 reseñas","Hace 2 años","Todo muy bien"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace un año","Muy arquitectónica"
"Pablo Quijano","Local Guide · 18 reseñas · 136 fotos","Hace 2 años","No hay consigna"
"Marissa Lopez","Local Guide · 213 reseñas · 2 fotos","Hace un año","Bien"
"Lluís Borrell Brachs","Local Guide · 257 reseñas · 54 fotos","Hace 2 años","nada del otro mundo..."
"Eva Fuentes","Local Guide · 436 reseñas · 142 fotos","Hace 2 años","Los baños de pago fatal"
"Jaime G.","1.038 reseñas","Hace 2 años","Penoso mantenimiento de la infraestructura"
"Nestor Fabian Marcos","Local Guide · 922 reseñas · 7.168 fotos","Hace un año","Increíblemente bella"
"Elianny Rodriguez","Local Guide · 3 reseñas · 377 fotos","Hace 2 años","Bellos lugares"
"Antonio Garcia","Local Guide · 380 reseñas · 1 foto","Hace 2 años","Centro de transportes"
"Pere Serrano Alonso","Local Guide · 1.291 reseñas · 4.421 fotos","Hace 2 años","Estación central del Ave"
"Andrei Tupitcyn","Local Guide · 48 reseñas · 34 fotos","Hace 4 meses","La navegación en la estación es simplemente terrible, tomó casi 20 minutos encontrar el andén correcto, solo para finalmente descubrir que el tren había sido trasladado a otro (no hay una palabra sobre esto en el panel de información) y hay que correr. lo más rápido que puedas para llegar a tiempo. La estación en sí es preciosa, pero los baños de pago y el caos arruinan toda la impresión."
"panagiotis dimitrakopoulos","Local Guide · 466 reseñas · 4.276 fotos","Hace un año","La estación de tren de Atocha es un lugar típico de la ciudad de Madrid. Una vez que lo visites, debes tomarte el tiempo para observar las cientos de tortugas que se aparean a lo largo del año."
"mirela chindea","Local Guide · 111 reseñas · 37 fotos","Hace un año","Atocha es uno de mis lugares favoritos en Madrid. Cerca del Museo del Prado, en los distintos Jardines siempre es agradable sentarse dentro de su pequeño y exuberante jardín."
