"d4r55","RfnDt","rsqaWe","wiI7pd"
"Juan Luengo","Local Guide · 171 reseñas · 269 fotos","Hace 6 años","Muy buena parada de metro. Línea 5 la cual pasa por el centro y cuanta con trenes muy amenudo. Un pco antigua la estación pero no muy deteriorada. Además cuenta con un pasillo subterráneo hasta embajadores la cual es una buena opción si quieres llegar antes."
"binguera sedienta","Local Guide · 70 reseñas · 1 foto","Hace 3 años","Es una pasada todas las escaleras que hay que subir, pongan un ascensor o pongan escaleras mecánicas ya, las personas con movilidad reducida también tienen derecho a viajar en metro."
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Acacias es una estación del servicio de metro de Madrid línea 5 Alameda de Osuna y casa de campo en el paseo de las acacias tiene transbordo largo con Embajadores es famosisima por el paseo de las acacias y el transbordo largo que tiene me gustas en Madrid España"
"Consuelo Navarro Gonzalez Conde","Local Guide · 327 reseñas · 6 fotos","Hace 10 meses","Está bien, el único inconveniente es que no tiene ascensor"
"Ramiro Bianchi","Local Guide · 236 reseñas · 127 fotos","Hace 2 años","Lo mejor es el servicio de asecnesores para andar con valijas, niños o cochecitos de bebes. La teleserie es pesima"
"ANTONIO CRUZ SANCHEZ","Local Guide · 3.612 reseñas · 8.906 fotos","Hace un mes","Parada muy importante, te conecta con varios puntos de la ciudad"
"Julio Diarte","Local Guide · 824 reseñas · 3.509 fotos","Hace un año","Le falta ascensor para las personas con movilidad reducida"
"pablo monzon","3 reseñas","Hace 6 años","Sitio agradable, pero la cocina muy simple, debería mejorar, no en hacer platos más sofisticados, pero si mejor cocinados"
"M E","Local Guide · 563 reseñas · 299 fotos","Hace 7 años","Estación estándar de la línea 5, se conecta a la línea 3 (estación de Embajadores) por un pasillo subterráneo."
"Juan Carlos Barahona Izaguirre","Local Guide · 35 reseñas · 24 fotos","Hace una semana","😂…"
"Isidro","615 reseñas","Hace 5 años","No es una estación accesible. Solo hay escaleras y algún tramo no son escaleras mecánicas."
"David Martín","Local Guide · 84 reseñas","Hace 8 años","Una estación de metro más, situada en una zona donde se puede aparcar medianamente bien y cerca del centro de la ciudad."
"Luichensky","Local Guide · 20 reseñas","Hace 6 años","Voy todos los dias, los trenes pasan a menudo y conecta hasta embajadores."
"Isabel Cenamor","Local Guide · 535 reseñas · 1.525 fotos","Hace 5 años","Metro de acacias en la linea 5 que conecta con gran Vía y con Callao directamente."
"Olivier Rodríguez","Local Guide · 1.383 reseñas · 10.275 fotos","Hace 7 años","Esta zona tiene buenos bares, para ir de tapas es una de mis preferidas."
"Jose Gutierrez","Local Guide · 115 reseñas · 6 fotos","Hace un año","Me encanta esta zona"
"David Fernandez","14 reseñas","Hace 3 años","Buena serie Española :)"
"Quique Cortes","Local Guide · 189 reseñas · 492 fotos","Hace 8 años","tienen un muy buen servicio"
"Ricardo Alfonzo","Local Guide · 575 reseñas · 1.095 fotos","Hace un año","Bien"
"Javier Perez Morata","7 reseñas","Hace 5 años","Estación muy antigua"
"Jesus maria Henao","Local Guide · 323 reseñas · 320 fotos","Hace un año","Bonito comodo"
"Rosa Ruiz","Local Guide · 72 reseñas · 111 fotos","Hace 6 años","Muy rica comida.."
"Lucas Garcia Castro","Local Guide · 549 reseñas · 93 fotos","Hace 3 años","Linda zona."
"Fernando Campos Asensio","Local Guide · 1.524 reseñas · 5.984 fotos","Hace 2 años","Estación de Metro."
"Martina Martinez","1 reseña","Hace 6 años","Se llama acacias"
"Rhuan Carlos Lopes Ribeiro","Local Guide · 149 reseñas · 5 fotos","Hace 7 años","Buenos servicio"
"Angela Rodriguez","Local Guide · 17 reseñas · 7 fotos","Hace 4 años","Estación del.metro"
"Francisco León","Local Guide · 291 reseñas · 1 foto","Hace 9 meses","Normal."
"Seo Hyeon Lee","Local Guide · 45 reseñas","Hace 7 años","jajaja"
"Antonio Fernández López","Local Guide · 28 reseñas","Hace 2 semanas",""
"Mar Encinas Marín","Local Guide · 63 reseñas","Hace 5 meses",""
"M G. Martín","Local Guide · 70 reseñas · 4 fotos","Hace 6 meses",""
"Antonio Martinez","Local Guide · 21 reseñas · 343 fotos","Hace 7 meses",""
"Mertxe","Local Guide · 50 reseñas","Hace 7 meses",""
"Amalia Apaza","43 reseñas","Hace 7 meses",""
"Juan Pedro Claudio","Local Guide · 11 reseñas · 3 fotos","Hace 8 meses",""
"Raul Duran","Local Guide · 6 reseñas · 59 fotos","Hace 9 meses",""
"Iris A. F","Local Guide · 396 reseñas · 15 fotos","Hace un año",""
"Anna Suarez-Inclan","Local Guide · 61 reseñas · 38 fotos","Hace un año",""
"Gael","Local Guide · 1 reseña · 1 foto","Hace un año",""
"daniel alonso","Local Guide · 120 reseñas · 233 fotos","Hace un año",""
"Teresita Quebec","Local Guide · 41 reseñas · 46 fotos","Hace un año",""
"Ana Isabel Torremocha Santos","4 reseñas · 7 fotos","Hace 2 años",""
"Fernando B.","Local Guide · 199 reseñas · 584 fotos","Hace 2 años",""
"Cukifruks F.","Local Guide · 49 reseñas · 23 fotos","Hace 2 años",""
"Alejandro Álvarez","Local Guide · 29 reseñas · 55 fotos","Hace 2 años",""
"Aby's World","Local Guide · 19 reseñas · 13 fotos","Hace 3 años",""
"Guillermo Pereira","Local Guide · 79 reseñas · 246 fotos","Hace 4 años",""
"J. Amorim","Local Guide · 1.110 reseñas · 9.858 fotos","Hace 5 años",""
"David","Local Guide · 72 reseñas · 519 fotos","Hace 5 años",""
"Francisco J. Armenta","Local Guide · 76 reseñas · 86 fotos","Hace 7 años",""
"Gladys Vicente","","Hace 7 años",""
"María Vela","","Hace 7 años",""
"rosa martin","6 reseñas","Hace 7 años",""
"Youssouf Cisse","1 foto","Hace 7 años",""
"ELIES MADRIDRIO","Local Guide · 94 reseñas · 202 fotos","Hace 7 años",""
"Carlos Serrano Redondo","Local Guide · 296 reseñas · 4.658 fotos","Hace 7 años",""
"Oscar Peinado","1 reseña","Hace 7 años",""
"Albert Dover","","Hace 7 años",""
