"d4r55","RfnDt","rsqaWe","wiI7pd"
"Jesús Martínez","Local Guide · 111 reseñas · 78 fotos","Hace 8 años","Salida de metro con dos salidas, ambas en la calle Ginzo de Limia. La de arriba tiene un sentido residencial tiene horario reducido. La de abajo es la mas cercana al Centro Comercial La Vaguada por eso tiene tanta importancia esta parada de metro."
"Elba Smet","Local Guide · 102 reseñas · 106 fotos","Hace un año","Esta estación de Metro de Madrid no asiste a la urraca que tienen atrapada hace una semana y a la que están dejando morir de hambre y sed."
"Patricia Gil","14 reseñas","Hace un año","Las escaleras de entrada al metro están plagadas de cucarachas y dentro por favor fumigar,no puedo entrar todos los días lleno"
"Daniel Federico Sandoval Custodio","Local Guide · 83 reseñas · 216 fotos","Hace un año","Trenes Puntuales, buen precio, y estación bien ubicada, limpia pero con falta de baños"
"El encantador","Local Guide · 92 reseñas · 23 fotos","Hace un año","A caray si es mi barrio y es casi el tercer mejor barrio de Madrid"
"Rosa Franco Mendoza","Local Guide · 904 reseñas · 18.601 fotos","Hace 6 años","Parada del metro del Barrio del Pilar #LetsGuide"
"Miguel LL","Local Guide · 585 reseñas · 181 fotos","Hace un año","Barrio obrero clásico de Madrid que ha evolucionado y tiene una buena oferta gastronómica a buen precio."
"Pablo Cañamares Ullan","Local Guide · 315 reseñas","Hace 8 años","Estación de metro. Los accesos no están preparadas para minusválidos. Las salidas de arriba son las que cierran por la noche, y no suele haber nadie en taquilla la mayor parte del tiempo."
"deianellona","Local Guide · 17 reseñas · 24 fotos","Hace un año","Hay una urraca atrapada en la estación y Metro no quiere colaborar a rescatarla. Cero en humanidad."
"Moises García","Local Guide · 47 reseñas","Hace un año","Es un gran barrio con todos los servicios al ciudadano. Y tambien tiene la vaguada"
"Angel Leonardo Rosillo Sierra","Local Guide · 632 reseñas · 2.156 fotos","Hace 6 años","Metro Barrio del Pilar, Línea 9"
"Riccardo Rossetti","Local Guide · 101 reseñas · 1.424 fotos","Hace 6 años","El un buen barrio poca contaminación, ordenado, dónde se mezcla la modernidad con las tiendas pequeñas de barrio de toda la vida para mí es el mejor barrio"
"Javier Muñoz Gomez","Local Guide · 516 reseñas · 738 fotos","Hace un año","Buen barrio con todo tipo de servicios y bastante limpio."
"SEYED HASSAN","Local Guide · 19 reseñas · 26 fotos","Hace 2 años","Un barrio tranquilo, tiene un centro comercial grande se llama  La vaguada"
"ROSA GONZALEZ PEREZ","146 reseñas · 374 fotos","Hace 4 años","Barrio del pilar es muy bonito y gente muy amable tiene de todo y unos parque muy bonito"
"Marcos Cabrera","Local Guide · 173 reseñas · 193 fotos","Hace 7 años","Hoy he tenido que ayudar a una persona con parkinson porque han quitado a las personas de la taquilla....aunque no vendan directamente, poner a alguien para ayudar a las personas que lo necesiten."
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Barrio del Pilar es una estación del servicio de metro de Madrid línea 9 en Chamartín en Madrid España"
"Ana isabel y Felipe Hernandez jeronimo","75 reseñas","Hace 2 años","Amable solidaridad, humilde,😷😇😍😀🤗…"
"Julio Diarte","Local Guide · 824 reseñas · 3.509 fotos","Hace un año","Si lo llegarán actualizar le vendría bien un ascensor."
"William Harold Yarrow Llanos","Local Guide · 54 reseñas · 653 fotos","Hace 6 años","Mi barrio desde hace 7 años. Tiene todo lo que puedo necesitar muy cerca de mí."
"José Luis Gutiérrez Sánchez","Local Guide · 38 reseñas · 377 fotos","Hace 9 meses","Vivo en el barrio desde 1978."
"J. Noir","Local Guide · 91 reseñas · 78 fotos","Hace 6 años","Estación perteneciente a la Línea 9 (morada) del Metro de Madrid, y correspondiente a la zona A."
"Тамила Кузнецова","Local Guide · 25 reseñas · 8 fotos","Hace un año","urgente, se nesecita la reforma del techo"
"Rosmy garciap","Local Guide · 96 reseñas · 253 fotos","Hace 6 años","Buen barrió bien comunicado todos los servicios y bien cuidando"
"Olivier Rodríguez","Local Guide · 1.383 reseñas · 10.275 fotos","Hace 7 años","estación cercana al centro comercial la Vaguada, uno de los mejores de la zona."
"Sandra R","Local Guide · 20 reseñas","Hace 3 años","el barrio del pilaar es muy bonito"
"Antonio","Local Guide · 6 reseñas · 224 fotos","Hace un año","El mejor barrio de Madriz"
"Mario “Trasthor”","Local Guide · 98 reseñas · 14 fotos","Hace 2 años","Bonita zona, en la zona note de Madrid 🇪🇸…"
"MANU MORENO (R.I.P.)","Local Guide · 221 reseñas · 6 fotos","Hace un año","Lo mejor"
"jt peluqueros","Local Guide · 45 reseñas · 213 fotos","Hace 2 años","Unico"
"javier peña","Local Guide · 188 reseñas · 15 fotos","Hace 6 años","Barrio tranquilo y agradable"
"Manuel Clemente","Local Guide · 133 reseñas · 197 fotos","Hace 7 años","El mejor barrio de Madrid!"
"Arturo villalba talavera","Local Guide · 384 reseñas · 65 fotos","Hace un año","El mejor barrio."
"PILAR BLANCO MARTINEZ","Local Guide · 134 reseñas · 27 fotos","Hace 6 años","La salida de arriba está falta de alguien."
"José Guzmán","Local Guide · 92 reseñas","Hace 10 meses","Buen barrio"
"Nuria","Local Guide · 777 reseñas · 10.703 fotos","Hace 5 años","Esta muy bien"
"Rubén Álvarez","Local Guide · 25 reseñas · 351 fotos","Hace 7 años","No hay ascensor"
"Sabina Alegre","5 reseñas · 1 foto","Hace 7 años","Barrio del pilar"
"Alicia Ferrer","Local Guide · 93 reseñas · 1.446 fotos","Hace 6 años","Un buen barrio"
"Marilou Tolentino","Local Guide · 578 reseñas · 1.551 fotos","Hace un año","Estación de metro cercana al centro comercial La Vaguada. Hay restaurantes y tiendas alrededor de la estación y siempre está ocupada."
"Luca F.","Local Guide · 518 reseñas · 566 fotos","Hace 7 años","Bonito barrio tranquilo y estratégico para visitar la ciudad."
"HTC G1","Local Guide · 2.113 reseñas · 10.302 fotos","Hace un año","Buena infraestructura."
"Ruloner :P","Local Guide · 18 reseñas","Hace un mes",""
"Alfredo Martel Revuelta","Local Guide · 131 reseñas · 375 fotos","Hace 3 meses",""
"Enrique Garcia Merlo","Local Guide · 107 reseñas","Hace 3 meses",""
"maria dolores sanz gil","Local Guide · 39 reseñas · 29 fotos","Hace 4 meses",""
"Luis García-Ruiz","Local Guide · 123 reseñas · 3 fotos","Hace 5 meses",""
"maria rodriguez simon","Local Guide · 15 reseñas · 972 fotos","Hace 7 meses",""
"Gaspar Herman","Local Guide · 345 reseñas · 500 fotos","Hace 8 meses",""
"JUAN JOSE FRIAS RODELGO","Local Guide · 19 reseñas","Hace 9 meses",""
"Ignacio42g Garcia-Lomas","Local Guide · 47 reseñas · 29 fotos","Hace 10 meses",""
"Alberto Cordova","Local Guide · 93 reseñas · 11 fotos","Hace 10 meses",""
"Chakir Doukali","Local Guide · 9 reseñas · 45 fotos","Hace un año",""
"David Martín","Local Guide · 145 reseñas","Hace un año",""
"Pepa Saez","96 reseñas · 50 fotos","Hace un año",""
"Eva María Martín Jiménez","Local Guide · 21 reseñas · 37 fotos","Hace un año",""
"Santiago Salamanca Rodriguez","Local Guide · 89 reseñas · 3.438 fotos","Hace un año",""
"Angel Luna","Local Guide · 137 reseñas · 16 fotos","Hace 2 años",""
"Magdalena Achim","4 reseñas","Hace 2 años",""
"Maria Toribio","35 reseñas · 171 fotos","Hace 2 años",""
"minit vaguada","Local Guide · 18 reseñas · 12 fotos","Hace 3 años",""
"Periko","Local Guide · 33 reseñas · 56 fotos","Hace 3 años",""
"Enrique Yang","9 fotos","Hace 5 años",""
"Urban Dancer","Local Guide · 7 reseñas · 47 fotos","Hace 5 años",""
"Laura Lezama","","Hace 6 años",""
"Melina Herrera","Local Guide · 48 reseñas · 1.433 fotos","Hace 6 años",""
"Gabriel Manquillo","Local Guide · 220 reseñas · 8.488 fotos","Hace 6 años",""
"Nacho Blanco","Local Guide · 541 reseñas · 1.947 fotos","Hace 6 años",""
"Sara Balderi","Local Guide · 818 reseñas · 949 fotos","Hace 6 años",""
"José María Pérez","Local Guide · 1.020 reseñas · 295 fotos","Hace 6 años",""
"STEL","8 reseñas","Hace 6 años",""
"Nerea Cueva","Local Guide · 1 reseña","Hace 6 años",""
"Maria Hidalgo","Local Guide · 369 reseñas · 657 fotos","Hace 6 años",""
"Samuel Rebuelta","Local Guide · 32 reseñas · 11 fotos","Hace 7 años",""
"Bruno González","Local Guide · 27 reseñas","Hace 7 años",""
"no","1 reseña · 1 foto","Hace 7 años",""
"Peluchita TV","1 reseña","Hace 7 años",""
"Cami","Local Guide · 14 reseñas · 1 foto","Hace 7 años",""
"Concha Romero","","Hace 7 años",""
"Alejandra Elisabeth Malsonantes Monzon","1 reseña · 1 foto","Hace 7 años",""
"Johanna Fiallos","","Hace 7 años",""
"Miguel Ángel Melón Pérez","Local Guide · 138 reseñas · 557 fotos","Hace 7 años",""
"maha rrama","Local Guide · 83 reseñas · 10 fotos","Hace 7 años",""
"Dolores Hernandez Manzano","1 foto","Hace 7 años",""
