"d4r55","RfnDt","rsqaWe","wiI7pd"
"Aros Dale","7 reseñas · 2 fotos","Hace 5 años","Personal muy amable. Perdí una tarjeta de transporte y me la encontraron al día siguiente"
"Rocio Rodrigo Rubio","Local Guide · 276 reseñas","Hace 6 años","Canillas es una estación del servicio de metro de Madrid línea 4 en el barrio Hortaleza en Madrid España"
"Miriam's Podologia Integral","Local Guide · 340 reseñas · 459 fotos","Hace 2 años","Un paradero super guay. Nunca tuve problemas ..."
"Helena Rodriguez Elena","6 reseñas","Hace 6 años","Muy limpia pero podría poner cobertura en la línea"
"Pablo Navazo Photography","Local Guide · 280 reseñas · 13 fotos","Hace un año","Añoranzas, tantos años tomando el metro en esta parada"
"fenix armas","28 reseñas","Hace un año","Un lugar agradable con lugares de recreación"
"Jorge García Fernández","Local Guide · 211 reseñas · 60 fotos","Hace 8 años","Es una estacion. Que se puede decir.. vista una vista todas"
"Enrique","Local Guide · 1.186 reseñas · 78 fotos","Hace 11 meses","Estación de metro moderna"
"Cesar Casado","Local Guide · 296 reseñas · 241 fotos","Hace un año","El metro"
"M E","Local Guide · 563 reseñas · 299 fotos","Hace 7 años","Al lado del centro comercial palacio de Cristal."
"Víctor Apellidos","Local Guide · 1.437 reseñas · 1.688 fotos","Hace 6 años","Bonita estación. Buenos accesos."
"Mario Serrano Rodríguez","Local Guide · 230 reseñas · 2 fotos","Hace 8 años","No muy cuidada"
"Urban Traveler","Local Guide · 2.505 reseñas · 6.636 fotos","Hace 4 años","Otra estación de Metro que sirve a un barrio de clase media"
"Lo Seveman","Local Guide · 1.108 reseñas · 5.220 fotos","Hace 7 años","Estación muy limpia. Alta frecuencia de metros. Es un cambio agradable con respecto a París."
"Gerard de Vries","Local Guide · 268 reseñas · 443 fotos","Hace 7 años","Bonita estación de metro limpia al lado de un centro comercial con una pista de hielo."
"Carlos Benti","Local Guide · 32 reseñas · 5 fotos","Hace 2 semanas",""
"Dina Sierra Martinez","Local Guide · 102 reseñas · 393 fotos","Hace 3 semanas",""
"Carlos Martinez Raboso","4 reseñas","Hace 4 meses",""
"Ariadna Ferga","Local Guide · 2 reseñas · 343 fotos","Hace 7 meses",""
"Osiris Sosa","Local Guide · 65 reseñas · 160 fotos","Hace 8 meses",""
"Arifyah","Local Guide · 35 reseñas · 64 fotos","Hace 9 meses",""
"Eduard Fg","Local Guide · 56 reseñas · 45 fotos","Hace 11 meses",""
"Yogendra Singh","Local Guide · 235 reseñas · 1.518 fotos","Hace un año",""
"tania korol","Local Guide · 23 reseñas · 78 fotos","Hace un año",""
"Miguel De la Horra Sanchez","Local Guide · 242 reseñas · 806 fotos","Hace 2 años",""
"Kostís Toulgaridis","Local Guide · 211 reseñas · 334 fotos","Hace 2 años",""
"Eliren Hernandez","Local Guide · 56 reseñas · 31 fotos","Hace 2 años",""
"Sina Shafaei","Local Guide · 30 reseñas · 577 fotos","Hace 2 años",""
"Galina Tsankova","Local Guide · 78 reseñas · 508 fotos","Hace 2 años",""
"Alejandro Garrán","Local Guide · 4 reseñas · 183 fotos","Hace 2 años",""
"Ganya k","2 reseñas","Hace 3 años",""
"Pepe Yoyo","Local Guide · 190 reseñas","Hace 3 años",""
"juan carlos CLl","Local Guide · 1.216 reseñas · 3.558 fotos","Hace 3 años",""
"Sandra Moumary","Local Guide · 33 reseñas · 1 foto","Hace 4 años",""
"Jorge Arranz","Local Guide · 29 reseñas · 892 fotos","Hace 5 años",""
"Teresa Rodriguez","Local Guide · 101 reseñas · 6 fotos","Hace 7 años",""
"Michael B Díaz B","3 reseñas","Hace 7 años",""
"Cristóbal Granados Martínez","","Hace 7 años",""
"Luciano Andrés Prieto Díaz","Local Guide · 211 reseñas · 157 fotos","Hace 7 años",""
"Cristina Vlasin (Official)","Local Guide · 5 reseñas · 46 fotos","Hace 7 años",""
