"d4r55","RfnDt","rsqaWe","wiI7pd"
"Miguel Martínez","Local Guide · 2.289 reseñas · 15.183 fotos","Hace un año","La terminal más moderna del aeropuerto de Barajas. Arquitectónicamente es una maravilla, con unas formas que se han hecho muy reconocibles con los años; forman ya parte de la ciudad. Puedes llegar en Cercanías y en metro, pagando un suplemento de 3€ por entrar. Si vas en coche, en la parte de llegadas no puedes aparcar; sí en la de salidas, pero lo justo para dejar al pasajero y partir. Por dentro está muy limpia."
"Alvaro de la Cruz Jimenez","Local Guide · 454 reseñas · 4.387 fotos","Hace 2 años","Esta terminal del aeropuerto es la mejor sin duda. Ya ni solo por que es mucho más nueva y esta mucho mejor mantenida, sino por los techos altos que tiene, las ondulaciones del tejado,los colores de la estructura,… todo en general hace de esta terminal la mejor sin duda del aeropuerto de Madrid. El aparcamiento está muy cómodo y amplio."
"Rodrigo Acecas","Local Guide · 234 reseñas · 1.558 fotos","Hace 2 años","Describiría este aeropuerto como un lugar limpio, bonito y con los servicios necesarios,  como por ejemplo: baños, cajero automático, restaurantes , área de juegos para niños, módulos para cargar tus dispositivos electrónicos. Puntos a considerar Protocolos rígidos por la COVID 19 Cuentan con puntos de suministro de gel antibacterial Señalización para mantener la distancia social debido a la pandemia La comida que se ofrece no es muy variada, y si eres vegano o vegetariano será difícil que encuentres opciones de alimentos o si eres de los que prefiere comer saludable , no hay muchas opciones. Los procesos de migración son rápidos ( la visita que hice fue durante la pandemia , por lo cual había menos gente)"
"Julio Mori","Local Guide · 8 reseñas · 150 fotos","Hace 3 meses","El problema es que es más un CENTRO COMERCIAL que Aeropuerto, te guian de tienda en tienda para llegar, lo que resulto en HACERLO GRANDE y para pasar del ESTACIONAMIENTO al check in sus 10 a 15 minutos. Si no hay colas en check in de ahi a control de RAYOS X pues sus 10 a 15 minutos más y de RAYOS X pasando por las tiendas FREE a tu puerta de EMBARQUE de 10 a 30 minutos. AQUI SI SE CUMPLE el venga 3 horas a 2 horas antes. Completamente distinto s Aeropuertos de sus CAPITALES VECINAS FRANCIA/ITALIA."
"el Salón Ropa y complementos","Local Guide · 106 reseñas · 72 fotos","Hace 4 meses","muy concurrido según horas. Buenos accesos y bien atendido"
"Veronica Lopez","8 reseñas · 4 fotos","Hace 3 meses","Mis cinco estrellas van para un trabajador de cercanias, día 26.05.24 sobre las 18.15..que viendo que estaba súper perdida ,jaja, se acercó  me dijo que  si m ayudaba e incluso me  acompañó  a los tornos.No creo que lo lea,pero por si le llega,, soy la chica del Ave...jajaja.MIL GRACIAS!!"
"Jesus Garcia","Local Guide · 287 reseñas · 170 fotos","Hace un mes","La historia de siempre: equipajes perdidos, y eso que se han gastado.millones en el sistema de gestión de equipajes...nunca aprenderán?"
"Natalia Barria","Local Guide · 168 reseñas · 349 fotos","Hace 7 meses","Ordenado, iluminado, información clara, trato impecable, lo deseable de cualquier viajero/a"
"P J","17 reseñas","Hace 4 meses","Nunca he esperado tanto las maletas en otro aeropuerto. Es sistemático, entre 40 minutos y 1 hora de espera siempre."
"Oscar MG","Local Guide · 329 reseñas · 1.718 fotos","Hace 2 años","Aunque no vayas a viajar te puedes dar un paseo y recrearse con su singular y especial arquitectura. Eso sí evita comer, todo CARÍSIMO, se puede llegar en bus, metro y Renfe"
"Farina Marquez","Local Guide · 90 reseñas · 107 fotos","Hace 2 años","Las instalaciones están muy bien adecuadas. Hay zona infantil, lo cual como madre agradezco mucho que piensen en los niños. Nos tocó dormir en el aeropuerto porque nuestro vuelo salía muy temprano, y encontramos un área donde los niños pudieron estar cómodos para dormir. Dentro del Aeropuerto hay carritos para niños lo cual hace mucho más fácil la estancia en el aeropuerto con niños."
"Yana Nika Тom.","Local Guide · 51 reseñas · 185 fotos","Hace 7 años","Es muy amplio, bastante fácil de llegar. Cada persona a la hemos ido a recoger dijo que es el más grande y más bonito que hayan visto."
"anderson Guisao","Local Guide · 57 reseñas · 224 fotos","Hace un año","Es un aeropuerto muy grande y con mucha variedad de transporte para llegar y salir"
"Laisbeth Gutierrez","Local Guide · 217 reseñas · 533 fotos","Hace un mes","Muy bonito, grande, imponente, con todos los servicios necesarios"
"Milena Ariza","Local Guide · 46 reseñas · 53 fotos","Hace 9 meses","Cómo puerta de entrada a España o como lugar de conexión con otros países, me parece que es un muy buen aeropuerto. Por la cantidad de puertas y aerolíneas, cómo todo aeropuerto internacional, debes considerar llegar con suficiente tiempo para evitar contratiempos. Mi experiencia personal y las diferentes veces que he pasado por aquí me permiten darle una excelente calificación."
"Víctor Pellegrini Guitarra","Local Guide · 106 reseñas · 2.098 fotos","Hace 2 años","Terminal 4, un hermoso edificio, cómodo y con todas las necesidades para el pasajero. Amabilidad y luminosidad en un ambiente tranquilo. Tecnología para utilizar en todos los movimientos necesarios para trasladarse de un vuelo a otro, con salas de espera espaciosas y confortables. En cualquier sitio donde se encuentre, podrá disfrutar de un café, o algo para comer, comprar regalos para los seres queridos. Los servicios de lavabos impecables, como toda la Terminal 4 que he visitado tantas veces y que siempre disfruto. Muchas gracias a todo el personal del hermoso Aeropuerto de Barajas."
"Rafael Honour Apenzell","Local Guide · 133 reseñas · 153 fotos","Hace un año","Aeropuerto grande, muy bien señalidazado personal agradable."
"Francisco Rodriguez del Castillo","Local Guide · 1.069 reseñas · 6.131 fotos","Hace un año","Muy funcional de facil acceso Tiene todos los trasportes públicos Personal amable y profesional instalaciones buenas Zona de fumadores"
"Gabriel Edgardo Ortiz Carpio","Local Guide · 18 reseñas · 6 fotos","Hace 5 meses","Excelente la ayuda del petsonal, apesar de ser muy grande el aeropuerto co. Muchas escaleras, las indicaciones te permiten desplazarte sin ningún problema"
"Alexandre T.B.","Local Guide · 35 reseñas · 10 fotos","Hace 10 meses","Llevo viajando toda mi vida a Madrid y debo decir de que este es de los mejores aeropuertos que he visto. -Buen servicio. -Buena organización. -Buena limpieza. -Bien adaptado para personas con minusvalía. - Y bien conectada con las demás terminales."
"Pablo Necpas","Local Guide · 406 reseñas · 1.281 fotos","Hace un año","Es un aeropuerto de facil acceso. Es moderno y miy bien señalizado"
"Irene Escalona ORtiz","Local Guide · 102 reseñas · 162 fotos","Hace un año","Buena señalización, amplia, limpia. Y su personal muy amable."
"nerycraft YT","Local Guide · 39 reseñas · 179 fotos","Hace 2 semanas","El cercanías te deja en la puerta del aeropuerto y es más barato que el Metro"
"Estefanía Reyes","Local Guide · 61 reseñas · 24 fotos","Hace 8 meses","Increíble aeropuerto, es enorme, moderno, hay transporte para llevarte y tiene de todo, sin embargo es muy revoltoso, debes estar con tiempo para poder llegar a tu sala porque te puedes perder muy fácil y no todo el personal es amable para darte indicaciones"
"BC Matencio Gonzales","Local Guide · 50 reseñas · 39 fotos","Hace 8 meses","(Ene-24) La estación tiene muchas cosas por mejorar; quizás no la infraestructura, pero la forma de gestionarla deja mucho que desear. Los tableros principales muestran una grabación de un supuesto horario de las líneas y no en tiempo real, el sonido del megáfono no se escucha de forma clara y los tableros en los andenes no te muestran información entre llegadas de los trenes. Esperemos que algún día cambie para mejor ya que es una estación insignia que lo usan muchos, especialmente turistas al llegar a Madrid."
"María Marcellán","Local Guide · 284 reseñas · 1.875 fotos","Hace un año","Hay autobús lanzadera gratuito, recorre las 4 terminales, unos 8 minutos entre la 3-4.  Mejor estar con bastante tiempo de antelación."
"Javier Carazo","Local Guide · 555 reseñas · 1.987 fotos","Hace un año","Amplio y muy bien organizado. Lo malo es que hay mucha puertas de embarque, osea mucha distancia por ejemplo entre la 1 y la 50( me invento los nujmeros) y como no avisan por megafonía los embarques,hay que estar atentos a las pantallas para llegar a tiempo a la puerta indicada"
"Clinica Ceepal","Local Guide · 184 reseñas · 1.118 fotos","Hace un año","Muy completo, buenos precios de free shop y oferta en gastronomía, recomendable,"
"ITV RIVAS S.L.","Local Guide · 90 reseñas · 21 fotos","Hace 5 meses","Necesita más vigilancia policial para que los vehículos efectúen las  paradas manteniendo las normas más elementales de civismo, sobre todo los VTC que parecen los dueños del lugar; cruzando el vehículo para efectuar la parada y dejándolo en la misma posición para bajar pasajeros y maletas, aunque a ti te obstruyan hasta que les da la gana. Hay que efectuar las maniobras molestando lo menos posible."
"Leovigildo REDONDO ALIVIA","Local Guide · 223 reseñas · 99 fotos","Hace 2 años","Muy equipado y muy señalizado. Excelente trato. Muchas tiendas de todo tipo que te hacen la espera de tu vuelo muchísimo más amena. Restauración, tiendas de ropa, tiendas gourmet, tiendas multimarca, etc. Hay puntos de información no muy lejanos entre ellos en los que te informan amablemente de cualquier duda. Recomendable."
"Alberto San Roman","Local Guide · 40 reseñas · 772 fotos","Hace 2 años","Tranquilo. Bueno la noche de sábado a domingo fue así. Bonita arquitectura."
"Francisco P.","Local Guide · 276 reseñas · 1.415 fotos","Hace 3 años","Sin dudas para mí es el mejor aeropuerto de Europa, por servicios, información, limpieza y distribución...cuidado con perderse o llegar con tiempo justo...porque es inmenso😅…"
"José Carlos Zamorano","Local Guide · 211 reseñas · 165 fotos","Hace un año","Un monstruo. Un sitio inmenso. Te podrías quedar a vivir como Tom Hanks en la película. Esta muy preparado. Tiene una gran variedad de sitios para comer, para comprar y varios parques infantiles para los niños. Tiene varios sitios de descanso y puntos de carga para móviles o portátiles."
"Hector Portela","Local Guide · 301 reseñas · 1.998 fotos","Hace 4 años","Inmenso aeropuerto, muy muy amplio, pero me encanta lo ordenado que es y la tecnología de punta presente para identificar a los pasajeros que embarcan.  Hay variedad de servicios, desde kioscos de embalaje, pasando por restaurantes, agencias de viajes, bancos y terminando con aseos o baños y por supuesto tiendas de productos de consumo"
"Nidia Díaz","Local Guide · 115 reseñas · 58 fotos","Hace 7 meses","Todo bien. Algo apartado de la T4 pero bien. Buena conexión"
"Marcos Alonso","Local Guide · 1.478 reseñas · 5.513 fotos","Hace 2 años","Llegue en tren, estaba asustado porque era mi primera vez, pero fue todo muy fácil y a quien le pregunté las dudas me atendió muy bien, gracias Si esta reseña te ha sido útil dale a 👍"
"Pilar García","Local Guide · 20 reseñas · 155 fotos","Hace 6 meses","Amplio, información con pantallas y rótulos de fácil lectura. Buenos accesos   con cintas mecánicas para acortar distancias."
"pablo nunez","Local Guide · 20 reseñas","Hace 5 meses","Los controles de pasaportes están infra dimensionados y la recogida de las maletas va con demasiado decalaje respecto al arrivo"
"Quiromasaje Bienestar Estético","Local Guide · 346 reseñas · 286 fotos","Hace 2 años","Barajas es el aeropuerto más importante de España. Consta de cuatro terminales conocidas como T1, T2, T3 y T4, así como un edificio satélite de la Terminal 4,más conocido porblos ""viajes internacionales"". Según sales de llegadas, están los taxis  para llevarte a tu destino, y muy seguros. Recomendado 100x100"
"Jorge Petrina","Local Guide · 87 reseñas · 57 fotos","Hace 7 años","Me encanta el diseño, lo fácil que es orientarse en esta terminal y los servicios de todo tipo, que son buenos y suficientes. Agradable, moderno, limpio y sobrio."
"Sergio Montoya Chica","Local Guide · 225 reseñas · 564 fotos","Hace 6 años","Para mí siempre es muy agradable venir  al aeropuerto Adolfo Suárez de Madrid, especialmente a la T4. Sus instalaciones son modernas, cómodas, bien señalizadas (si estás habituado a este tipo de lugares). Las conexiones con el transporte público es excelente y si haces todo con tiempo, generalmente nunca he tenido ningún problema."
"bsn bsn","Local Guide · 147 reseñas · 619 fotos","Hace un año","Muy bien, es una terminal muy bien señalizada, los aseos limpios"
"Neyka Laboy Báez","Local Guide · 192 reseñas · 230 fotos","Hace un año","He tenido la oportunidad de estar en varias ocasiones en este aeropuerto. Siempre he tenido buenas experiencias, tanto con los empleados del control de pasaportes, tiendas, comestibles y mantenimiento.  Además es un lugar muy bien señalizado y limpio."
"Isabel Cecilia Gonzalez Molina","Local Guide · 330 reseñas · 5.921 fotos","Hace 5 años","No tuvimos mucha suerte en nuestro paso por Barajas porque nos tocó una huelga de brazos caídos del personal del aeropuerto y casi perdemos nuestro avión. CREO QUE EL PERSONAL DEL AEROPUERTO MERECEN UN GRAN PAQUETE LABORAL, LO QUE NO ME PARECE ES QUE ESPEREN A LAS VACACIONES PARA IR A HUELGA. PORQUE UNO JACE UN GRAN ESFUERZO PARA PAGARSE SUS VACACIONES."
"Julian Martinez-Simancas Sánchez","270 reseñas · 2.257 fotos","Hace un año","Una terminal ya muy rodada y asequible. Ha recuperado el volumen de pasajeros y multiplicado su oferta tanto gastronómica como comercial. Los puntos de atención están convenientemente ubicados y atendidos con sentido de comprensión ante la posición del viajero."
"Marta Barbero","Local Guide · 270 reseñas · 2.581 fotos","Hace 6 años","Diseño espectacular,limpio,bien comunicado y muy buena atención en general."
"Odei Riveiro","Local Guide · 306 reseñas · 5.586 fotos","Hace un año","Un aeropuerto moderno con toda clase de lujos, es inmenso y te puedes perder en el, quizá no está tan debidamente señalizado como se necesitara pero cumple su función, está bien comunicado aunque está algo apartado del centro, sitio recomendable para viajar"
"Luismi Rodriguez","Local Guide · 403 reseñas · 1.829 fotos","Hace 2 meses","Es enorme y es complicado llegar de un lado a otro si te toca coger el vuelo en la última puerta del edificio"
"dan dragnea","Local Guide · 305 reseñas · 180 fotos","Hace un año","Excelente terminal aeroportuaria con todo lo necesario y más y adaptada a las necesidades de todo tipo. Incluso con zona de fumadores, lo cual me parece una gran muestra de respeto hacia las muchas personas que fuman y a las cuales, en muchos otros lugares del mundo, se les maltrata sistemáticamente. Como única pega mencionaria que el equipaje tarda algo más de media hora en llegar a la cinta, pero también es entendible, dada la extensión de la dicha terminal."
"Cristina mouriz llanes","Local Guide · 357 reseñas · 751 fotos","Hace un año","Me parece que esta muy bien señalizado y es muy cómodo  aunque ayer tuvimos que esperar casi una hora y media después de aterrizar para recoger las maletas porque llegaban las jugadoras de la selección femenina de fútbol y los empleados parece que fueron a recibirlas y verlas porque luego venían trabajadores de Iberia,  todos con los móviles viendo las fotos y videos que habían tomado.  Un aeropuerto de esta envergadura no puede paralizar sus operaciones por circunstancias de este tipo, por muy alegres y contentos que estamos todos por la victoria, pero claro eso ya es problema de la gestión de los responsables de sus recursos humanos."
"sergio gustavo giana","Local Guide · 198 reseñas · 182 fotos","Hace 10 meses","Impresionante y moderna estructura !!! Espectacular todo, Salvo los precios bastante elevados de las tiendas y bares.... Ahhhh.....y la falta de ""mayor vigilancia"" (aunque fuera privada) He visto mucha gente ""pidiendo"" y otros tantos ""descuidistas "" DEBERÍA HABER MÁS CONTROL !!!!"
"Doncelador","Local Guide · 3.160 reseñas · 27.038 fotos","Hace 6 años","Línea C1 de cercanías y correspondencia con la línea 8 de metro, estación bien indicada, accesible y buena afluencia de trenes."
"Li Urie","9 reseñas","Hace 9 meses","Hoy día 17/12/23 a las 17.30 en el mostrador de facturación número 850 de la T4 hay una señora que trata muy mal a los pasajeros. Sobretodo a los más jóvenes. Prepotente, arrogante y engreída. A pesar de haber tenido la razón yo (en este caso tenía que presentar un certificado) la señora no me ha respetado, ni me ha dejado comunicarle el problema ni nada ya que a la mínima me interrumpía sin dejarme hablar. A la hora de aparecer mis padres (viajaba con ellos) cambia la cara, el tono y se muestra con una GRAN sonrisa, aparte de prepotente… falsa. Al final me ha tenido que dar la razón ya que si no pasaba por ese mostrador no podía volver a mi isla. Pero, eso sí, sin mirarme a los ojos y sin pedir disculpas y de manera despectiva me devuelve el DNI y el certificado. Gracias por la mala experiencia con esa trabajadora, espero no volver a encontrármela nunca más. El aeropuerto muy bonito, el resto de trabajadores muy amables, pero esa mujer… deja mucho que desear."
"Arturo Barron","Local Guide · 783 reseñas · 346 fotos","Hace 8 meses","Las áreas y espacios son muy amplios para realizar todo el proceso de registro y espera de vuelos. Parece que aquí si consideraron el crecimiento a futuro."
"Joel Poblador Navarro","Local Guide · 652 reseñas · 979 fotos","Hace un año","La terminal T4 del aeropuerto de Madrid es bastante grande, muy moderna y con unas instalaciones que están súper bien cuidadas. Ningún problema al coger el vuelo, desde la entrada todo han sido facilidades. De diez."
"JyA RL","Local Guide · 209 reseñas · 74 fotos","Hace 11 meses","Todo un ""pueblo"" dentro de una terminal, recomiendo para llegar a ella desde la M40, tomar la salida 8 y el túnel de la M12, lleva a un peaje por 0,95 Euros. pero merece la pena, ya que una vez pasado el peaje, uno se encuentra a tiro de piedra de la T4, tanto para Salidas como para llegadas. Para salir de allí seguir las indicaciones, es fácil, está todo muy bien indicado."
"Garcia","Local Guide · 96 reseñas · 48 fotos","Hace 11 meses","Tardas más que lo que dura un vuelo, es penoso los trayectos de avión a salida y ya no digo la espera de maletas,ojo no ha sido una vez solo,son un cúmulo de muchas veces. Imagino que sí se paga aparte será más corto. Además los trenecitos..."
"Ignacio Ruiz","Local Guide · 42 reseñas · 148 fotos","Hace un año","Es como un aeropuerto diferente de Madrid. No tiene comunicación interna para trasladarte dentro de las  otras terminales. HAY QUE ESTAR MUY ATENTO A ELLO. Si te equivocas puedes coger un bus interno o un taxi. Ten la prevención de saber qué vas a esa terminal para no dar vueltas"
"Raúl U.M.E. Canal 2","Local Guide · 693 reseñas · 49 fotos","Hace 3 semanas","Es un orgullo nacional....gestiona millones de viajeros"
"Liana Stahl","Local Guide · 198 reseñas · 191 fotos","Hace 8 meses","Demasiada gente. En fin de semana y fiestas importantes deberían ampliar la plantilla. Tal vez la división por paises en el control sería más práctico."
"Eduardo Ruiz","Local Guide · 605 reseñas · 2.494 fotos","Hace 2 años","Muy bien situado y señalizado en la T4. La estación de la T4 tiene la entrada al mismo sitio que el tren de la RENFE. Si vas al metro tienes que comprar primero la tarjeta para el metro y después cargarla con el billete de la estación a la que vayas o comprar un bono de 10 etc… si es para la RENFE lo mismo. Tienes que comprar la tarjeta de la RENFE en las máquinas que vale 0,50€ y luego la estación a la que vayas. La RENFE (o sea el tren) siempre es más barato que el metro que te costará el triple.  La RENFE va a atocha y el metro va directo a nuevos ministerios, prácticamente al centro de madrid. Siempre hay personal ayudando a sacar billetes."
"Mercedes Morúa Brenes","Local Guide · 143 reseñas · 205 fotos","Hace un mes","Una belleza de Aeropuerto"
"Alicia García Ramírez","Local Guide · 367 reseñas · 595 fotos","Hace un año","Enorme aeropuerto. Siempre me pierdo entre las plantas . Deberia estar mucho mas señalizado. En los aparcamientos no hay señal ninguna, coges el ascensor de forma obligada y no te indica en que planta hay cada cosa. Al final, siempre tengo que ir preguntando dónde está el sitio donde quiero llegar. Limpio , amplio, con muchas cafeterias..."
"MIGUEL EDUARDO PLAZAS BENCARDINO","Local Guide · 181 reseñas · 287 fotos","Hace 2 años","Excelente terminal aéreo. De lo mejor a nivel mundial."
"Francesc Medina Miracle","Local Guide · 49 reseñas · 50 fotos","Hace un año","Los que diseñan los circuitos de entrada y salida no siempre piensan en que los viajeros no estamos al día de los cambios de protocolos diversos que conforman la gestión complicada de un aeropuerto. Si lo pueden mejorar sería de agradecer."
"Fernando Campos Asensio","Local Guide · 1.524 reseñas · 5.984 fotos","Hace 7 años","Espectacular terminal aérea. Muy lejos del centro, pero bien comunicada."
"Gustavo Parra","Local Guide · 248 reseñas · 799 fotos","Hace 8 meses","Aeropuerto muy bien organizado, con buena señalización y personal amable. Sin duda una terminal con todo lo que puedas necesitar"
"Santiago de Cruz","Local Guide · 19 reseñas · 15 fotos","Hace 4 meses","Es bastante sorprendente que en un aeropuerto no haya acceso a wifi gratuito"
"Norberto Nuñez","Local Guide · 324 reseñas · 1.091 fotos","Hace 6 años","De los mejores aeropuertos del mundo enorme y sencillo de entender,  muy limpio y seguro."
"Teo Boo","Local Guide · 112 reseñas · 442 fotos","Hace 2 años","Gran idea el rincón del fumador en la T4 de Madrid"
"Encarni Mayenco","Local Guide · 30 reseñas · 70 fotos","Hace 10 meses","Una terminal es una terminal no hay mucho que decir... Excepto que hay una sala de fumadores que para algunas personas les hace más llevadero la espera."
"Giovanni Macchiavello","Local Guide · 263 reseñas · 154 fotos","Hace un año","Muuuuy grande ...fácil te pierdes....llega temprano..."
"Herman Blake-Castillo","Local Guide · 416 reseñas · 856 fotos","Hace un año","Normal.  Si viene en el metro hasta la T4 debes pagar adicional para entrar."
"Manuel Jesús Revuelta Puche","Local Guide · 766 reseñas · 1.517 fotos","Hace 11 meses","Dan por supuesto que todos los viajeros usamos diariamente las instalaciones y conocemos a la perfección los pasos que tenemos que dar para facturar equipaje y embarcar."
